obj_1,obj_2,obj_3,obj_4,odd,reason_for_similarity,valid
Shaquille O'Neal,Scottie Pippen,Dennis Rodman,Michael Jordan,Shaquille O'Neal,The others are Bulls,yes
Hakeem Olajuwon,Patrick Ewing,David Robinson,Charles Barkley,Charles Barkley,The others are centers,yes
Jason Kidd,Gary Payton,John Stockton,Karl Malone,Karl Malone,The others are guards,no
Reggie Miller,Chris Mullin,Clyde Drexler,Ray Allen,Ray Allen,The others played in 90s,no
Mitch Richmond,Tim Hardaway,Kevin Garnett,Chris Mullin,Kevin Garnett,The others are Run TMC,no
Karl Malone,Glen Rice,Allan Houston,Mitch Richmond,Karl Malone,The others are shooters,no
Dikembe Mutombo,Charles Barkley,Vlade Divac,Alonzo Mourning,Charles Barkley,The others are centers,no
Penny Hardaway,Steve Smith,Shaquille O'Neal,Grant Hill,Shaquille O'Neal,The others are guards,no
Shawn Kemp,Hakeem Olajuwon,Gary Payton,Detlef Schrempf,Hakeem Olajuwon,The others are Sonics,no
Larry Johnson,Alonzo Mourning,Glen Rice,Dikembe Mutombo,Dikembe Mutombo,The others are Hornets,no
Clyde Drexler,Terry Porter,Jerome Kersey,Patrick Ewing,Patrick Ewing,The others are Blazers,no
Nate Robinson,Muggsy Bogues,Spud Webb,Kevin Johnson,Kevin Johnson,The others are short,no
Eddie Jones,Cedric Ceballos,Grant Hill,Nick Van Exel,Grant Hill,The others are Lakers,no
Charles Barkley,Mark Price,Brad Daugherty,Larry Nance,Charles Barkley,The others are Cavaliers,no
Charles Barkley,Dan Majerle,Shawn Kemp,Kevin Johnson,Shawn Kemp,The others are Suns,no
Kenny Smith,Robert Horry,Sam Cassell,Karl Malone,Karl Malone,The others are Rockets,no
Rik Smits,Reggie Miller,Chris Mullin,John Starks,John Starks,The others are Pacers,no
Latrell Sprewell,Tim Hardaway,Glen Rice,Chris Mullin,Glen Rice,The others are Warriors,no
Detlef Schrempf,Scottie Pippen,Gary Payton,Shawn Kemp,Scottie Pippen,The others are Sonics,no
Rick Fox,Nick Van Exel,Eddie Jones,David Robinson,David Robinson,The others are Lakers,no
Tim Duncan,Karl Malone,Jeff Hornacek,John Stockton,Tim Duncan,The others are Jazz,yes
Alonzo Mourning,Latrell Sprewell,Patrick Ewing,Allan Houston,Alonzo Mourning,The others are Knicks,yes
Chris Webber,Juwan Howard,Rasheed Wallace,Mitch Richmond,Mitch Richmond,The others are Fab Five,no
Clyde Drexler,Larry Johnson,Kenny Smith,Hakeem Olajuwon,Larry Johnson,The others are Rockets,no
Patrick Ewing,Charles Oakley,Reggie Miller,John Starks,Reggie Miller,The others are Knicks,no
David Robinson,Karl Malone,Avery Johnson,Tim Duncan,Karl Malone,The others are Spurs,no
Eddie Jones,Glen Rice,Vlade Divac,Charles Barkley,Charles Barkley,The others are Lakers,no
Penny Hardaway,Shaquille O'Neal,Horace Grant,Karl Malone,Karl Malone,The others are Magic,yes
Hakeem Olajuwon,Kevin McHale,Robert Parish,Larry Bird,Hakeem Olajuwon,The others are Celtics,no
Scottie Pippen,Clyde Drexler,Charles Barkley,Karl Malone,Karl Malone,The others are Dream Team,no
Scottie Pippen,John Stockton,Michael Jordan,Karl Malone,Karl Malone,The others are Bulls players,no
Shaquille O'Neal,Kobe Bryant,Tim Duncan,David Robinson,Kobe Bryant,The others are big men,no
Hakeem Olajuwon,Reggie Miller,Patrick Ewing,Charles Barkley,Reggie Miller,The others are big men,yes
Gary Payton,John Stockton,Shawn Kemp,Karl Malone,Shawn Kemp,The others are guards,no
Charles Barkley,Hakeem Olajuwon,David Robinson,Clyde Drexler,David Robinson,The others are Rockets players,no
Tim Hardaway,Larry Johnson,Alonzo Mourning,Chris Mullin,Chris Mullin,The others are Heat players,no
Larry Johnson,Larry Bird,Glen Rice,Muggsy Bogues,Larry Bird,The others are Hornets players,no
Dikembe Mutombo,Reggie Miller,Alonzo Mourning,Patrick Ewing,Reggie Miller,The others are centers,no
Steve Smith,Penny Hardaway,Grant Hill,Tim Hardaway,Steve Smith,The others are All-Star guards,no
Steve Nash,Jason Kidd,Gary Payton,Kevin Johnson,Steve Nash,The others are Suns players,no
Reggie Miller,Mitch Richmond,Tim Hardaway,Chris Mullin,Reggie Miller,The others are Run TMC members,yes
Jeff Hornacek,Charles Barkley,Karl Malone,John Stockton,Charles Barkley,The others are Jazz players,yes
Tim Hardaway,Glen Rice,Patrick Ewing,Alonzo Mourning,Patrick Ewing,The others are Heat players,no
Shawn Kemp,Gary Payton,Clyde Drexler,Detlef Schrempf,Clyde Drexler,The others are Sonics players,no
Patrick Ewing,John Starks,Clyde Drexler,Charles Oakley,Clyde Drexler,The others are Knicks players,yes
Mark Jackson,Rik Smits,Reggie Miller,Latrell Sprewell,Latrell Sprewell,The others are Pacers players,yes
Toni Kukoc,Steve Kerr,Clyde Drexler,Ron Harper,Clyde Drexler,The others are Bulls players,no
Grant Hill,Juwan Howard,Rasheed Wallace,Chris Webber,Grant Hill,The others are Fab Five members,no
Nick Van Exel,Eddie Jones,Vlade Divac,Kobe Bryant,Vlade Divac,The others are guards,no
Scottie Pippen,Allan Houston,Latrell Sprewell,Patrick Ewing,Scottie Pippen,The others are Knicks players,no
Kevin Garnett,Shaquille O'Neal,Tom Gugliotta,Stephon Marbury,Shaquille O'Neal,The others are Timberwolves,yes
Tracy McGrady,Jason Kidd,Michael Finley,Vince Carter,Michael Finley,The others are All-Star guards,no
David Robinson,Avery Johnson,Karl Malone,Tim Duncan,Karl Malone,The others are Spurs players,yes
Ray Allen,Sam Cassell,Glenn Robinson,Michael Redd,Michael Redd,The others are Bucks players,no
Steve Smith,Mookie Blaylock,Dikembe Mutombo,Tim Duncan,Tim Duncan,The others are Hawks players,no
Hakeem Olajuwon,Charles Barkley,Kevin Johnson,Dan Majerle,Hakeem Olajuwon,The others are Suns players,no
Latrell Sprewell,Karl Malone,Chris Mullin,Tim Hardaway,Karl Malone,The others are Warriors players,no
Shawn Kemp,Gary Payton,Clyde Drexler,Detlef Schrempf,Clyde Drexler,The others are Sonics players,yes
Patrick Ewing,Alonzo Mourning,Tim Hardaway,Glen Rice,Patrick Ewing,The others are Heat players,no
Mitch Richmond,Chris Mullin,Reggie Miller,Tim Hardaway,Reggie Miller,The others are Run TMC members,yes
Scottie Pippen,Dennis Rodman,Karl Malone,Michael Jordan,Karl Malone,The others are Chicago Bulls,yes
Hakeem Olajuwon,Tim Duncan,Shaquille O'Neal,David Robinson,Tim Duncan,The others are centers,no
Jason Kidd,Reggie Miller,Gary Payton,John Stockton,Reggie Miller,The others are point guards,yes
Charles Barkley,Dikembe Mutombo,Alonzo Mourning,Patrick Ewing,Charles Barkley,The others are centers,no
Chris Mullin,Clyde Drexler,Mitch Richmond,Reggie Miller,Chris Mullin,The others are shooting guards,no
Shawn Kemp,Grant Hill,Karl Malone,Scottie Pippen,Scottie Pippen,The others are power forwards,no
John Stockton,Gary Payton,Penny Hardaway,Kevin Johnson,Penny Hardaway,The others are point guards,no
Patrick Ewing,Shaquille O'Neal,Karl Malone,David Robinson,Karl Malone,The others are centers,no
Steve Smith,Alonzo Mourning,Glen Rice,Reggie Miller,Alonzo Mourning,The others are shooting guards,no
Tim Hardaway,Hakeem Olajuwon,Dikembe Mutombo,David Robinson,Tim Hardaway,The others are centers,no
Scottie Pippen,Chris Mullin,Clyde Drexler,Dominique Wilkins,Scottie Pippen,The others are shooting guards,no
Charles Barkley,Shawn Kemp,Patrick Ewing,Karl Malone,Patrick Ewing,The others are power forwards,no
John Stockton,Tim Hardaway,Gary Payton,Mitch Richmond,Mitch Richmond,The others are point guards,yes
Patrick Ewing,Mitch Richmond,Reggie Miller,Joe Dumars,Patrick Ewing,The others are shooting guards,no
David Robinson,Mark Price,Tim Hardaway,Kevin Johnson,David Robinson,The others are point guards,no
Reggie Miller,Mitch Richmond,Karl Malone,Glen Rice,Karl Malone,The others are shooting guards,no
Karl Malone,Shawn Kemp,Dikembe Mutombo,Chris Webber,Dikembe Mutombo,The others are power forwards,no
Clyde Drexler,Reggie Miller,Scottie Pippen,Hakeem Olajuwon,Hakeem Olajuwon,The others are shooting guards,no
Hakeem Olajuwon,Alonzo Mourning,Charles Barkley,Patrick Ewing,Charles Barkley,The others are centers,yes
Gary Payton,Chris Mullin,John Stockton,Jason Kidd,Chris Mullin,The others are point guards,no
Charles Barkley,Tim Duncan,David Robinson,Karl Malone,David Robinson,The others are power forwards,no
Reggie Miller,Clyde Drexler,Patrick Ewing,Mitch Richmond,Patrick Ewing,The others are shooting guards,no
John Stockton,Gary Payton,Shaquille O'Neal,Tim Hardaway,Shaquille O'Neal,The others are point guards,yes
Dikembe Mutombo,Reggie Miller,Clyde Drexler,Chris Mullin,Dikembe Mutombo,The others are shooting guards,no
Karl Malone,Hakeem Olajuwon,Charles Barkley,Shawn Kemp,Hakeem Olajuwon,The others are power forwards,no
Scottie Pippen,David Robinson,Hakeem Olajuwon,Shaquille O'Neal,Scottie Pippen,The others are centers,no
Mark Price,Clyde Drexler,John Stockton,Gary Payton,Clyde Drexler,The others are point guards,no
Karl Malone,Shawn Kemp,Chris Webber,Patrick Ewing,Patrick Ewing,The others are power forwards,no
Reggie Miller,Mitch Richmond,Joe Dumars,Tim Duncan,Tim Duncan,The others are shooting guards,no
Hakeem Olajuwon,Tim Hardaway,David Robinson,Dikembe Mutombo,Tim Hardaway,The others are centers,no
Kevin Garnett,Dirk Nowitzki,Kobe Bryant,Tim Duncan,Dirk Nowitzki,The others are MVP winners,no
Ben Wallace,Shaquille O'Neal,Yao Ming,Dwight Howard,Dwight Howard,The others are Hall of Famers,no
Jason Kidd,Steve Nash,Chris Paul,Tony Parker,Chris Paul,The others are retired,no
Ray Allen,Paul Pierce,Tracy McGrady,Allen Iverson,Paul Pierce,The others are Hall of Famers,no
Richard Jefferson,Vince Carter,Grant Hill,Shawn Marion,Richard Jefferson,The others are All-Stars,no
Chris Bosh,Pau Gasol,Manu Ginobili,Carmelo Anthony,Carmelo Anthony,The others are NBA champions,yes
Rasheed Wallace,Rip Hamilton,Chauncey Billups,Amare Stoudemire,Amare Stoudemire,The others are Detroit Pistons,yes
Chris Bosh,LeBron James,Dwyane Wade,Kevin Durant,Kevin Durant,The others are Miami Heat players,no
Paul Pierce,Tracy McGrady,Jason Terry,Vince Carter,Jason Terry,The others are All-Stars,no
Ray Allen,Ben Wallace,Paul Pierce,Kevin Garnett,Ben Wallace,The others are Boston Celtics,no
Manu Ginobili,Tony Parker,Kevin Garnett,Tim Duncan,Kevin Garnett,The others are San Antonio Spurs,no
Steve Nash,Vince Carter,Dirk Nowitzki,Chris Paul,Chris Paul,The others are former teammates,no
Kobe Bryant,Tim Duncan,Pau Gasol,Shaquille O'Neal,Tim Duncan,The others are Lakers players,yes
Rajon Rondo,Ray Allen,Rashard Lewis,Kevin Garnett,Rajon Rondo,The others are Hall of Famers,no
Paul Pierce,Kevin Garnett,Rajon Rondo,Ray Allen,Rajon Rondo,The others are retired,no
Dirk Nowitzki,Jason Terry,Shawn Marion,Chris Bosh,Chris Bosh,The others are Mavericks players,no
Vlade Divac,Chris Webber,Tim Duncan,Peja Stojakovic,Tim Duncan,The others are Sacramento Kings,yes
Chauncey Billups,Amar'e Stoudemire,Shawn Marion,Steve Nash,Chauncey Billups,The others are Phoenix Suns,no
Tracy McGrady,Yao Ming,Dwight Howard,Shane Battier,Dwight Howard,The others are Houston Rockets,no
Paul Pierce,Ray Allen,Kevin Garnett,Tony Parker,Tony Parker,The others are Boston Celtics,yes
Tim Duncan,Steve Nash,Dirk Nowitzki,Michael Finley,Tim Duncan,The others are Mavericks players,no
LeBron James,Kevin Garnett,Chris Bosh,Dwyane Wade,Kevin Garnett,The others are Miami Heat players,no
Richard Jefferson,Kenyon Martin,Jason Kidd,Vince Carter,Vince Carter,The others are New Jersey Nets,no
Kobe Bryant,Lamar Odom,Tim Duncan,Pau Gasol,Tim Duncan,The others are Lakers players,no
Dirk Nowitzki,Vince Carter,Richard Jefferson,Jason Kidd,Dirk Nowitzki,The others are New Jersey Nets,no
Tim Duncan,Chris Paul,David West,Tyson Chandler,Tim Duncan,The others are New Orleans Hornets,no
Kevin Garnett,Paul Pierce,Chris Bosh,Ray Allen,Chris Bosh,The others are Boston Celtics,yes
Kobe Bryant,Steve Nash,Kevin Garnett,Tim Duncan,Steve Nash,The others are NBA MVP winners,no
LeBron James,Shaquille O'Neal,Dirk Nowitzki,Tracy McGrady,Tracy McGrady,The others are NBA champions,no
Paul Pierce,Ray Allen,Tony Parker,Vince Carter,Vince Carter,The others are NBA champions,no
Carmelo Anthony,Chris Bosh,Dwyane Wade,Allen Iverson,Carmelo Anthony,The others are NBA champions,no
Chauncey Billups,Steve Nash,Rajon Rondo,Jason Kidd,Rajon Rondo,The others are NBA All-Stars,no
Chris Webber,Yao Ming,Pau Gasol,Dirk Nowitzki,Chris Webber,The others are international players,no
Ben Wallace,Dwight Howard,Jermaine O'Neal,Alonzo Mourning,Jermaine O'Neal,The others are Defensive Player of the Year winners,no
Tracy McGrady,Gilbert Arenas,Baron Davis,Vince Carter,Baron Davis,The others are NBA All-Stars,no
Richard Hamilton,Ron Artest,Rasheed Wallace,Shawn Marion,Ron Artest,The others are NBA champions,no
Tony Parker,Manu Ginobili,Amar'e Stoudemire,Tim Duncan,Amar'e Stoudemire,The others are San Antonio Spurs players,yes
Dirk Nowitzki,Pau Gasol,Steve Nash,Manu Ginobili,Pau Gasol,The others are NBA MVP winners,no
Rajon Rondo,Ray Allen,Chris Paul,Deron Williams,Ray Allen,The others are point guards,yes
Jason Terry,Kevin Garnett,Tim Duncan,Chris Bosh,Jason Terry,The others are power forwards,yes
Hedo Turkoglu,Peja Stojakovic,Shawn Marion,Vince Carter,Vince Carter,The others are international players,no
Ben Wallace,Chris Webber,Rasheed Wallace,Yao Ming,Yao Ming,The others are forwards,no
Andre Iguodala,Gilbert Arenas,Paul Pierce,LeBron James,Gilbert Arenas,The others are NBA champions,no
Michael Finley,Vince Carter,Zach Randolph,Jerry Stackhouse,Zach Randolph,The others are shooting guards,no
Chris Bosh,Manu Ginobili,Ray Allen,Jason Terry,Chris Bosh,The others are shooting guards,no
Tony Parker,Tim Duncan,Manu Ginobili,Steve Nash,Steve Nash,The others are San Antonio Spurs players,no
Vince Carter,Tracy McGrady,Paul Pierce,Chauncey Billups,Chauncey Billups,The others are small forwards,no
Dirk Nowitzki,Shawn Marion,Jermaine O'Neal,Steve Nash,Jermaine O'Neal,The others are Phoenix Suns players,no
Kobe Bryant,Dwyane Wade,Chris Paul,Allen Iverson,Chris Paul,The others are shooting guards,yes
Pau Gasol,Yao Ming,Shawn Marion,Marc Gasol,Shawn Marion,The others are international players,no
Chris Paul,Ben Wallace,Chauncey Billups,Rasheed Wallace,Chris Paul,The others are Detroit Pistons players,yes
Vince Carter,Tracy McGrady,Ray Allen,Paul Pierce,Ray Allen,The others are not related,no
Dirk Nowitzki,Kevin Garnett,Tim Duncan,Paul Pierce,Paul Pierce,The others are power forwards,no
Allen Iverson,LeBron James,Dwyane Wade,Chris Bosh,Allen Iverson,The others are Miami Heat players,no
Jason Kidd,Tim Duncan,Steve Nash,Deron Williams,Tim Duncan,The others are point guards,yes
Chris Bosh,Dirk Nowitzki,Yao Ming,Pau Gasol,Chris Bosh,The others are international players,no
Kobe Bryant,LeBron James,Steve Nash,Dwyane Wade,Steve Nash,The others are shooting guards,no
Kevin Garnett,Kobe Bryant,Tim Duncan,Allen Iverson,Allen Iverson,The others are NBA champions,yes
Paul Pierce,Shaquille O'Neal,Dirk Nowitzki,Tracy McGrady,Tracy McGrady,The others are NBA Finals MVPs,no
Chris Paul,Tony Parker,Steve Nash,Jason Kidd,Chris Paul,The others are NBA champions,no
Vince Carter,Reggie Miller,Carmelo Anthony,Ray Allen,Carmelo Anthony,The others are known for 3-point shooting,no
Dwight Howard,Pau Gasol,Yao Ming,Manu Ginobili,Dwight Howard,The others are international players,yes
Kevin Durant,Chris Bosh,LeBron James,Dwyane Wade,Kevin Durant,The others are Miami Heat players,no
Kevin Garnett,Chauncey Billups,Rasheed Wallace,Ben Wallace,Kevin Garnett,The others are Detroit Pistons players,yes
Kevin Garnett,Dwight Howard,Paul Pierce,Rajon Rondo,Dwight Howard,The others are Boston Celtics players,yes
Tim Duncan,Tony Parker,Manu Ginobili,Kevin Durant,Kevin Durant,The others are San Antonio Spurs players,yes
Tracy McGrady,Dirk Nowitzki,Grant Hill,Derrick Rose,Dirk Nowitzki,The others are known for injuries,no
Richard Hamilton,Ray Allen,Chauncey Billups,Tayshaun Prince,Ray Allen,The others are Detroit Pistons players,yes
Steve Francis,Baron Davis,Gilbert Arenas,Allen Iverson,Allen Iverson,The others are point guards,no
Peja Stojakovic,Mike Bibby,Chris Webber,Vince Carter,Vince Carter,The others are Sacramento Kings players,no
Carmelo Anthony,Amar'e Stoudemire,Steve Nash,Shawn Marion,Carmelo Anthony,The others are Phoenix Suns players,no
Ray Allen,Richard Jefferson,Vince Carter,Jason Kidd,Ray Allen,The others are New Jersey Nets players,no
Rashard Lewis,Ray Allen,Carmelo Anthony,Michael Redd,Carmelo Anthony,The others are known for 3-point shooting,yes
Andrew Bynum,Lamar Odom,Pau Gasol,Dirk Nowitzki,Dirk Nowitzki,The others are Los Angeles Lakers players,no
LaMarcus Aldridge,Kevin Garnett,Brandon Roy,Greg Oden,Kevin Garnett,The others are Portland Trail Blazers players,yes
Chris Paul,Josh Smith,Al Horford,Joe Johnson,Chris Paul,The others are Atlanta Hawks players,no
Yao Ming,Grant Hill,Tracy McGrady,Tim Duncan,Tim Duncan,The others are known for injuries,no
Kevin Garnett,LeBron James,Anderson Varejao,Zydrunas Ilgauskas,Kevin Garnett,The others are Cleveland Cavaliers players,no
Manu Ginobili,Richard Jefferson,Tim Duncan,Chris Bosh,Chris Bosh,The others are San Antonio Spurs players,no
Allen Iverson,Chris Webber,Jason Kidd,Andre Iguodala,Jason Kidd,The others are Philadelphia 76ers players,no
Steve Nash,Ray Allen,Shawn Marion,Amar'e Stoudemire,Ray Allen,The others are Phoenix Suns players,no
Rajon Rondo,Dirk Nowitzki,Ray Allen,Paul Pierce,Dirk Nowitzki,The others are Boston Celtics players,yes
Richard Hamilton,Kevin Garnett,Ben Wallace,Chauncey Billups,Kevin Garnett,The others are Detroit Pistons players,no
Shane Battier,Yao Ming,Tracy McGrady,Ray Allen,Ray Allen,The others are Houston Rockets players,no
Chris Paul,Tyson Chandler,David West,Ray Allen,Ray Allen,The others are New Orleans Hornets players,no
Steve Nash,Dirk Nowitzki,Michael Finley,Ray Allen,Ray Allen,The others are Dallas Mavericks players,no
Dwyane Wade,Tim Duncan,Chris Bosh,LeBron James,Tim Duncan,The others are Miami Heat players,no
Tim Duncan,Dirk Nowitzki,Kevin Garnett,Kobe Bryant,Dirk Nowitzki,The others are MVP winners,no
Tracy McGrady,Paul Pierce,Allen Iverson,Vince Carter,Paul Pierce,The others are scoring champions,no
Dwight Howard,Shaquille O'Neal,Chris Bosh,Yao Ming,Chris Bosh,The others are centers,yes
Tony Parker,Steve Nash,Jason Kidd,Ray Allen,Ray Allen,The others are point guards,yes
Carmelo Anthony,LeBron James,Dwyane Wade,Chris Paul,Chris Paul,The others are 2003 draftees,yes
Dirk Nowitzki,Pau Gasol,Manu Ginobili,Tony Parker,Pau Gasol,The others are Spurs players,no
James Harden,Russell Westbrook,Kevin Durant,Derrick Rose,Derrick Rose,The others are Thunder players,no
Tayshaun Prince,Rip Hamilton,Ben Wallace,Chauncey Billups,Ben Wallace,The others are guards,no
Rajon Rondo,Ray Allen,Kevin Garnett,Paul Pierce,Rajon Rondo,The others are Celtics Big Three,no
Joe Johnson,Michael Redd,Richard Hamilton,Gilbert Arenas,Joe Johnson,The others are 2000s All-Stars,no
Peja Stojakovic,Rasheed Wallace,Chris Webber,Mike Bibby,Rasheed Wallace,The others are Kings players,no
Dirk Nowitzki,Steve Nash,Amar'e Stoudemire,Shawn Marion,Dirk Nowitzki,The others are Suns players,no
Vince Carter,Jason Kidd,Kenyon Martin,Richard Jefferson,Vince Carter,The others are Nets players,no
Rashard Lewis,Dwight Howard,Jameer Nelson,Hedo Turkoglu,Rashard Lewis,The others are Magic players,no
Zach Randolph,Rudy Gay,Marc Gasol,Mike Conley,Rudy Gay,The others are Grizzlies players,yes
Allen Iverson,Andre Iguodala,Chris Webber,Samuel Dalembert,Chris Webber,The others are 76ers players,no
Pau Gasol,Metta World Peace,Derek Fisher,Lamar Odom,Metta World Peace,The others are Lakers champions,no
Rashard Lewis,Gary Payton,Luke Ridnour,Ray Allen,Gary Payton,The others are 2000s Sonics,no
Tim Duncan,Tony Parker,Manu Ginobili,David Robinson,David Robinson,The others are 2000s Spurs,no
Reggie Miller,Jermaine O'Neal,Stephen Jackson,Ron Artest,Reggie Miller,The others are 2000s Pacers,no
Udonis Haslem,Dwyane Wade,Chris Bosh,LeBron James,Udonis Haslem,The others are All-Stars,no
Stephen Jackson,Jason Richardson,Baron Davis,Chris Paul,Chris Paul,The others are Warriors players,no
Vlade Divac,Doug Christie,Mike Bibby,Chris Webber,Chris Webber,The others are guards,no
Yao Ming,Tracy McGrady,Steve Francis,Shane Battier,Shane Battier,The others are Rockets scorers,no
Chris Bosh,Vince Carter,Tracy McGrady,DeMar DeRozan,DeMar DeRozan,The others are 2000s Raptors,no
Ray Allen,Al Jefferson,Paul Pierce,Kevin Garnett,Al Jefferson,The others are Celtics Big Three,yes
Corey Maggette,Chris Kaman,Blake Griffin,Elton Brand,Blake Griffin,The others are 2000s Clippers,yes
Steve Nash,Jason Terry,Dirk Nowitzki,Michael Finley,Jason Terry,The others are 2000s Mavericks,no
Allen Iverson,Andre Miller,Marcus Camby,Carmelo Anthony,Andre Miller,The others are Nuggets stars,no
Gilbert Arenas,Caron Butler,John Wall,Antawn Jamison,John Wall,The others are 2000s Wizards,no
Tracy McGrady,Kevin Garnett,Tim Duncan,Kobe Bryant,Tracy McGrady,The others are MVP winners,no
Dirk Nowitzki,Shaquille O'Neal,Chris Webber,Steve Nash,Chris Webber,The others are MVP winners,no
Paul Pierce,Carmelo Anthony,LeBron James,Dwyane Wade,Paul Pierce,The others are Finals MVPs,no
Vince Carter,Tony Parker,Ray Allen,Allen Iverson,Tony Parker,The others are 2000 All-Stars,no
Chauncey Billups,Gary Payton,Michael Finley,Jason Kidd,Michael Finley,The others are point guards,no
Pau Gasol,Yao Ming,Chris Bosh,Amar'e Stoudemire,Yao Ming,The others are power forwards,no
Bruce Bowen,Shawn Marion,Ben Wallace,Ron Artest,Shawn Marion,The others are Defensive POY,no
Baron Davis,Gilbert Arenas,Richard Hamilton,Stephon Marbury,Richard Hamilton,The others are point guards,yes
Rashard Lewis,Peja Stojaković,Manu Ginóbili,Hedo Türkoğlu,Manu Ginóbili,The others are forwards,no
Zach Randolph,Elton Brand,Jermaine O'Neal,Richard Jefferson,Richard Jefferson,The others are power forwards,no
Mike Bibby,Deron Williams,Rajon Rondo,Derrick Rose,Mike Bibby,The others are 2010 All-Stars,yes
Stephen Jackson,Tayshaun Prince,Metta World Peace,Paul Pierce,Paul Pierce,The others are known for defense,no
Andre Iguodala,Rudy Gay,Luol Deng,Joe Johnson,Joe Johnson,The others are small forwards,no
LaMarcus Aldridge,Kevin Love,Carlos Boozer,David West,Kevin Love,The others are power forwards,no
Marcus Camby,Andrew Bynum,Joakim Noah,Tyson Chandler,Andrew Bynum,The others are Defensive POY,no
Monta Ellis,Brandon Roy,Joe Johnson,Jamal Crawford,Joe Johnson,The others are shooting guards,no
Blake Griffin,Kevin Durant,Paul George,Danny Granger,Blake Griffin,The others are small forwards,no
Kyle Lowry,DeMar DeRozan,Klay Thompson,Eric Gordon,Kyle Lowry,The others are shooting guards,no
J.R. Smith,Gerald Green,Rajon Rondo,Jason Richardson,Rajon Rondo,The others are dunk contest winners,no
Serge Ibaka,Tyson Chandler,Joakim Noah,Al Horford,Tyson Chandler,The others are power forwards,no
Marc Gasol,DeAndre Jordan,Rudy Gobert,Dwight Howard,Marc Gasol,The others are Defensive POY,no
Tony Parker,Russell Westbrook,Derrick Rose,Chris Paul,Tony Parker,The others are MVP winners,no
John Wall,Kyrie Irving,Kemba Walker,Damian Lillard,Damian Lillard,The others are 2018 All-Stars,no
Paul George,Jimmy Butler,Gordon Hayward,Kawhi Leonard,Gordon Hayward,The others are small forwards,no
DeMarcus Cousins,Kevin Love,Serge Ibaka,Draymond Green,DeMarcus Cousins,The others are power forwards,no
James Harden,Kyrie Irving,Stephen Curry,Klay Thompson,Kyrie Irving,The others are Warriors players,no
Jimmy Butler,Andrew Wiggins,Kyle Lowry,DeMar DeRozan,Kyle Lowry,The others are shooting guards,no
Nikola Jokic,Anthony Davis,Karl-Anthony Towns,Giannis Antetokounmpo,Nikola Jokic,The others are power forwards,no
Donovan Mitchell,Bradley Beal,Zach LaVine,Devin Booker,Donovan Mitchell,The others are shooting guards,no
Luka Dončić,Ben Simmons,Jayson Tatum,Trae Young,Ben Simmons,The others are 2019 All-Stars,no
Dirk Nowitzki,LeBron James,Kevin Durant,Stephen Curry,Dirk Nowitzki,The others are MVP winners,no
Russell Westbrook,James Harden,Damian Lillard,Chris Paul,Chris Paul,The others are scoring champions,no
Paul George,Dwyane Wade,Klay Thompson,Jimmy Butler,Klay Thompson,The others are primary scorers,no
Kawhi Leonard,DeMar DeRozan,Blake Griffin,Giannis Antetokounmpo,Blake Griffin,The others are defensive specialists,no
Kyrie Irving,Derrick Rose,Rajon Rondo,John Wall,Rajon Rondo,The others are top draft picks,no
Karl-Anthony Towns,DeAndre Jordan,Rudy Gobert,Anthony Davis,Karl-Anthony Towns,The others are defensive players,no
Carmelo Anthony,Tim Duncan,Paul Pierce,Kevin Garnett,Carmelo Anthony,The others are NBA champions,no
LaMarcus Aldridge,Zach Randolph,Chris Bosh,Kevin Love,Zach Randolph,The others are All-Stars,no
Tony Parker,Rajon Rondo,Manu Ginobili,Chris Paul,Chris Paul,The others are Spurs players,no
Al Horford,Marc Gasol,Joakim Noah,Dwight Howard,Dwight Howard,The others are less dominant centers,no
Draymond Green,Andre Iguodala,Klay Thompson,Kevin Love,Kevin Love,The others are Warriors players,no
Kyle Lowry,Jrue Holiday,Mike Conley,Eric Bledsoe,Eric Bledsoe,The others are elite defenders,no
Gordon Hayward,Kawhi Leonard,Paul George,Jimmy Butler,Gordon Hayward,The others are two-way players,yes
DeMarcus Cousins,Blake Griffin,LaMarcus Aldridge,Kevin Love,DeMarcus Cousins,The others are power forwards,no
Klay Thompson,Danny Green,Kyle Korver,JJ Redick,Klay Thompson,The others are primarily shooters,no
Draymond Green,Serge Ibaka,Rudy Gobert,DeMarcus Cousins,DeMarcus Cousins,The others are defensive players,no
Karl-Anthony Towns,Joel Embiid,DeAndre Jordan,Nikola Jokic,DeAndre Jordan,The others are versatile centers,no
Damian Lillard,Derrick Rose,Brandon Roy,John Wall,Brandon Roy,The others are active players,no
Ben Simmons,Jaylen Brown,Marcus Smart,Jayson Tatum,Ben Simmons,The others are Celtics players,yes
Monta Ellis,Eric Gordon,Jamal Crawford,Lou Williams,Eric Gordon,The others are Sixth Man of the Year winners,no
CJ McCollum,Devin Booker,Bradley Beal,Khris Middleton,Khris Middleton,The others are primary scorers,no
Jimmy Butler,Paul George,Kawhi Leonard,Victor Oladipo,Victor Oladipo,The others are elite defenders,no
Andre Drummond,DeAndre Jordan,Hassan Whiteside,Rudy Gobert,Andre Drummond,The others are shot blockers,no
Kemba Walker,Mike Conley,Goran Dragic,Kyle Lowry,Kemba Walker,The others are pass-first point guards,no
Blake Griffin,Al Horford,Pascal Siakam,Draymond Green,Blake Griffin,The others are versatile forwards,no
