obj_1,obj_2,obj_3,obj_4,odd,reason_for_similarity,valid
Michael Jordan,Scottie Pippen,Dennis Rodman,Shaquille O'Neal,Shaquille O'Neal,The others are Bulls,yes
Hakeem Olajuwon,David Robinson,Patrick Ewing,Charles Barkley,Charles Barkley,The others are centers,yes
Karl Malone,John Stockton,Gary Payton,Jason Kidd,Karl Malone,The others are guards,no
Reggie Miller,Ray Allen,Chris Mullin,Clyde Drexler,Ray Allen,The others played in 90s,no
Tim Hardaway,Mitch Richmond,Chris Mullin,Kevin Garnett,Kevin Garnett,The others are Run TMC,no
Glen Rice,Allan Houston,Mitch Richmond,Karl Malone,Karl Malone,The others are shooters,no
Dikembe Mutombo,Alonzo Mourning,Vlade Divac,Charles Barkley,Charles Barkley,The others are centers,no
Penny Hardaway,Grant Hill,Steve Smith,Shaquille O'Neal,Shaquille O'Neal,The others are guards,no
Shawn Kemp,Detlef Schrempf,Gary Payton,Hakeem Olajuwon,Hakeem Olajuwon,The others are Sonics,no
Larry Johnson,Alonzo Mourning,Glen Rice,Dikembe Mutombo,Dikembe Mutombo,The others are Hornets,no
Clyde Drexler,Terry Porter,Jerome Kersey,Patrick Ewing,Patrick Ewing,The others are Blazers,no
Muggsy Bogues,Spud Webb,Nate Robinson,Kevin Johnson,Kevin Johnson,The others are short,no
Nick Van Exel,Eddie Jones,Cedric Ceballos,Grant Hill,Grant Hill,The others are Lakers,no
Mark Price,Brad Daugherty,Larry Nance,Charles Barkley,Charles Barkley,The others are Cavaliers,no
Kevin Johnson,Dan Majerle,Charles Barkley,Shawn Kemp,Shawn Kemp,The others are Suns,no
Robert Horry,Sam Cassell,Kenny Smith,Karl Malone,Karl Malone,The others are Rockets,no
Rik Smits,Reggie Miller,Chris Mullin,John Starks,John Starks,The others are Pacers,no
Latrell Sprewell,Chris Mullin,Tim Hardaway,Glen Rice,Glen Rice,The others are Warriors,no
Shawn Kemp,Gary Payton,Detlef Schrempf,Scottie Pippen,Scottie Pippen,The others are Sonics,no
Rick Fox,Eddie Jones,Nick Van Exel,David Robinson,David Robinson,The others are Lakers,no
Karl Malone,John Stockton,Jeff Hornacek,Tim Duncan,Tim Duncan,The others are Jazz,yes
Allan Houston,Latrell Sprewell,Patrick Ewing,Alonzo Mourning,Alonzo Mourning,The others are Knicks,yes
Chris Webber,Juwan Howard,Rasheed Wallace,Mitch Richmond,Mitch Richmond,The others are Fab Five,no
Clyde Drexler,Hakeem Olajuwon,Kenny Smith,Larry Johnson,Larry Johnson,The others are Rockets,no
Patrick Ewing,Charles Oakley,John Starks,Reggie Miller,Reggie Miller,The others are Knicks,no
Tim Duncan,David Robinson,Avery Johnson,Karl Malone,Karl Malone,The others are Spurs,no
Glen Rice,Eddie Jones,Vlade Divac,Charles Barkley,Charles Barkley,The others are Lakers,no
Shaquille O'Neal,Penny Hardaway,Horace Grant,Karl Malone,Karl Malone,The others are Magic,yes
Larry Bird,Kevin McHale,Robert Parish,Hakeem Olajuwon,Hakeem Olajuwon,The others are Celtics,no
Charles Barkley,Scottie Pippen,Clyde Drexler,Karl Malone,Karl Malone,The others are Dream Team,no
Michael Jordan,Scottie Pippen,Karl Malone,John Stockton,Karl Malone,The others are Bulls players,no
Shaquille O'Neal,Kobe Bryant,Tim Duncan,David Robinson,Kobe Bryant,The others are big men,no
Charles Barkley,Patrick Ewing,Hakeem Olajuwon,Reggie Miller,Reggie Miller,The others are big men,yes
Gary Payton,Shawn Kemp,John Stockton,Karl Malone,Shawn Kemp,The others are guards,no
Clyde Drexler,Hakeem Olajuwon,Charles Barkley,David Robinson,David Robinson,The others are Rockets players,no
Alonzo Mourning,Larry Johnson,Tim Hardaway,Chris Mullin,Chris Mullin,The others are Heat players,no
Muggsy Bogues,Larry Johnson,Glen Rice,Larry Bird,Larry Bird,The others are Hornets players,no
Dikembe Mutombo,Alonzo Mourning,Patrick Ewing,Reggie Miller,Reggie Miller,The others are centers,no
Grant Hill,Penny Hardaway,Steve Smith,Tim Hardaway,Steve Smith,The others are All-Star guards,no
Kevin Johnson,Jason Kidd,Steve Nash,Gary Payton,Steve Nash,The others are Suns players,no
Mitch Richmond,Chris Mullin,Tim Hardaway,Reggie Miller,Reggie Miller,The others are Run TMC members,yes
Karl Malone,John Stockton,Jeff Hornacek,Charles Barkley,Charles Barkley,The others are Jazz players,yes
Glen Rice,Tim Hardaway,Alonzo Mourning,Patrick Ewing,Patrick Ewing,The others are Heat players,no
Shawn Kemp,Gary Payton,Detlef Schrempf,Clyde Drexler,Clyde Drexler,The others are Sonics players,no
Patrick Ewing,Charles Oakley,John Starks,Clyde Drexler,Clyde Drexler,The others are Knicks players,yes
Rik Smits,Reggie Miller,Mark Jackson,Latrell Sprewell,Latrell Sprewell,The others are Pacers players,yes
Ron Harper,Steve Kerr,Toni Kukoc,Clyde Drexler,Clyde Drexler,The others are Bulls players,no
Chris Webber,Juwan Howard,Rasheed Wallace,Grant Hill,Grant Hill,The others are Fab Five members,no
Nick Van Exel,Eddie Jones,Vlade Divac,Kobe Bryant,Vlade Divac,The others are guards,no
Allan Houston,Latrell Sprewell,Patrick Ewing,Scottie Pippen,Scottie Pippen,The others are Knicks players,no
Kevin Garnett,Stephon Marbury,Tom Gugliotta,Shaquille O'Neal,Shaquille O'Neal,The others are Timberwolves,yes
Jason Kidd,Vince Carter,Tracy McGrady,Michael Finley,Michael Finley,The others are All-Star guards,no
Tim Duncan,David Robinson,Avery Johnson,Karl Malone,Karl Malone,The others are Spurs players,yes
Glenn Robinson,Ray Allen,Sam Cassell,Michael Redd,Michael Redd,The others are Bucks players,no
Steve Smith,Mookie Blaylock,Dikembe Mutombo,Tim Duncan,Tim Duncan,The others are Hawks players,no
Kevin Johnson,Dan Majerle,Charles Barkley,Hakeem Olajuwon,Hakeem Olajuwon,The others are Suns players,no
Latrell Sprewell,Chris Mullin,Tim Hardaway,Karl Malone,Karl Malone,The others are Warriors players,no
Shawn Kemp,Gary Payton,Detlef Schrempf,Clyde Drexler,Clyde Drexler,The others are Sonics players,yes
Glen Rice,Tim Hardaway,Alonzo Mourning,Patrick Ewing,Patrick Ewing,The others are Heat players,no
Mitch Richmond,Chris Mullin,Tim Hardaway,Reggie Miller,Reggie Miller,The others are Run TMC members,yes
Michael Jordan,Scottie Pippen,Karl Malone,Dennis Rodman,Karl Malone,The others are Chicago Bulls,yes
Shaquille O'Neal,Hakeem Olajuwon,Tim Duncan,David Robinson,Tim Duncan,The others are centers,no
Gary Payton,John Stockton,Jason Kidd,Reggie Miller,Reggie Miller,The others are point guards,yes
Patrick Ewing,Alonzo Mourning,Dikembe Mutombo,Charles Barkley,Charles Barkley,The others are centers,no
Clyde Drexler,Mitch Richmond,Reggie Miller,Chris Mullin,Chris Mullin,The others are shooting guards,no
Grant Hill,Scottie Pippen,Shawn Kemp,Karl Malone,Scottie Pippen,The others are power forwards,no
Penny Hardaway,John Stockton,Gary Payton,Kevin Johnson,Penny Hardaway,The others are point guards,no
David Robinson,Patrick Ewing,Shaquille O'Neal,Karl Malone,Karl Malone,The others are centers,no
Steve Smith,Reggie Miller,Glen Rice,Alonzo Mourning,Alonzo Mourning,The others are shooting guards,no
Dikembe Mutombo,Hakeem Olajuwon,David Robinson,Tim Hardaway,Tim Hardaway,The others are centers,no
Dominique Wilkins,Clyde Drexler,Chris Mullin,Scottie Pippen,Scottie Pippen,The others are shooting guards,no
Shawn Kemp,Karl Malone,Charles Barkley,Patrick Ewing,Patrick Ewing,The others are power forwards,no
Tim Hardaway,John Stockton,Gary Payton,Mitch Richmond,Mitch Richmond,The others are point guards,yes
Reggie Miller,Mitch Richmond,Joe Dumars,Patrick Ewing,Patrick Ewing,The others are shooting guards,no
Kevin Johnson,Tim Hardaway,Mark Price,David Robinson,David Robinson,The others are point guards,no
Glen Rice,Reggie Miller,Mitch Richmond,Karl Malone,Karl Malone,The others are shooting guards,no
Chris Webber,Shawn Kemp,Karl Malone,Dikembe Mutombo,Dikembe Mutombo,The others are power forwards,no
Scottie Pippen,Clyde Drexler,Reggie Miller,Hakeem Olajuwon,Hakeem Olajuwon,The others are shooting guards,no
Alonzo Mourning,Hakeem Olajuwon,Patrick Ewing,Charles Barkley,Charles Barkley,The others are centers,yes
Gary Payton,John Stockton,Jason Kidd,Chris Mullin,Chris Mullin,The others are point guards,no
Tim Duncan,Karl Malone,Charles Barkley,David Robinson,David Robinson,The others are power forwards,no
Clyde Drexler,Reggie Miller,Mitch Richmond,Patrick Ewing,Patrick Ewing,The others are shooting guards,no
John Stockton,Gary Payton,Tim Hardaway,Shaquille O'Neal,Shaquille O'Neal,The others are point guards,yes
Chris Mullin,Reggie Miller,Clyde Drexler,Dikembe Mutombo,Dikembe Mutombo,The others are shooting guards,no
Karl Malone,Charles Barkley,Shawn Kemp,Hakeem Olajuwon,Hakeem Olajuwon,The others are power forwards,no
Shaquille O'Neal,David Robinson,Hakeem Olajuwon,Scottie Pippen,Scottie Pippen,The others are centers,no
Mark Price,John Stockton,Gary Payton,Clyde Drexler,Clyde Drexler,The others are point guards,no
Chris Webber,Shawn Kemp,Karl Malone,Patrick Ewing,Patrick Ewing,The others are power forwards,no
Mitch Richmond,Reggie Miller,Joe Dumars,Tim Duncan,Tim Duncan,The others are shooting guards,no
Hakeem Olajuwon,David Robinson,Dikembe Mutombo,Tim Hardaway,Tim Hardaway,The others are centers,no
Kobe Bryant,Tim Duncan,Kevin Garnett,Dirk Nowitzki,Dirk Nowitzki,The others are MVP winners,no
Shaquille O'Neal,Yao Ming,Dwight Howard,Ben Wallace,Dwight Howard,The others are Hall of Famers,no
Steve Nash,Jason Kidd,Tony Parker,Chris Paul,Chris Paul,The others are retired,no
Allen Iverson,Paul Pierce,Ray Allen,Tracy McGrady,Paul Pierce,The others are Hall of Famers,no
Vince Carter,Richard Jefferson,Shawn Marion,Grant Hill,Richard Jefferson,The others are All-Stars,no
Manu Ginobili,Pau Gasol,Carmelo Anthony,Chris Bosh,Carmelo Anthony,The others are NBA champions,yes
Chauncey Billups,Rasheed Wallace,Rip Hamilton,Amare Stoudemire,Amare Stoudemire,The others are Detroit Pistons,yes
Dwyane Wade,LeBron James,Chris Bosh,Kevin Durant,Kevin Durant,The others are Miami Heat players,no
Tracy McGrady,Vince Carter,Paul Pierce,Jason Terry,Jason Terry,The others are All-Stars,no
Kevin Garnett,Paul Pierce,Ray Allen,Ben Wallace,Ben Wallace,The others are Boston Celtics,no
Tim Duncan,Tony Parker,Manu Ginobili,Kevin Garnett,Kevin Garnett,The others are San Antonio Spurs,no
Dirk Nowitzki,Steve Nash,Vince Carter,Chris Paul,Chris Paul,The others are former teammates,no
Shaquille O'Neal,Kobe Bryant,Pau Gasol,Tim Duncan,Tim Duncan,The others are Lakers players,yes
Ray Allen,Rashard Lewis,Rajon Rondo,Kevin Garnett,Rajon Rondo,The others are Hall of Famers,no
Paul Pierce,Ray Allen,Rajon Rondo,Kevin Garnett,Rajon Rondo,The others are retired,no
Dirk Nowitzki,Jason Terry,Shawn Marion,Chris Bosh,Chris Bosh,The others are Mavericks players,no
Chris Webber,Peja Stojakovic,Vlade Divac,Tim Duncan,Tim Duncan,The others are Sacramento Kings,yes
Steve Nash,Amar'e Stoudemire,Shawn Marion,Chauncey Billups,Chauncey Billups,The others are Phoenix Suns,no
Yao Ming,Tracy McGrady,Shane Battier,Dwight Howard,Dwight Howard,The others are Houston Rockets,no
Kevin Garnett,Paul Pierce,Ray Allen,Tony Parker,Tony Parker,The others are Boston Celtics,yes
Dirk Nowitzki,Steve Nash,Michael Finley,Tim Duncan,Tim Duncan,The others are Mavericks players,no
LeBron James,Dwyane Wade,Chris Bosh,Kevin Garnett,Kevin Garnett,The others are Miami Heat players,no
Jason Kidd,Kenyon Martin,Richard Jefferson,Vince Carter,Vince Carter,The others are New Jersey Nets,no
Pau Gasol,Kobe Bryant,Lamar Odom,Tim Duncan,Tim Duncan,The others are Lakers players,no
Jason Kidd,Vince Carter,Richard Jefferson,Dirk Nowitzki,Dirk Nowitzki,The others are New Jersey Nets,no
Chris Paul,David West,Tyson Chandler,Tim Duncan,Tim Duncan,The others are New Orleans Hornets,no
Kevin Garnett,Paul Pierce,Ray Allen,Chris Bosh,Chris Bosh,The others are Boston Celtics,yes
Kobe Bryant,Tim Duncan,Kevin Garnett,Steve Nash,Steve Nash,The others are NBA MVP winners,no
Shaquille O'Neal,LeBron James,Dirk Nowitzki,Tracy McGrady,Tracy McGrady,The others are NBA champions,no
Paul Pierce,Ray Allen,Tony Parker,Vince Carter,Vince Carter,The others are NBA champions,no
Allen Iverson,Dwyane Wade,Chris Bosh,Carmelo Anthony,Carmelo Anthony,The others are NBA champions,no
Jason Kidd,Steve Nash,Chauncey Billups,Rajon Rondo,Rajon Rondo,The others are NBA All-Stars,no
Pau Gasol,Yao Ming,Dirk Nowitzki,Chris Webber,Chris Webber,The others are international players,no
Ben Wallace,Dwight Howard,Alonzo Mourning,Jermaine O'Neal,Jermaine O'Neal,The others are Defensive Player of the Year winners,no
Gilbert Arenas,Tracy McGrady,Vince Carter,Baron Davis,Baron Davis,The others are NBA All-Stars,no
Shawn Marion,Richard Hamilton,Rasheed Wallace,Ron Artest,Ron Artest,The others are NBA champions,no
Manu Ginobili,Tony Parker,Tim Duncan,Amar'e Stoudemire,Amar'e Stoudemire,The others are San Antonio Spurs players,yes
Dirk Nowitzki,Steve Nash,Manu Ginobili,Pau Gasol,Pau Gasol,The others are NBA MVP winners,no
Chris Paul,Deron Williams,Rajon Rondo,Ray Allen,Ray Allen,The others are point guards,yes
Kevin Garnett,Tim Duncan,Chris Bosh,Jason Terry,Jason Terry,The others are power forwards,yes
Shawn Marion,Peja Stojakovic,Hedo Turkoglu,Vince Carter,Vince Carter,The others are international players,no
Chris Webber,Rasheed Wallace,Ben Wallace,Yao Ming,Yao Ming,The others are forwards,no
Andre Iguodala,LeBron James,Paul Pierce,Gilbert Arenas,Gilbert Arenas,The others are NBA champions,no
Michael Finley,Jerry Stackhouse,Vince Carter,Zach Randolph,Zach Randolph,The others are shooting guards,no
Jason Terry,Manu Ginobili,Ray Allen,Chris Bosh,Chris Bosh,The others are shooting guards,no
Tony Parker,Manu Ginobili,Tim Duncan,Steve Nash,Steve Nash,The others are San Antonio Spurs players,no
Tracy McGrady,Vince Carter,Paul Pierce,Chauncey Billups,Chauncey Billups,The others are small forwards,no
Shawn Marion,Dirk Nowitzki,Steve Nash,Jermaine O'Neal,Jermaine O'Neal,The others are Phoenix Suns players,no
Kobe Bryant,Allen Iverson,Dwyane Wade,Chris Paul,Chris Paul,The others are shooting guards,yes
Pau Gasol,Marc Gasol,Yao Ming,Shawn Marion,Shawn Marion,The others are international players,no
Ben Wallace,Rasheed Wallace,Chauncey Billups,Chris Paul,Chris Paul,The others are Detroit Pistons players,yes
Vince Carter,Tracy McGrady,Paul Pierce,Ray Allen,Ray Allen,The others are not related,no
Kevin Garnett,Tim Duncan,Dirk Nowitzki,Paul Pierce,Paul Pierce,The others are power forwards,no
Chris Bosh,LeBron James,Dwyane Wade,Allen Iverson,Allen Iverson,The others are Miami Heat players,no
Steve Nash,Jason Kidd,Deron Williams,Tim Duncan,Tim Duncan,The others are point guards,yes
Dirk Nowitzki,Pau Gasol,Yao Ming,Chris Bosh,Chris Bosh,The others are international players,no
Kobe Bryant,LeBron James,Dwyane Wade,Steve Nash,Steve Nash,The others are shooting guards,no
Kobe Bryant,Tim Duncan,Kevin Garnett,Allen Iverson,Allen Iverson,The others are NBA champions,yes
Shaquille O'Neal,Dirk Nowitzki,Paul Pierce,Tracy McGrady,Tracy McGrady,The others are NBA Finals MVPs,no
Steve Nash,Jason Kidd,Chris Paul,Tony Parker,Chris Paul,The others are NBA champions,no
Vince Carter,Ray Allen,Reggie Miller,Carmelo Anthony,Carmelo Anthony,The others are known for 3-point shooting,no
Yao Ming,Pau Gasol,Manu Ginobili,Dwight Howard,Dwight Howard,The others are international players,yes
LeBron James,Dwyane Wade,Chris Bosh,Kevin Durant,Kevin Durant,The others are Miami Heat players,no
Ben Wallace,Rasheed Wallace,Chauncey Billups,Kevin Garnett,Kevin Garnett,The others are Detroit Pistons players,yes
Paul Pierce,Rajon Rondo,Kevin Garnett,Dwight Howard,Dwight Howard,The others are Boston Celtics players,yes
Tony Parker,Manu Ginobili,Tim Duncan,Kevin Durant,Kevin Durant,The others are San Antonio Spurs players,yes
Derrick Rose,Tracy McGrady,Grant Hill,Dirk Nowitzki,Dirk Nowitzki,The others are known for injuries,no
Richard Hamilton,Chauncey Billups,Tayshaun Prince,Ray Allen,Ray Allen,The others are Detroit Pistons players,yes
Gilbert Arenas,Baron Davis,Steve Francis,Allen Iverson,Allen Iverson,The others are point guards,no
Chris Webber,Peja Stojakovic,Mike Bibby,Vince Carter,Vince Carter,The others are Sacramento Kings players,no
Shawn Marion,Amar'e Stoudemire,Steve Nash,Carmelo Anthony,Carmelo Anthony,The others are Phoenix Suns players,no
Jason Kidd,Vince Carter,Richard Jefferson,Ray Allen,Ray Allen,The others are New Jersey Nets players,no
Michael Redd,Ray Allen,Rashard Lewis,Carmelo Anthony,Carmelo Anthony,The others are known for 3-point shooting,yes
Lamar Odom,Pau Gasol,Andrew Bynum,Dirk Nowitzki,Dirk Nowitzki,The others are Los Angeles Lakers players,no
Brandon Roy,Greg Oden,LaMarcus Aldridge,Kevin Garnett,Kevin Garnett,The others are Portland Trail Blazers players,yes
Joe Johnson,Josh Smith,Al Horford,Chris Paul,Chris Paul,The others are Atlanta Hawks players,no
Tracy McGrady,Grant Hill,Yao Ming,Tim Duncan,Tim Duncan,The others are known for injuries,no
Zydrunas Ilgauskas,Anderson Varejao,LeBron James,Kevin Garnett,Kevin Garnett,The others are Cleveland Cavaliers players,no
Richard Jefferson,Tim Duncan,Manu Ginobili,Chris Bosh,Chris Bosh,The others are San Antonio Spurs players,no
Andre Iguodala,Allen Iverson,Chris Webber,Jason Kidd,Jason Kidd,The others are Philadelphia 76ers players,no
Shawn Marion,Steve Nash,Amar'e Stoudemire,Ray Allen,Ray Allen,The others are Phoenix Suns players,no
Paul Pierce,Ray Allen,Rajon Rondo,Dirk Nowitzki,Dirk Nowitzki,The others are Boston Celtics players,yes
Richard Hamilton,Chauncey Billups,Ben Wallace,Kevin Garnett,Kevin Garnett,The others are Detroit Pistons players,no
Tracy McGrady,Yao Ming,Shane Battier,Ray Allen,Ray Allen,The others are Houston Rockets players,no
Chris Paul,David West,Tyson Chandler,Ray Allen,Ray Allen,The others are New Orleans Hornets players,no
Dirk Nowitzki,Steve Nash,Michael Finley,Ray Allen,Ray Allen,The others are Dallas Mavericks players,no
Chris Bosh,LeBron James,Dwyane Wade,Tim Duncan,Tim Duncan,The others are Miami Heat players,no
Kobe Bryant,Tim Duncan,Kevin Garnett,Dirk Nowitzki,Dirk Nowitzki,The others are MVP winners,no
Allen Iverson,Tracy McGrady,Vince Carter,Paul Pierce,Paul Pierce,The others are scoring champions,no
Shaquille O'Neal,Yao Ming,Dwight Howard,Chris Bosh,Chris Bosh,The others are centers,yes
Steve Nash,Jason Kidd,Tony Parker,Ray Allen,Ray Allen,The others are point guards,yes
LeBron James,Dwyane Wade,Carmelo Anthony,Chris Paul,Chris Paul,The others are 2003 draftees,yes
Pau Gasol,Dirk Nowitzki,Manu Ginobili,Tony Parker,Pau Gasol,The others are Spurs players,no
Kevin Durant,Russell Westbrook,James Harden,Derrick Rose,Derrick Rose,The others are Thunder players,no
Chauncey Billups,Rip Hamilton,Tayshaun Prince,Ben Wallace,Ben Wallace,The others are guards,no
Paul Pierce,Ray Allen,Kevin Garnett,Rajon Rondo,Rajon Rondo,The others are Celtics Big Three,no
Gilbert Arenas,Michael Redd,Joe Johnson,Richard Hamilton,Joe Johnson,The others are 2000s All-Stars,no
Chris Webber,Peja Stojakovic,Mike Bibby,Rasheed Wallace,Rasheed Wallace,The others are Kings players,no
Shawn Marion,Amar'e Stoudemire,Steve Nash,Dirk Nowitzki,Dirk Nowitzki,The others are Suns players,no
Richard Jefferson,Jason Kidd,Kenyon Martin,Vince Carter,Vince Carter,The others are Nets players,no
Rashard Lewis,Hedo Turkoglu,Dwight Howard,Jameer Nelson,Rashard Lewis,The others are Magic players,no
Zach Randolph,Marc Gasol,Mike Conley,Rudy Gay,Rudy Gay,The others are Grizzlies players,yes
Andre Iguodala,Allen Iverson,Samuel Dalembert,Chris Webber,Chris Webber,The others are 76ers players,no
Metta World Peace,Derek Fisher,Pau Gasol,Lamar Odom,Metta World Peace,The others are Lakers champions,no
Ray Allen,Rashard Lewis,Luke Ridnour,Gary Payton,Gary Payton,The others are 2000s Sonics,no
Tim Duncan,David Robinson,Manu Ginobili,Tony Parker,David Robinson,The others are 2000s Spurs,no
Ron Artest,Jermaine O'Neal,Reggie Miller,Stephen Jackson,Reggie Miller,The others are 2000s Pacers,no
Dwyane Wade,Chris Bosh,LeBron James,Udonis Haslem,Udonis Haslem,The others are All-Stars,no
Baron Davis,Stephen Jackson,Jason Richardson,Chris Paul,Chris Paul,The others are Warriors players,no
Chris Webber,Vlade Divac,Doug Christie,Mike Bibby,Chris Webber,The others are guards,no
Tracy McGrady,Yao Ming,Shane Battier,Steve Francis,Shane Battier,The others are Rockets scorers,no
Vince Carter,Tracy McGrady,Chris Bosh,DeMar DeRozan,DeMar DeRozan,The others are 2000s Raptors,no
Kevin Garnett,Paul Pierce,Ray Allen,Al Jefferson,Al Jefferson,The others are Celtics Big Three,yes
Elton Brand,Corey Maggette,Chris Kaman,Blake Griffin,Blake Griffin,The others are 2000s Clippers,yes
Michael Finley,Dirk Nowitzki,Steve Nash,Jason Terry,Jason Terry,The others are 2000s Mavericks,no
Andre Miller,Marcus Camby,Carmelo Anthony,Allen Iverson,Andre Miller,The others are Nuggets stars,no
Gilbert Arenas,Antawn Jamison,Caron Butler,John Wall,John Wall,The others are 2000s Wizards,no
Kobe Bryant,Tim Duncan,Kevin Garnett,Tracy McGrady,Tracy McGrady,The others are MVP winners,no
Shaquille O'Neal,Dirk Nowitzki,Steve Nash,Chris Webber,Chris Webber,The others are MVP winners,no
LeBron James,Dwyane Wade,Paul Pierce,Carmelo Anthony,Paul Pierce,The others are Finals MVPs,no
Allen Iverson,Vince Carter,Ray Allen,Tony Parker,Tony Parker,The others are 2000 All-Stars,no
Jason Kidd,Gary Payton,Chauncey Billups,Michael Finley,Michael Finley,The others are point guards,no
Chris Bosh,Amar'e Stoudemire,Pau Gasol,Yao Ming,Yao Ming,The others are power forwards,no
Ben Wallace,Ron Artest,Bruce Bowen,Shawn Marion,Shawn Marion,The others are Defensive POY,no
Gilbert Arenas,Stephon Marbury,Baron Davis,Richard Hamilton,Richard Hamilton,The others are point guards,yes
Rashard Lewis,Peja Stojaković,Hedo Türkoğlu,Manu Ginóbili,Manu Ginóbili,The others are forwards,no
Jermaine O'Neal,Elton Brand,Zach Randolph,Richard Jefferson,Richard Jefferson,The others are power forwards,no
Rajon Rondo,Deron Williams,Derrick Rose,Mike Bibby,Mike Bibby,The others are 2010 All-Stars,yes
Metta World Peace,Stephen Jackson,Tayshaun Prince,Paul Pierce,Paul Pierce,The others are known for defense,no
Andre Iguodala,Luol Deng,Rudy Gay,Joe Johnson,Joe Johnson,The others are small forwards,no
Carlos Boozer,David West,LaMarcus Aldridge,Kevin Love,Kevin Love,The others are power forwards,no
Tyson Chandler,Marcus Camby,Joakim Noah,Andrew Bynum,Andrew Bynum,The others are Defensive POY,no
Brandon Roy,Monta Ellis,Jamal Crawford,Joe Johnson,Joe Johnson,The others are shooting guards,no
Kevin Durant,Paul George,Danny Granger,Blake Griffin,Blake Griffin,The others are small forwards,no
DeMar DeRozan,Eric Gordon,Klay Thompson,Kyle Lowry,Kyle Lowry,The others are shooting guards,no
J.R. Smith,Jason Richardson,Gerald Green,Rajon Rondo,Rajon Rondo,The others are dunk contest winners,no
Al Horford,Joakim Noah,Serge Ibaka,Tyson Chandler,Tyson Chandler,The others are power forwards,no
Rudy Gobert,DeAndre Jordan,Dwight Howard,Marc Gasol,Marc Gasol,The others are Defensive POY,no
Chris Paul,Russell Westbrook,Derrick Rose,Tony Parker,Tony Parker,The others are MVP winners,no
Kemba Walker,John Wall,Kyrie Irving,Damian Lillard,Damian Lillard,The others are 2018 All-Stars,no
Jimmy Butler,Kawhi Leonard,Paul George,Gordon Hayward,Gordon Hayward,The others are small forwards,no
Draymond Green,Serge Ibaka,Kevin Love,DeMarcus Cousins,DeMarcus Cousins,The others are power forwards,no
James Harden,Stephen Curry,Klay Thompson,Kyrie Irving,Kyrie Irving,The others are Warriors players,no
DeMar DeRozan,Jimmy Butler,Andrew Wiggins,Kyle Lowry,Kyle Lowry,The others are shooting guards,no
Giannis Antetokounmpo,Anthony Davis,Karl-Anthony Towns,Nikola Jokic,Nikola Jokic,The others are power forwards,no
Bradley Beal,Devin Booker,Zach LaVine,Donovan Mitchell,Donovan Mitchell,The others are shooting guards,no
Luka Dončić,Trae Young,Jayson Tatum,Ben Simmons,Ben Simmons,The others are 2019 All-Stars,no
LeBron James,Kevin Durant,Stephen Curry,Dirk Nowitzki,Dirk Nowitzki,The others are MVP winners,no
Chris Paul,James Harden,Russell Westbrook,Damian Lillard,Chris Paul,The others are scoring champions,no
Dwyane Wade,Klay Thompson,Jimmy Butler,Paul George,Klay Thompson,The others are primary scorers,no
DeMar DeRozan,Kawhi Leonard,Giannis Antetokounmpo,Blake Griffin,Blake Griffin,The others are defensive specialists,no
Kyrie Irving,John Wall,Derrick Rose,Rajon Rondo,Rajon Rondo,The others are top draft picks,no
Anthony Davis,Karl-Anthony Towns,Rudy Gobert,DeAndre Jordan,Karl-Anthony Towns,The others are defensive players,no
Carmelo Anthony,Paul Pierce,Kevin Garnett,Tim Duncan,Carmelo Anthony,The others are NBA champions,no
Chris Bosh,Kevin Love,LaMarcus Aldridge,Zach Randolph,Zach Randolph,The others are All-Stars,no
Tony Parker,Manu Ginobili,Rajon Rondo,Chris Paul,Chris Paul,The others are Spurs players,no
Dwight Howard,Marc Gasol,Al Horford,Joakim Noah,Dwight Howard,The others are less dominant centers,no
Andre Iguodala,Draymond Green,Klay Thompson,Kevin Love,Kevin Love,The others are Warriors players,no
Mike Conley,Kyle Lowry,Jrue Holiday,Eric Bledsoe,Eric Bledsoe,The others are elite defenders,no
Gordon Hayward,Paul George,Kawhi Leonard,Jimmy Butler,Gordon Hayward,The others are two-way players,yes
Blake Griffin,Kevin Love,LaMarcus Aldridge,DeMarcus Cousins,DeMarcus Cousins,The others are power forwards,no
Kyle Korver,JJ Redick,Danny Green,Klay Thompson,Klay Thompson,The others are primarily shooters,no
Serge Ibaka,Draymond Green,Rudy Gobert,DeMarcus Cousins,DeMarcus Cousins,The others are defensive players,no
Nikola Jokic,Joel Embiid,Karl-Anthony Towns,DeAndre Jordan,DeAndre Jordan,The others are versatile centers,no
Brandon Roy,Derrick Rose,John Wall,Damian Lillard,Brandon Roy,The others are active players,no
Jayson Tatum,Jaylen Brown,Marcus Smart,Ben Simmons,Ben Simmons,The others are Celtics players,yes
Monta Ellis,Jamal Crawford,Lou Williams,Eric Gordon,Eric Gordon,The others are Sixth Man of the Year winners,no
Khris Middleton,Bradley Beal,Devin Booker,CJ McCollum,Khris Middleton,The others are primary scorers,no
Victor Oladipo,Jimmy Butler,Paul George,Kawhi Leonard,Victor Oladipo,The others are elite defenders,no
Hassan Whiteside,Rudy Gobert,DeAndre Jordan,Andre Drummond,Andre Drummond,The others are shot blockers,no
Goran Dragic,Kyle Lowry,Mike Conley,Kemba Walker,Kemba Walker,The others are pass-first point guards,no
Pascal Siakam,Draymond Green,Al Horford,Blake Griffin,Blake Griffin,The others are versatile forwards,no
