obj_1,obj_2,obj_3,obj_4,odd,reason_for_similarity,valid
Jerry Koosman,Tom Seaver,Reggie Jackson,Jon Matlack,Reggie Jackson,The others are New York Mets,
Lou Brock,Fergie Jenkins,Ron Santo,Billy Williams,Lou Brock,The others are Chicago Cubs,
Ron Cey,Ozzie Smith,Dave Winfield,Tony Gwynn,Ron Cey,The others are San Diego Padres,
Pete Rose,Johnny Bench,Joe Morgan,Rod Carew,Rod Carew,The others are Cincinnati Reds,
Steve Garvey,Reggie Jackson,Thurman Munson,Bobby Murcer,Steve Garvey,The others are New York Yankees,
Harmon Killebrew,Bob Gibson,Tony Oliva,Rod Carew,Bob Gibson,The others are Minnesota Twins,
Vida Blue,Reggie Jackson,Catfish Hunter,Joe Morgan,Joe Morgan,The others are pitchers,
Rod Carew,Davey Lopes,Ron Cey,Steve Garvey,Rod Carew,The others are Los Angeles Dodgers,
Reggie Jackson,Tom Seaver,Bob Gibson,Steve Carlton,Reggie Jackson,The others are pitchers,
Joe Morgan,Johnny Bench,Pete Rose,Rod Carew,Rod Carew,The others are Cincinnati Reds,
Ozzie Smith,Bobby Murcer,Tony Gwynn,Dave Winfield,Bobby Murcer,The others are San Diego Padres,
Reggie Jackson,Joe Rudi,Catfish Hunter,Vida Blue,Joe Rudi,The others are Oakland Athletics,
Bob Gibson,Harmon Killebrew,Tony Oliva,Rod Carew,Bob Gibson,The others are Minnesota Twins,
Steve Garvey,Bobby Murcer,Thurman Munson,Reggie Jackson,Steve Garvey,The others are New York Yankees,
Ron Cey,Rod Carew,Steve Garvey,Davey Lopes,Rod Carew,The others are Los Angeles Dodgers,
Reggie Jackson,Jon Matlack,Jerry Koosman,Tom Seaver,Reggie Jackson,The others are New York Mets,
Rod Carew,Reggie Jackson,Steve Carlton,Joe Morgan,Steve Carlton,The others are position players.,
Bob Gibson,Steve Carlton,Tom Seaver,Carl Yastrzemski,Carl Yastrzemski,The others are pitchers.,
Bert Campaneris,Joe Morgan,Vida Blue,Lou Brock,Bert Campaneris,The others are base stealers.,
Hank Aaron,Willie Stargell,Bill Madlock,Reggie Jackson,Bill Madlock,The others are outfielders.,
Tony Perez,Pete Rose,Gaylord Perry,Joe Morgan,Gaylord Perry,The others are Reds players.,
Joe Morgan,Lou Brock,Steve Garvey,Don Sutton,Don Sutton,The others are MVPs.,
Bob Gibson,Tom Seaver,Steve Carlton,Reggie Jackson,Reggie Jackson,The others are Cy Young winners.,
Carl Yastrzemski,Frank Robinson,Catfish Hunter,Harmon Killebrew,Catfish Hunter,The others are 400-home run hitters.,
Billy Martin,Earl Weaver,Sparky Anderson,Pete Rose,Pete Rose,The others are managers.,
Maury Wills,Joe Torre,Bert Campaneris,Lou Brock,Joe Torre,The others are base stealers.,
Reggie Jackson,Rod Carew,Steve Garvey,Joe Morgan,Joe Morgan,The others are AL players.,
Tom Terrific,Reggie Jackson,Willie Stargell,Hank Aaron,Reggie Jackson,The others are sluggers.,
Reggie Jackson,Steve Carlton,Bob Gibson,Tom Seaver,Reggie Jackson,The others are Phillies players.,
Bill Lee,Joe Morgan,Rod Carew,Lou Brock,Bill Lee,The others are speedsters.,
Vida Blue,Tony Perez,Pete Rose,Joe Morgan,Vida Blue,The others are Reds players.,
Lou Brock,Joe Morgan,Steve Garvey,Ron Bryant,Ron Bryant,The others are National Leaguers.,
Frank Robinson,Carl Yastrzemski,Lou Brock,Harmon Killebrew,Lou Brock,The others are 3000-hit club members.,
Sparky Anderson,Billy Martin,Earl Weaver,Vida Blue,Vida Blue,The others are managers.,
Lou Brock,Bert Campaneris,Maury Wills,Luis Tiant,Luis Tiant,The others are base stealers.,
Steve Carlton,Joe Morgan,Reggie Jackson,Rod Carew,Joe Morgan,The others are AL MVPs.,
Joe Torre,Reggie Jackson,Willie Stargell,Hank Aaron,Joe Torre,The others are sluggers.,
Bob Gibson,Steve Carlton,Rod Carew,Tom Seaver,Rod Carew,The others are Hall of Famers.,
Rod Carew,Lou Brock,Joe Morgan,Nolan Ryan,Nolan Ryan,The others are MVPs.,
Joe Morgan,Pete Rose,Steve Garvey,Tony Perez,Steve Garvey,The others are Reds players.,
Steve Garvey,Lou Brock,Catfish Hunter,Joe Morgan,Catfish Hunter,The others are National Leaguers.,
Carl Yastrzemski,Frank Robinson,Luis Tiant,Harmon Killebrew,Luis Tiant,The others are 400-home run hitters.,
Earl Weaver,Billy Martin,Sparky Anderson,Reggie Jackson,Reggie Jackson,The others are managers.,
Lou Brock,Maury Wills,Bert Campaneris,Steve Carlton,Steve Carlton,The others are base stealers.,
Gaylord Perry,Joe Morgan,Rod Carew,Reggie Jackson,Joe Morgan,The others are Cy Young winners.,
Willie Stargell,Reggie Jackson,Hank Aaron,Vida Blue,Vida Blue,The others are sluggers.,
Tom Seaver,Joe Torre,Bob Gibson,Steve Carlton,Joe Torre,The others are Phillies players.,
Joe Morgan,Nolan Ryan,Rod Carew,Lou Brock,Nolan Ryan,The others are speedsters.,
Pete Rose,Joe Morgan,Ron Bryant,Tony Perez,Ron Bryant,The others are Reds players.,
Joe Morgan,Steve Garvey,Ron Cey,Vida Blue,Vida Blue,The others are infielders,
Lou Piniella,Reggie Jackson,Thurman Munson,Catfish Hunter,Catfish Hunter,The others played for the New York Yankees,
Steve Carlton,Tom Seaver,Bert Blyleven,Gaylord Perry,Steve Carlton,The others are Hall of Famers with 300 wins,
Bob Gibson,Bobby Murcer,Lou Brock,Joe Torre,Bob Gibson,The others played for the St. Louis Cardinals,
Ted Simmons,Steve Carlton,Carl Yastrzemski,Pete Rose,Steve Carlton,The others were RBI leaders,
Tony Perez,Rod Carew,Tom Seaver,Joe Morgan,Tom Seaver,The others were NL MVPs,
Reggie Jackson,Harmon Killebrew,Frank Robinson,Vida Blue,Vida Blue,The others are Hall of Famers with 500 HRs,
Lou Brock,Roberto Clemente,Joe Morgan,Steve Blass,Steve Blass,The others were stolen base leaders,
Catfish Hunter,Reggie Jackson,Willie Stargell,Bobby Murcer,Catfish Hunter,The others were AL MVPs,
Goose Gossage,Dave Winfield,Ron Cey,Steve Garvey,Goose Gossage,The others played for the San Diego Padres,
Tony Perez,Don Sutton,Joe Torre,Steve Garvey,Don Sutton,The others were NL batting champions,
Lou Brock,Rod Carew,Bert Blyleven,Steve Carlton,Steve Carlton,The others were AL batting champions,
Thurman Munson,Reggie Jackson,Lou Piniella,Sparky Lyle,Sparky Lyle,The others played for the New York Yankees,
Joe Torre,Lou Brock,Tom Seaver,Bobby Murcer,Tom Seaver,The others played for the St. Louis Cardinals,
Bert Blyleven,Steve Garvey,Joe Morgan,Rod Carew,Bert Blyleven,The others were AL MVPs,
Frank Robinson,Reggie Jackson,Catfish Hunter,Harmon Killebrew,Catfish Hunter,The others played for the Minnesota Twins,
Bobby Murcer,Thurman Munson,Goose Gossage,Lou Piniella,Goose Gossage,The others played for the New York Yankees,
Ron Cey,Dave Winfield,Steve Garvey,Rollie Fingers,Rollie Fingers,The others played for the San Diego Padres,
Steve Garvey,Joe Torre,Tony Perez,Don Sutton,Don Sutton,The others were NL RBI leaders,
Thurman Munson,Steve Carlton,Lou Piniella,Reggie Jackson,Steve Carlton,The others played for the New York Yankees,
Gaylord Perry,Bert Blyleven,Tom Seaver,Steve Garvey,Steve Garvey,The others are Hall of Famers with 300 wins,
Reggie Jackson,Tony Perez,Joe Morgan,Rod Carew,Reggie Jackson,The others were AL MVPs,
Harmon Killebrew,Frank Robinson,Reggie Jackson,Rollie Fingers,Rollie Fingers,The others played for the Minnesota Twins,
Lou Brock,Tom Seaver,Joe Morgan,Roberto Clemente,Tom Seaver,The others were stolen base leaders,
Reggie Jackson,Bobby Murcer,Willie Stargell,Catfish Hunter,Catfish Hunter,The others were NL MVPs,
Ron Cey,Sparky Lyle,Steve Garvey,Dave Winfield,Sparky Lyle,The others played for the San Diego Padres,
Steve Garvey,Tony Perez,Goose Gossage,Joe Torre,Goose Gossage,The others were NL batting champions,
Bobby Murcer,Lou Piniella,Thurman Munson,Bert Blyleven,Bert Blyleven,The others played for the New York Yankees,
Reggie Jackson,Thurman Munson,Don Sutton,Lou Piniella,Don Sutton,The others played for the New York Yankees,
Rod Carew,Steve Carlton,Joe Morgan,Tony Perez,Steve Carlton,The others were AL MVPs,
Rollie Fingers,Harmon Killebrew,Frank Robinson,Reggie Jackson,Rollie Fingers,The others played for the Minnesota Twins,
Sparky Lyle,Roberto Clemente,Lou Brock,Joe Morgan,Sparky Lyle,The others were stolen base leaders,
Bobby Murcer,Willie Stargell,Tom Seaver,Reggie Jackson,Tom Seaver,The others were NL MVPs,
Joe Morgan,Rod Carew,Tom Seaver,Reggie Jackson,Tom Seaver,The others are MVPs,
Lou Brock,Steve Carlton,Tom Seaver,Bob Gibson,Lou Brock,The others are pitchers,
Thurman Munson,Hank Aaron,Willie Stargell,Carl Yastrzemski,Thurman Munson,The others are outfielders,
Lou Brock,Joe Morgan,Steve Garvey,Rod Carew,Steve Garvey,The others are switch-hitters,
Reggie Jackson,Tom Seaver,Steve Carlton,Gaylord Perry,Reggie Jackson,The others are Cy Young winners,
Lou Brock,Earl Weaver,Joe Morgan,Carl Yastrzemski,Earl Weaver,The others are players,
Willie Stargell,Sparky Anderson,Hank Aaron,Carl Yastrzemski,Sparky Anderson,The others are outfielders,
Joe Morgan,Rod Carew,Billy Martin,Lou Brock,Billy Martin,The others are MVPs,
Catfish Hunter,Thurman Munson,Joe Torre,Carlton Fisk,Catfish Hunter,The others are catchers,
Joe Morgan,Reggie Jackson,Steve Garvey,Don Sutton,Don Sutton,The others are position players,
Carl Yastrzemski,Vida Blue,Hank Aaron,Tony Perez,Vida Blue,The others are sluggers,
Bill Lee,Lou Brock,Rod Carew,Joe Morgan,Bill Lee,The others are MVPs,
Reggie Jackson,Bert Blyleven,Willie Stargell,Hank Aaron,Bert Blyleven,The others are outfielders,
Tom Seaver,Bob Gibson,Steve Carlton,Joe Torre,Joe Torre,The others are pitchers,
Joe Morgan,Lou Brock,Sparky Lyle,Rod Carew,Sparky Lyle,The others are infielders,
Carl Yastrzemski,Tommy Lasorda,Reggie Jackson,Hank Aaron,Tommy Lasorda,The others are players,
Carlton Fisk,Rollie Fingers,Joe Torre,Thurman Munson,Rollie Fingers,The others are catchers,
Steve Carlton,Rod Carew,Joe Morgan,Lou Brock,Steve Carlton,The others are speedsters,
Hank Aaron,Tommy John,Carl Yastrzemski,Willie Stargell,Tommy John,The others are sluggers,
Joe Morgan,Lou Brock,Earl Weaver,Reggie Jackson,Earl Weaver,The others are players,
Bill Lee,Joe Morgan,Steve Garvey,Rod Carew,Bill Lee,The others are MVPs,
Hank Aaron,Carl Yastrzemski,Reggie Jackson,Gaylord Perry,Gaylord Perry,The others are outfielders,
Rod Carew,Sparky Lyle,Lou Brock,Joe Morgan,Sparky Lyle,The others are speedsters,
Carlton Fisk,Joe Torre,Vida Blue,Thurman Munson,Vida Blue,The others are catchers,
Hank Aaron,Rollie Fingers,Willie Stargell,Reggie Jackson,Rollie Fingers,The others are sluggers,
Joe Morgan,Rod Carew,Catfish Hunter,Lou Brock,Catfish Hunter,The others are infielders,
Bob Gibson,Tom Seaver,Steve Carlton,Bert Blyleven,Bert Blyleven,The others are Hall of Famers,
Hank Aaron,Tommy John,Reggie Jackson,Carl Yastrzemski,Tommy John,The others are outfielders,
Lou Brock,Rod Carew,Billy Martin,Joe Morgan,Billy Martin,The others are speedsters,
Willie Stargell,Hank Aaron,Carl Yastrzemski,Sparky Anderson,Sparky Anderson,The others are players,
Joe Morgan,Tommy Lasorda,Reggie Jackson,Lou Brock,Tommy Lasorda,The others are MVPs,
Ron Cey,Davey Lopes,Steve Garvey,Bill Madlock,Madlock,The others played for the Dodgers,
Lou Brock,Rod Carew,Joe Morgan,Bert Blyleven,Blyleven,The others won an MVP award in the 1970s,
Sal Bando,Reggie Jackson,Vida Blue,Joe Rudi,Blue,The others played for the Oakland Athletics,
Rico Petrocelli,Jim Palmer,Carl Yastrzemski,Carlton Fisk,Palmer,The others played for the Boston Red Sox,
Tom Seaver,Bobby Murcer,Joe Morgan,Hank Aaron,Murcer,The others were teammates on the 1974 MLB All-Star team,
Bob Gibson,Lou Brock,Steve Carlton,Johnny Bench,Bench,The others played for the St. Louis Cardinals,
Gaylord Perry,Joe Morgan,Tony Perez,Pete Rose,Perry,The others played for the Cincinnati Reds,
Jon Matlack,Wayne Garrett,Tom Seaver,Bobby Bonds,Bonds,The others played for the New York Mets,
Thurman Munson,Bert Campaneris,Reggie Jackson,Graig Nettles,Campaneris,The others played for the New York Yankees,
Tom Seaver,Steve Carlton,Reggie Smith,Don Sutton,Smith,The others were multiple-time Cy Young winners,
Bobby Murcer,Catfish Hunter,Lou Brock,Joe Morgan,Hunter,The others played for the St. Louis Cardinals,
Joe Rudi,Bert Campaneris,Sal Bando,Steve Garvey,Garvey,The others played for the Oakland Athletics,
Nolan Ryan,Rod Carew,Lou Brock,Joe Morgan,Ryan,The others won a batting title in the 1970s,
Graig Nettles,Thurman Munson,Reggie Jackson,Steve Carlton,Carlton,The others played for the New York Yankees,
Joe Morgan,Steve Garvey,Hank Aaron,Tom Seaver,Garvey,The others played in the 1974 MLB All-Star game,
Joe Morgan,Tony Perez,Bert Blyleven,Pete Rose,Blyleven,The others played for the Cincinnati Reds,
Lou Brock,Thurman Munson,Bob Gibson,Steve Carlton,Munson,The others played for the St. Louis Cardinals,
Ron Cey,Sal Bando,Reggie Jackson,Joe Rudi,Cey,The others played for the Oakland Athletics,
Tom Seaver,Steve Garvey,Wayne Garrett,Jon Matlack,Garvey,The others played for the New York Mets,
Reggie Smith,Tom Seaver,Don Sutton,Steve Carlton,Smith,The others were multiple-time Cy Young winners,
Joe Morgan,Bobby Murcer,Steve Garvey,Lou Brock,Garvey,The others played in the 1974 MLB All-Star game,
Lou Brock,Rod Carew,Joe Morgan,Bert Campaneris,Campaneris,The others won a batting title in the 1970s,
Reggie Jackson,Thurman Munson,Graig Nettles,Steve Carlton,Carlton,The others played for the New York Yankees,
Tom Seaver,Joe Morgan,Hank Aaron,Jon Matlack,Matlack,The others played in the 1974 MLB All-Star game,
Pete Rose,Joe Morgan,Steve Garvey,Tony Perez,Garvey,The others played for the Cincinnati Reds,
Bob Gibson,Lou Brock,Steve Carlton,Joe Rudi,Rudi,The others played for the St. Louis Cardinals,
Reggie Jackson,Sal Bando,Ron Santo,Joe Rudi,Santo,The others played for the Oakland Athletics,
Jon Matlack,Wayne Garrett,Tom Seaver,Reggie Jackson,Jackson,The others played for the New York Mets,
Tom Seaver,Steve Carlton,Lou Brock,Don Sutton,Brock,The others were multiple-time Cy Young winners,
Joe Morgan,Steve Carlton,Bobby Murcer,Lou Brock,Carlton,The others played in the 1974 MLB All-Star game,
Lou Brock,Joe Morgan,Tom Seaver,Rod Carew,Seaver,The others won a batting title in the 1970s,
Graig Nettles,Steve Garvey,Reggie Jackson,Thurman Munson,Garvey,The others played for the New York Yankees,
Tom Seaver,Joe Morgan,Hank Aaron,Ron Cey,Cey,The others played in the 1974 MLB All-Star game,
Steve Carlton,Pete Rose,Tony Perez,Joe Morgan,Carlton,The others played for the Cincinnati Reds,
Steve Carlton,Lou Brock,Gaylord Perry,Tom Seaver,Lou Brock,The others are Hall of Fame pitchers,
Joe Morgan,Steve Garvey,Reggie Jackson,Rod Carew,Steve Garvey,The others are MVPs of the 1970s,
Pete Rose,Johnny Bench,Joe Morgan,Ron Santo,Ron Santo,The others are Reds' stars of the 1970s,
Steve Carlton,Bob Gibson,Lou Piniella,Tom Seaver,Lou Piniella,The others are Cy Young winners,
Joe Torre,Vida Blue,Ron Santo,Tony Pérez,Vida Blue,The others are players who managed in the 1970s,
Billy Martin,Reggie Jackson,Cesar Cedeno,Bert Blyleven,Bert Blyleven,The others were Oakland Athletics players,
Lou Brock,Catfish Hunter,Tony Pérez,Roberto Clemente,Catfish Hunter,The others are OFs of the 1970s,
Bob Gibson,Steve Carlton,Willie McCovey,Tom Seaver,Willie McCovey,The others are pitchers of the 1970s,
Bert Campaneris,Lou Brock,Rod Carew,Joe Morgan,Bert Campaneris,The others are 1970s MVPs,
Joe Morgan,Johnny Bench,Pete Rose,Ron Guidry,Ron Guidry,The others are Cincinnati Reds' stars,
Bill Madlock,Steve Garvey,Lou Brock,Reggie Jackson,Bill Madlock,The others were All-Stars in 1976,
Bobby Murcer,Tom Seaver,Gaylord Perry,Steve Carlton,Bobby Murcer,The others are 300-win pitchers,
Ron Santo,Tony Pérez,Joe Morgan,Thurman Munson,Thurman Munson,The others played in the 1970 World Series,
Roberto Clemente,Tony Pérez,Lou Brock,Steve Blass,Steve Blass,The others were All-Stars in 1972,
Cesar Cedeno,Joe Torre,Larry Bowa,Billy Martin,Larry Bowa,The others managed in the 1970s,
Lou Brock,Tom Lasorda,Reggie Jackson,Steve Garvey,Tom Lasorda,The others were NL players in the 1970s,
Tom Seaver,Bob Gibson,Steve Carlton,Lou Piniella,Lou Piniella,The others won the Cy Young Award,
Johnny Bench,Pete Rose,Joe Morgan,Steve Yeager,Steve Yeager,The others are Cincinnati Reds' stars,
Reggie Jackson,Cesar Cedeno,Bert Campaneris,Billy Martin,Bert Campaneris,The others played for the Athletics in the 1970s,
Tony Pérez,Roberto Clemente,Ron Guidry,Lou Brock,Ron Guidry,The others were position players in the 1970s,
Bobby Bonds,Gaylord Perry,Tom Seaver,Steve Carlton,Bobby Bonds,The others are Hall of Fame pitchers,
Ron Santo,Bill Lee,Joe Torre,Tony Pérez,Bill Lee,The others played in the 1970 World Series,
Joe Morgan,Pete Rose,Thurman Munson,Johnny Bench,Thurman Munson,The others played in the 1972 World Series,
Reggie Jackson,Sparky Lyle,Steve Garvey,Lou Brock,Sparky Lyle,The others were All-Stars in 1977,
Steve Carlton,Bob Gibson,Tom Seaver,Lou Piniella,Lou Piniella,The others are Cy Young winners,
Bert Blyleven,Tony Pérez,Joe Morgan,Ron Santo,Bert Blyleven,The others won MVP awards in the 1970s,
Ron Guidry,Lou Brock,Tony Pérez,Roberto Clemente,Ron Guidry,The others were position players in the 1970s,
Reggie Jackson,Cesar Cedeno,Larry Bowa,Billy Martin,Larry Bowa,The others managed in the 1970s,
Tom Seaver,Gaylord Perry,Steve Carlton,Bobby Murcer,Bobby Murcer,The others are Hall of Fame pitchers,
Steve Yeager,Johnny Bench,Joe Morgan,Pete Rose,Steve Yeager,The others are Cincinnati Reds' stars,
Steve Garvey,Tom Lasorda,Reggie Jackson,Lou Brock,Tom Lasorda,The others were NL players in the 1970s,
Sparky Lyle,Ron Santo,Tony Pérez,Joe Torre,Sparky Lyle,The others played in the 1970 World Series,
Joe Morgan,Steve Garvey,Tony Perez,Vida Blue,Vida Blue,The others are infielders,
Reggie Jackson,Roy White,Catfish Hunter,Thurman Munson,Catfish Hunter,The others are Yankees,
Lou Brock,Bob Gibson,Joe Torre,Ted Simmons,Bob Gibson,The others are Cardinals position players,
Bill Lee,Carl Yastrzemski,Carlton Fisk,Fred Lynn,Bill Lee,The others are Red Sox hitters,
Joe Morgan,Gary Nolan,Johnny Bench,Pete Rose,Gary Nolan,The others are Reds hitters,
Harmon Killebrew,Rod Carew,Tony Oliva,Bert Blyleven,Bert Blyleven,The others are Twins hitters,
Roberto Clemente,Manny Sanguillen,Steve Blass,Willie Stargell,Steve Blass,The others are Pirates hitters,
Jerry Koosman,Jon Matlack,Cleon Jones,Tom Seaver,Jon Matlack,The others are Mets pitchers,
Sal Bando,Reggie Jackson,Joe Rudi,Catfish Hunter,Catfish Hunter,The others are A's hitters,
Bob Gibson,Lou Brock,Bill White,Tim McCarver,Tim McCarver,The others are Cardinals World Series champions,
Pete Rose,Joe Morgan,Johnny Bench,Gary Nolan,Gary Nolan,The others are Reds MVPs,
Carl Yastrzemski,Carlton Fisk,Ted Williams,Bill Lee,Bill Lee,The others are Red Sox legends,
Harmon Killebrew,Tony Oliva,Rod Carew,Frank Viola,Frank Viola,The others are Twins Hall of Famers,
Roberto Clemente,Bob Friend,Manny Sanguillen,Willie Stargell,Bob Friend,The others are Pirates Hall of Famers,
Cleon Jones,Jerry Koosman,Tommy Agee,Tom Seaver,Tommy Agee,The others are Mets World Series champions,
Sparky Lyle,Thurman Munson,Reggie Jackson,Roy White,Sparky Lyle,The others are Yankees World Series champions,
Steve Garvey,Joe Morgan,Tony Perez,Don Sutton,Don Sutton,The others are National League MVPs,
Bill White,Bob Gibson,Curt Flood,Lou Brock,Curt Flood,The others are Cardinals outfielders,
Carl Yastrzemski,Carlton Fisk,Luis Tiant,Ted Williams,Luis Tiant,The others are Red Sox Hall of Famers,
Tony Oliva,Rod Carew,Bert Blyleven,Harmon Killebrew,Bert Blyleven,The others are Twins pitchers,
Manny Sanguillen,Willie Stargell,Roberto Clemente,Dave Parker,Dave Parker,The others are Pirates outfielders,
Tommie Agee,Cleon Jones,Tom Seaver,Jerry Koosman,Tommie Agee,The others are Mets outfielders,
Sal Bando,Reggie Jackson,Rollie Fingers,Joe Rudi,Rollie Fingers,The others are A's hitters,
Lou Brock,Ken Boyer,Bill White,Bob Gibson,Ken Boyer,The others are Cardinals third basemen,
Jim Lonborg,Carl Yastrzemski,Carlton Fisk,Ted Williams,Jim Lonborg,The others are Red Sox World Series champions,
Rod Carew,Harmon Killebrew,Frank Quilici,Tony Oliva,Frank Quilici,The others are Twins infielders,
Willie Stargell,Bill Mazeroski,Manny Sanguillen,Roberto Clemente,Bill Mazeroski,The others are Pirates second basemen,
Cleon Jones,Jerry Koosman,Tom Seaver,Tug McGraw,Tug McGraw,The others are Mets pitchers,
Roy White,Reggie Jackson,Thurman Munson,Ron Blomberg,Ron Blomberg,The others are Yankees outfielders,
Tony Perez,Steve Garvey,Joe Morgan,Cesar Geronimo,Cesar Geronimo,The others are National League All-Stars,
Lou Brock,Bob Gibson,Bill White,Curt Simmons,Curt Simmons,The others are Cardinals pitchers,
Ted Williams,Rico Petrocelli,Carl Yastrzemski,Carlton Fisk,Rico Petrocelli,The others are Red Sox shortstops,
Rod Carew,Camilo Pascual,Harmon Killebrew,Tony Oliva,Camilo Pascual,The others are Twins legends,
Lou Brock,Vida Blue,Rod Carew,Joe Morgan,Vida Blue,The others are contact hitters,
Steve Carlton,Bob Gibson,Tom Seaver,Reggie Jackson,Reggie Jackson,The others are Hall of Fame pitchers,
Carlton Fisk,Ted Simmons,Thurman Munson,Lou Piniella,Lou Piniella,The others are catchers,
Vida Blue,Joe Rudi,Reggie Jackson,Sal Bando,Vida Blue,The others are Oakland Athletics players,
Bert Blyleven,Nolan Ryan,Steve Carlton,Pete Rose,Pete Rose,The others are Hall of Fame pitchers,
Bill Lee,Carl Yastrzemski,Carlton Fisk,Fred Lynn,Bill Lee,The others are Boston Red Sox players,
Johnny Bench,Tony Perez,Joe Morgan,Sparky Anderson,Sparky Anderson,The others are Cincinnati Reds players,
Billy Williams,Fergie Jenkins,Ron Santo,Ken Holtzman,Ken Holtzman,The others are Chicago Cubs players,
Sal Bando,Joe Rudi,Gene Tenace,Reggie Jackson,Gene Tenace,The others are Oakland Athletics outfielders,
Lou Brock,Enos Slaughter,Ozzie Smith,Bob Gibson,Enos Slaughter,The others are St. Louis Cardinals players,
Catfish Hunter,Thurman Munson,Reggie Jackson,Billy Martin,Billy Martin,The others are New York Yankees players,
Bert Blyleven,Rod Carew,Tony Oliva,Harmon Killebrew,Bert Blyleven,The others are Minnesota Twins players,
Bill Mazeroski,Roberto Clemente,Dave Parker,Willie Stargell,Dave Parker,The others are Pittsburgh Pirates players,
Joe Morgan,Pete Rose,Sparky Anderson,Johnny Bench,Sparky Anderson,The others are Cincinnati Reds players,
Lou Brock,Tom Seaver,Bob Gibson,Steve Carlton,Lou Brock,The others are Hall of Fame pitchers,
Ted Simmons,Joe Torre,Bob Forsch,Lou Brock,Bob Forsch,The others are St. Louis Cardinals players,
Johnny Bench,Pete Rose,Joe Morgan,Tony Perez,Johnny Bench,The others are Cincinnati Reds infielders,
Reggie Jackson,Sal Bando,Joe Rudi,Vida Blue,Vida Blue,The others are Oakland Athletics players,
Carl Yastrzemski,Carlton Fisk,Bill Lee,Fred Lynn,Bill Lee,The others are Boston Red Sox players,
Ron Santo,Billy Williams,Fergie Jenkins,Ernie Banks,Ernie Banks,The others are Chicago Cubs players,
Catfish Hunter,Reggie Jackson,Bobby Murcer,Thurman Munson,Bobby Murcer,The others are New York Yankees players,
Lou Brock,Enos Slaughter,Ozzie Smith,Bob Gibson,Enos Slaughter,The others are St. Louis Cardinals players,
Bert Blyleven,Tony Oliva,Rod Carew,Harmon Killebrew,Bert Blyleven,The others are Minnesota Twins players,
Willie Stargell,Roberto Clemente,Bill Mazeroski,Dave Parker,Dave Parker,The others are Pittsburgh Pirates players,
Pete Rose,Tony Perez,Johnny Bench,Joe Morgan,Tony Perez,The others are Cincinnati Reds infielders,
Joe Torre,Tom Seaver,Bob Gibson,Steve Carlton,Joe Torre,The others are Hall of Fame pitchers,
Lou Brock,Joe Torre,Bob Forsch,Ted Simmons,Bob Forsch,The others are St. Louis Cardinals players,
Joe Rudi,Vida Blue,Sal Bando,Reggie Jackson,Vida Blue,The others are Oakland Athletics players,
Bill Lee,Fred Lynn,Carl Yastrzemski,Carlton Fisk,Bill Lee,The others are Boston Red Sox players,
Billy Williams,Ron Santo,Fergie Jenkins,Ernie Banks,Ernie Banks,The others are Chicago Cubs players,
Bobby Murcer,Reggie Jackson,Thurman Munson,Catfish Hunter,Bobby Murcer,The others are New York Yankees players,
Enos Slaughter,Bob Gibson,Lou Brock,Ozzie Smith,Enos Slaughter,The others are St. Louis Cardinals players,
Steve Garvey,Reggie Jackson,Ron Cey,Bill Madlock,Bill Madlock,The others are Dodgers,
Bert Blyleven,Lou Brock,Joe Morgan,Rod Carew,Lou Brock,The others are MVPs,
John Matlack,Catfish Hunter,Tom Seaver,Lou Brock,Lou Brock,The others are pitchers,
Lou Brock,Rod Carew,Tony Perez,Joe Morgan,Rod Carew,The others are Reds,
Bob Gibson,Steve Carlton,Tom Seaver,Lou Whitaker,Lou Whitaker,The others are Hall of Famers,
Carlos May,Rod Carew,Reggie Jackson,Ron Blomberg,Rod Carew,The others are outfielders,
Bert Campaneris,Mark Belanger,Joe Morgan,Rod Carew,Rod Carew,The others are shortstops,
Bill Madlock,Lou Brock,Joe Morgan,Tony Perez,Bill Madlock,The others are Cardinals,
Bert Blyleven,Steve Carlton,Rod Carew,Tom Seaver,Rod Carew,The others are pitchers,
Lou Brock,Steve Carlton,Rod Carew,Bobby Murcer,Steve Carlton,The others are hitters,
Vida Blue,Tony Perez,Joe Morgan,Lou Brock,Vida Blue,The others are Reds,
Ron Blomberg,Reggie Jackson,Carlos May,Bert Blyleven,Bert Blyleven,The others are Yankees,
Rod Carew,Catfish Hunter,Bob Gibson,Tom Seaver,Rod Carew,The others are pitchers,
Lou Brock,Bill Madlock,Joe Morgan,Tony Perez,Bill Madlock,The others are Hall of Famers,
Steve Carlton,Bert Blyleven,Lou Brock,Tom Seaver,Lou Brock,The others are Phillies,
Bobby Murcer,Rod Carew,Joe Morgan,Lou Brock,Joe Morgan,The others are MVPs,
Lou Brock,Carlos May,Reggie Jackson,Ron Blomberg,Lou Brock,The others are outfielders,
Steve Carlton,Bert Campaneris,Mark Belanger,Joe Morgan,Steve Carlton,The others are shortstops,
Lou Brock,Rod Carew,Tony Perez,Joe Morgan,Rod Carew,The others are Cardinals,
Joe Morgan,Steve Carlton,Bert Blyleven,Tom Seaver,Joe Morgan,The others are pitchers,
Lou Brock,Bobby Murcer,Vida Blue,Rod Carew,Vida Blue,The others are hitters,
Lou Brock,Tony Perez,Joe Morgan,Reggie Jackson,Reggie Jackson,The others are Reds,
