"Viking Longship","Viking Knarr","Viking Drakkar","Roman Galley","Roman Galley","The others are Viking sea vessels"
"Viking Skald","Viking Seer","Viking Berserker","Roman Centurion","Roman Centurion","The others are Viking roles"
"Viking Longship","Viking Drakkar","Viking Knarr","Roman Trireme","Roman Trireme","The others are Viking ship designs"
"Viking Berserker","Viking Shield Maiden","Viking Skald","Roman Gladiator","Roman Gladiator","The others are Viking roles"
"Viking Longship","Viking Knarr","Viking Drakkar","Roman Galley","Roman Galley","The others are Viking seafaring vessels"
"Viking Skald","Viking Seer","Viking Berserker","Roman Centurion","Roman Centurion","The others are Viking roles"
"Viking Longship","Viking Drakkar","Viking Knarr","Roman Trireme","Roman Trireme","The others are Viking ship types"
"Viking Berserker","Viking Shield Maiden","Viking Skald","Roman Gladiator","Roman Gladiator","The others are Viking societal roles"
"Viking Longship","Viking Knarr","Viking Drakkar","Roman Galley","Roman Galley","The others are Viking sea vessels"
"Viking Skald","Viking Seer","Viking Berserker","Roman Centurion","Roman Centurion","The others are Viking roles"
"Viking Longship","Viking Drakkar","Viking Knarr","Roman Trireme","Roman Trireme","The others are Viking ship designs"
"Viking Berserker","Viking Shield Maiden","Viking Skald","Roman",,
"Mercury","Venus","Mars","Saturn","Saturn","The others are terrestrial planets"
"Jupiter","Saturn","Neptune","Mars","Mars","The others are gas giants"
"Black Hole","Neutron Star","White Dwarf","Pulsar","Pulsar","The others are stellar remnants"
"Mars Rover","Voyager 1","Apollo 11","Hubble","Hubble","The others are space missions"
"Neil Armstrong","Buzz Aldrin","Michael Collins","Yuri Gagarin","Yuri Gagarin","The others are Apollo 11 astronauts"
"Sirius","Vega","Rigel","Alpha Centauri","Alpha Centauri","The others are single star systems"
"Pluto","Neptune","Uranus","Saturn","Saturn","The others are ice giants"
"Moon","Io","Europa","Titan","Moon","The others are Jupiter's moons"
"Andromeda","Milky Way","Whirlpool","Solar System","Solar System","The others are galaxies"
"Sun","Sirius","Vega","Polaris","Polaris","The others are not pole stars"
"Mars","Venus","Mercury","Jupiter","Jupiter","The others are closer to the Sun"
"Vostok 1","Apollo 11","Soyuz 1","Challenger","Challenger","The others had successful missions"
"Supernova","Black Hole","Neutron Star","Comet","Comet","The others are end stages of stars"
"Hubble","Kepler","Chandra","Mars Rover","Mars Rover","The others are space telescopes"
"Mars","Venus","Earth","Jupiter","Jupiter","The others are in the habitable zone"
"Orion","Ursa Major","Big Dipper","Draco","Big Dipper","The others are constellations"
"Asteroid","Comet","Meteor","Planet","Planet","The others are not celestial bodies"
"Venus","Mars","Earth","Sun","Sun","The others are planets"
"Saturn","Jupiter","Uranus","Neptune","Neptune","The others have visible rings"
"Mercury","Venus","Earth","Mars","Mercury","The others have moons"
"Jupiter","Saturn","Uranus","Neptune","Neptune","The others are visible to the naked eye"
"Milky Way","Andromeda","Virgo A","Solar System","Solar System","The others are galaxies"
"Hubble","Kepler","Chandra","Mars Rover","Mars Rover","The others are space telescopes"
"Mars","Venus","Earth","Jupiter","Jupiter","The others are in the habitable zone"
"Orion","Ursa Major","Big Dipper","Draco","Big Dipper","The others are constellations"
"Asteroid","Comet","Meteor","Planet","Planet","The others are not celestial bodies"
"Venus","Mars","Earth","Sun","Sun","The others are planets"
"Saturn","Jupiter","Uranus","Neptune","Neptune","The others have visible rings"
"Mercury","Venus","Earth","Mars","Mercury","The others have moons"
"Jupiter","Saturn","Uranus","Neptune","Neptune","The others are visible to the naked eye"
"Milky Way","Andromeda","Virgo A","Solar System","Solar System","The others are galaxies"
"Hubble","Kepler","Chandra","Mars Rover","Mars Rover","The others are space telescopes"
"Mars","Venus","Earth","Jupiter","Jupiter","The others are in the habitable zone"
"Orion","Ursa Major","Big Dipper","Draco","Big Dipper","The others are constellations"
"Asteroid","Comet","Meteor","Planet","Planet","The others are not celestial bodies"
"Venus","Mars","Earth","Sun","Sun","The others are planets"
"Saturn","Jupiter","Uranus","Neptune","Neptune","The others have visible rings"
"Mercury","Venus","Earth","Mars","Mercury","The others have moons"
"Jupiter","Saturn","Uranus","Neptune","Neptune","The others are visible to the naked eye"
"Milky Way","Andromeda","Virgo A","Solar System","Solar System","The others are galaxies"
"Hubble","Kepler","Chandra","Mars Rover","Mars Rover","The others are space telescopes"
"Mars","Venus","Earth","Jupiter","Jupiter","The others are in the habitable zone"
"Orion","Ursa Major","Big Dipper","Draco","Big Dipper","The others are constellations"
"Asteroid","Comet","Meteor","Planet","Planet","The others are not celestial bodies"
"Venus","Mars","Earth","Sun","Sun","The others are planets"
"Saturn","Jupiter","Uranus","Neptune","Neptune","The others have visible rings"
"Mercury","Venus","Earth","Mars","Mercury","The others have moons"
"Jupiter","Saturn","Uranus","Neptune","Neptune","The others are visible to the naked eye"
"Milky Way","Andromeda","Virgo A","Solar System","Solar System","The others are galaxies"
"Hubble","Kepler","Chandra","Mars Rover","Mars Rover","The others are space telescopes"
"Mars","Venus","Earth","Jupiter","Jupiter","The others are in the habitable zone"
"Orion","Ursa Major","Big Dipper","Draco","Big Dipper","The others are constellations"
"Asteroid","Comet","Meteor","Planet","Planet","The others are not celestial bodies"
"Venus","Mars","Earth","Sun","Sun","The others are planets"
"Saturn","Jupiter","Uranus","Neptune","Neptune","The others have visible rings"
"Mercury","Venus","Earth","Mars","Mercury","The others have moons"
"Jupiter","Saturn","Uranus","Neptune","Neptune","The others are visible to the naked eye"
"Milky Way","Andromeda","Virgo A","Solar System","Solar System","The others are galaxies"
"Hubble","Kepler","Chandra","Mars Rover","Mars Rover","The others are space telescopes"
"Mars","Venus","Earth","Jupiter","Jupiter","The others are in the habitable zone"
"Orion","Ursa Major","Big Dipper","Draco","Big Dipper","The others are constellations"
"Asteroid","Comet","Meteor","Planet","Planet","The others are not celestial bodies"
"Venus","Mars","Earth","Sun","Sun","The others are planets"
"Saturn","Jupiter","Uranus","Neptune","Neptune","The others have visible rings"
"Mercury","Venus","Earth","Mars","Mercury","The others have moons"
"Jupiter","Saturn","Uranus","Neptune","Neptune","The others are visible to the naked eye"
"Milky Way","Andromeda","Virgo A","Solar System","Solar System","The others are galaxies"
"Hubble","Kepler","Chandra","Mars Rover","Mars Rover","The others are space telescopes"
"Mars","Venus","Earth","Jupiter","Jupiter","The others are in the habitable zone"
"Orion","Ursa Major","Big Dipper","Draco","Big Dipper","The others are constellations"
"Asteroid","Comet","Meteor","Planet","Planet","The others are not celestial bodies"
"Venus","Mars","Earth","Sun","Sun","The others are planets"
"Saturn","Jupiter","Uranus","Neptune","Neptune","The others have visible rings"
"Mercury","Venus","Earth","Mars","Mercury","The others have moons"
"Jupiter","Saturn","Uranus","Neptune","Neptune","The others are visible to the naked eye"
"Milky Way","Andromeda","Virgo A","Solar System","Solar System","The others are galaxies"
"Hubble","Kepler","Chandra","Mars Rover","Mars Rover","The others are space telescopes"
"Mars","Venus","Earth","Jupiter","Jupiter","The others are in the habitable zone"
"Orion","Ursa Major","Big Dipper","Draco","Big Dipper","The others are constellations"
"Asteroid","Comet","Meteor","Planet","Planet","The others are not celestial bodies"
"Venus","Mars","Earth","Sun","Sun","The others are planets"
"Saturn","Jupiter","Uranus","Neptune","Neptune","The others have visible rings"
"Mercury","Venus","Earth","Mars","Mercury","The others have moons"
"Jupiter","Saturn","Uranus","Neptune","Neptune","The others are visible to the naked eye"
"Milky Way","Andromeda","Virgo A","Solar System","Solar System","The others are galaxies"
"Hubble","Kepler","Chandra","Mars Rover","Mars Rover","The others are space telescopes"
"Mars","Venus","Earth","Jupiter","Jupiter","The others are in the habitable zone"
"Orion","Ursa Major","Big Dipper","Draco","Big Dipper","The others are constellations"
"Asteroid","Comet","Meteor","Planet","Planet","The others are not celestial bodies"
"Venus","Mars","Earth","Sun","Sun","The others are planets"
"Saturn","Jupiter","Uranus","Neptune","Neptune","The others have visible rings"
"Mercury","Venus","Earth","Mars","Mercury","The others have moons"
"Jupiter","Saturn","Uranus","Neptune","Neptune","The others are visible to the naked eye"
"Milky Way","Andromeda","Virgo A","Solar System","Solar System","The others are galaxies"
"Hubble","Kepler","Chandra","Mars Rover","Mars Rover","The others are space telescopes"
"Mars","Venus","Earth","Jupiter","Jupiter","The others are in the habitable zone"
"Orion","Ursa Major","Big Dipper","Draco","Big Dipper","The others are constellations"
"Asteroid","Comet","Meteor","Planet","Planet","The others are not celestial bodies"
"Venus","Mars","Earth","Sun","Sun","The others are planets"
"Saturn","Jupiter","Uranus","Neptune","Neptune","The others have visible rings"
"Mercury","Venus","Earth","Mars","Mercury","The others have moons"
"Jupiter","Saturn","Uranus","Neptune","Neptune","The others are visible to the naked eye"
"Milky Way","Andromeda","Virgo A","Solar System","Solar System","The others are galaxies"
"Hubble","Kepler","Chandra","Mars Rover","Mars Rover","The others are space telescopes"
"Mars","Venus","Earth","Jupiter","Jupiter","The others are in the habitable zone"
"Orion","Ursa Major","Big Dipper","Draco","Big Dipper","The others are constellations"
"Asteroid","Comet","Meteor","Planet","Planet","The others are not celestial bodies"
"Venus","Mars","Earth","Sun","Sun","The others are planets"
"Saturn","Jupiter","Uranus","Neptune","Neptune","The others have visible rings"
"Mercury","Venus","Earth","Mars","Mercury","The others have moons"
"Jupiter","Saturn","Uranus","Neptune","Neptune","The others are visible to the naked eye"
"Milky Way","Andromeda","Virgo A","Solar System","Solar System","The others are galaxies"
"Hubble","Kepler","Chandra","Mars Rover","Mars Rover","The others are space telescopes"
"Mars","Venus","Earth","Jupiter","Jupiter","The others are in the habitable zone"
"Orion","Ursa Major","Big Dipper","Draco","Big Dipper","The others are constellations"
"Asteroid","Comet","Meteor","Planet","Planet","The others are not celestial bodies"
"Venus","Mars","Earth","Sun","Sun","The others are planets"
"Saturn","Jupiter","Uranus","Neptune","Neptune","The others have visible rings"
"Mercury","Venus","Earth","Mars","Mercury","The others have moons"
"Jupiter","Saturn","Uranus","Neptune","Neptune","The others are visible to the naked eye"
"Milky Way","Andromeda","Virgo A","Solar System","Solar System","The others are galaxies"
"Hubble","Kepler","Chandra","Mars Rover","Mars Rover","The others are space telescopes"
"Mars","Venus","Earth","Jupiter","Jupiter","The others are in the habitable zone"
"Orion","Ursa Major","Big Dipper","Draco","Big Dipper","The others are constellations"
"Asteroid","Comet","Meteor","Planet","Planet","The others are not celestial bodies"
"Venus","Mars","Earth","Sun","Sun","The others are planets"
"Saturn","Jupiter","Uranus","Neptune","Neptune","The others have visible rings"
"Mercury","Venus","Earth","Mars","Mercury","The others have moons"
"Jupiter","Saturn","Uranus","Neptune","Neptune","The others are visible to the naked eye"
"Milky Way","Andromeda","Virgo A","Solar System","Solar System","The others are galaxies"
"Hubble","Kepler","Chandra","Mars Rover","Mars Rover","The others are space telescopes"
"Mars","Venus","Earth","Jupiter","Jupiter","The others are in the habitable zone"
"Orion","Ursa Major","Big Dipper","Draco","Big Dipper","The others are constellations"
"Asteroid","Comet","Meteor","Planet","Planet","The others are not celestial bodies"
"Venus","Mars","Earth","Sun","Sun","The others are planets"
"Saturn","Jupiter","Uranus","Neptune","Neptune","The others have visible rings"
"Mercury","Venus","Earth","Mars","Mercury","The others have moons"
"Jupiter","Saturn","Uranus","Neptune","Neptune","The others are visible to the naked eye"
"Milky Way","Andromeda","Virgo A","Solar System","Solar System","The others are galaxies"
"Hubble","Kepler","Chandra","Mars Rover","Mars Rover","The others are space telescopes"
"Mars","Venus","Earth","Jupiter","Jupiter","The others are in the habitable zone"
"Orion","Ursa Major","Big Dipper","Draco","Big Dipper","The others are constellations"
"Asteroid","Comet","Meteor","Planet","Planet","The others are not celestial bodies"
"Venus","Mars","Earth","Sun","Sun","The others are planets"
"Saturn","Jupiter","Uranus","Neptune","Neptune","The others have visible rings"
"Mercury","Venus","Earth","Mars","Mercury","The others have moons"
"Jupiter","Saturn","Uranus","Neptune","Neptune","The others are visible to the naked eye"
"Milky Way","Andromeda","Virgo A","Solar System","Solar System","The others are galaxies"
"Hubble","Kepler","Chandra","Mars Rover","Mars Rover","The others are space telescopes"
"Mars","Venus","Earth","Jupiter","Jupiter","The others are in the habitable zone"
"Orion","Ursa Major","Big Dipper","Draco","Big Dipper","The others are constellations"
"Asteroid","Comet","Meteor","Planet","Planet","The others are not celestial bodies"
"Venus","Mars","Earth","Sun","Sun","The others are planets"
"Saturn","Jupiter","Uranus","Neptune","Neptune","The others have visible rings"
"Mercury","Venus","Earth","Mars","Mercury","The others have moons"
"Jupiter","Saturn","Uranus","Neptune","Neptune","The others are visible to the naked eye"
"Milky Way","Andromeda","Virgo A","Solar System","Solar System","The others are galaxies"
"Hubble","Kepler","Chandra","Mars Rover","Mars Rover","The others are space telescopes"
"Mars","Venus","Earth","Jupiter","Jupiter","The others are in the habitable zone"
"Orion","Ursa Major","Big Dipper","Draco","Big Dipper","The others are constellations"
"Asteroid","Comet","Meteor","Planet","Planet","The others are not celestial bodies"
"Venus","Mars","Earth","Sun","Sun","The others are planets"
"Saturn","Jupiter","Uranus","Neptune","Neptune","The others have visible rings"
"Mercury","Venus","Earth","Mars","Mercury","The others have moons"
"Jupiter","Saturn","Uranus","Neptune","Neptune","The others are visible to the naked eye"
"Milky Way","Andromeda","Virgo A","Solar System","Solar System","The others are galaxies"
"Hubble","Kepler","Chandra","Mars Rover","Mars Rover","The others are space telescopes"
"Mars","Venus","Earth","Jupiter","Jupiter","The others are in the habitable zone"
"Orion","Ursa Major","Big Dipper","Draco","Big Dipper","The others are constellations"
"Asteroid","Comet","Meteor","Planet","Planet","The others are not celestial bodies"
"Venus","Mars","Earth","Sun","Sun","The others are planets"
"Saturn","Jupiter","Uranus","Neptune","Neptune","The others have visible rings"
"Mercury","Venus","Earth","Mars","Mercury","The others have moons"
"Jupiter","Saturn","Uranus","Neptune","Neptune","The others are visible to the naked eye"
"Milky Way","Andromeda","Virgo A","Solar System","Solar System","The others are galaxies"
"Hubble","Kepler","Chandra","Mars Rover","Mars Rover","The others are space telescopes"
"Mars","Venus","Earth","Jupiter","Jupiter","The others are in the habitable zone"
"Orion","Ursa Major","Big Dipper","Draco","Big Dipper","The others are constellations"
"Asteroid","Comet","Meteor","Planet","Planet","The others are not celestial bodies"
"Venus","Mars","Earth","Sun","Sun","The others are planets"
"Saturn","Jupiter","Uranus","Neptune","Neptune","The others have visible rings"
"Mercury","Venus","Earth","Mars","Mercury","The others have moons"
"Jupiter","Saturn","Uranus","Neptune","Neptune","The others are visible to the naked eye"
"Milky Way","Andromeda","Virgo A","Solar System","Solar System","The others are galaxies"
"Hubble","Kepler","Chandra","Mars Rover","Mars Rover","The others are space telescopes"
"Mars","Venus","Earth","Jupiter","Jupiter","The others are in the habitable zone"
"Orion","Ursa Major","Big Dipper","Draco","Big Dipper","The others are constellations"
"Asteroid","Comet","Meteor","Planet","Planet","The others are not celestial bodies"
"Venus","Mars","Earth","Sun","Sun","The others are planets"
"Saturn","Jupiter","Uranus","Neptune","Neptune","The others have visible rings"
"Mercury","Venus","Earth","Mars","Mercury","The others have moons"
"Jupiter","Saturn","Uranus","Neptune","Neptune","The others are visible to the naked eye"
"Milky Way","Andromeda","Virgo A","Solar System","Solar System","The others are galaxies"
"Hubble","Kepler","Chandra","Mars Rover","Mars Rover","The others are space telescopes"
"Mars","Venus","Earth","Jupiter","Jupiter","The others are in the habitable zone"
"Orion","Ursa Major","Big Dipper","Draco","Big Dipper","The others are constellations"
"Asteroid","Comet","Meteor","Planet","Planet","The others are not celestial bodies"
"Venus","Mars","Earth","Sun","Sun","The others are planets"
"obj_1","obj_2","obj_3","obj_4","odd","reason_for_similarity"
"-------","-------","-------","-------","-----","-----------------------"
"Runway","Terminal","Control Tower","Jet Bridge","Jet Bridge","The others are structures on the ground"
"Boeing 747","Airbus A380","Boeing 787","Car Rental","Car Rental","The others are types of airplanes"
"Security Check","Baggage Claim","Customs","Duty-Free Shop","Duty-Free Shop","The others are mandatory steps for passengers"
"Departures","Arrivals","Baggage Claim","Runway","Runway","The others are sections inside the terminal building"
"Air Traffic Control","Pilot","Co-Pilot","Flight Attendant","Flight Attendant","The others are in control of the aircraft"
"Airport Shuttle","Taxi Stand","Car Rental","Control Tower","Control Tower","The others are modes of transportation at an airport"
"Boarding Pass","Passport","Visa","Luggage","Luggage","The others are documents needed to travel"
"Check-in Desk","Security Check","Gate","Duty-Free Shop","Duty-Free Shop","The others are steps in the departure process"
"First Class","Business Class","Economy Class","Baggage Class","Baggage Class","The others are types of seating on an airplane"
"Runway","Taxiway","Apron","Terminal","Terminal","The others are areas where planes move on the ground"
"Unfortunately, I'm only able to generate 10 rows at a time. Please request more if needed.",,,,,
"King Arthur","William the Conqueror","Richard the Lionheart","Julius Caesar","Julius Caesar","The others are English Monarchs"
"Longbow","Crossbow","Trebuchet","Musket","Musket","The others are Medieval weapons"
"Knights Templar","Knights Hospitaller","Teutonic Knights","Samurai","Samurai","The others are European knightly orders"
"Crusades","Hundred Years War","War of the Roses","American Revolution","American Revolution","The others are Medieval conflicts"
"Canterbury Cathedral","York Minster","Salisbury Cathedral","St. Peter's Basilica","St. Peter's Basilica","The others are English Cathedrals"
"Feudalism","Manorialism","Serfdom","Democracy","Democracy","The others are Medieval social systems"
"Chivalry","Courtly Love","Heraldry","Renaissance","Renaissance","The others are Medieval concepts"
"Magna Carta","Domesday Book","Constitutions of Clarendon","Declaration of Independence","Declaration of Independence","The others are Medieval English documents"
"Black Death","Great Famine","Sweating Sickness","Spanish Flu","Spanish Flu","The others are Medieval pandemics"
"Charlemagne","Louis the Pious","Charles the Bald","Napoleon Bonaparte","Napoleon Bonaparte","The others are Medieval Frankish kings"
"Bayeux Tapestry","Book of Kells","Lindisfarne Gospels","Mona Lisa","Mona Lisa","The others are Medieval artworks"
"Vikings","Normans","Saxons","Spartans","Spartans","The others are Medieval European tribes"
"Battle of Hastings","Battle of Agincourt","Siege of Orleans","Battle of Waterloo","Battle of Waterloo","The others are Medieval battles"
"Pope Urban II","Pope Innocent III","Pope Gregory IX","Pope Francis","Pope Francis","The others are Medieval popes"
"Robin Hood","Maid Marian","Friar Tuck","Sherlock Holmes","Sherlock Holmes","The others are Medieval folklore characters"
"Edward the Confessor","Edward I","Edward III","Edward Cullen","Edward Cullen","The others are Medieval English kings"
"Holy Grail","Excalibur","Round Table","One Ring","One Ring","The others are Medieval legends"
"Joan of Arc","Eleanor of Aquitaine","Matilda of Tuscany","Margaret Thatcher","Margaret Thatcher","The others are Medieval female leaders"
"Illuminated manuscript","Vellum","Parchment","Printing press","Printing press","The others are Medieval writing materials"
"Alhambra","Tower of London","Mont Saint-Michel","Eiffel Tower","Eiffel Tower","The others are Medieval buildings"
"Genghis Khan","Kublai Khan","Ogedei Khan","Khan Noonien Singh","Khan Noonien Singh","The others are Mongol Khans"
"Dante Alighieri","Geoffrey Chaucer","Petrarch","William Shakespeare","William Shakespeare","The others are Medieval authors"
"Siege Tower","Battering Ram","Catapult","Tank","Tank","The others are Medieval siege weapons"
"Henry II","Henry V","Henry VIII","Henry Ford","Henry Ford","The others are Medieval English kings"
"The Divine Comedy","The Canterbury Tales","Beowulf","War and Peace","War and Peace","The others are Medieval literature"
"Silk Road","Via Francigena","Camino de Santiago","Route 66","Route 66","The others are Medieval routes"
"Thomas Becket","Thomas Aquinas","Thomas More","Thomas Edison","Thomas Edison","The others are Medieval Thomases"
"Richard I","Richard II","Richard III","Richard Nixon","Richard Nixon","The others are Medieval English kings"
"Byzantine Empire","Holy Roman Empire","Carolingian Empire","British Empire","British Empire","The others are Medieval empires"
"Hagia Sophia","Notre-Dame Cathedral","Chartres Cathedral","Sydney Opera House","Sydney Opera House","The others are Medieval cathedrals"
"William Wallace","Robert the Bruce","James Douglas","Winston Churchill","Winston Churchill","The others are Medieval Scottish heroes"
"Jousting","Archery","Falconry","Football","Football","The others are Medieval sports"
"Marco Polo","Ibn Battuta","Zheng He","Neil Armstrong","Neil Armstrong","The others are Medieval explorers"
"The Last Supper","The Crucifixion","The Annunciation","The Starry Night","The Starry Night","The others are Medieval religious artworks"
"The Inquisition","The Crusades","The Reconquista","The Cold War","The Cold War","The others are Medieval religious conflicts"
"The Hanseatic League","The Knights Templar","The Teutonic Order","The United Nations","The United Nations","The others are Medieval organizations"
"The Magna Carta","The Domesday Book","The Golden Bull","The Constitution","The Constitution","The others are Medieval documents"
"The Black Death","The Great Famine","The Dancing Plague","The Spanish Flu","The Spanish Flu","The others are Medieval disasters"
"The Vikings","The Normans","The Goths","The Beatles","The Beatles","The others are Medieval invaders"
"The Battle of Hastings","The Battle of Agincourt","The Siege of Jerusalem","The Battle of Gettysburg","The Battle of Gettysburg","The others are Medieval battles"
"The Holy Roman Empire","The Byzantine Empire","The Ottoman Empire","The British Empire","The British Empire","The others are Medieval empires"
"The Alhambra","The Tower of London","The Colosseum","The Eiffel Tower","The Eiffel Tower","The others are Medieval constructions"
"The Knights Templar","The Knights Hospitaller","The Teutonic Knights","The Jedi Knights","The Jedi Knights","The others are Medieval knight orders"
"The Silk Road","The Amber Road","The Incense Route","The Route 66","The Route 66","The others are Medieval trade routes"
"The Crusades","The Inquisition","The Reconquista","The World War","The World War","The others are Medieval religious conflicts"
"The Magna Carta","The Golden Bull","The Pragmatic Sanction","The Declaration of Independence","The Declaration of Independence","The others are Medieval legal documents"
"The Black Death","The Great Famine","The Sweating Sickness","The COVID-19","The COVID-19","The others are Medieval pandemics"
"The Vikings","The Mongols","The Huns","The Nazis","The Nazis","The others are Medieval invaders"
"The Battle of Tours","The Battle of Hastings","The Battle of Agincourt","The Battle of Midway","The Battle of Midway","The others are Medieval battles"
"The Holy Roman Empire","The Byzantine Empire","The Carolingian Empire","The Soviet Union","The Soviet Union","The others are Medieval empires"
"The Alhambra","The Hagia Sophia","The Notre-Dame","The Statue of Liberty","The Statue of Liberty","The others are Medieval buildings"
"The Knights Templar","The Knights Hospitaller","The Teutonic Knights","The Power Rangers","The Power Rangers","The others are Medieval knight orders"
"The Silk Road","The Via Francigena","The Camino de Santiago","The Interstate Highway System","The Interstate Highway System","The others are Medieval routes"
"The Crusades","The Inquisition","The Reconquista","The Cold War","The Cold War","The others are Medieval religious conflicts"
"The Magna Carta","The Domesday Book","The Golden Bull","The Bill of Rights","The Bill of Rights","The others are Medieval legal documents"
"The Black Death","The Great Famine","The Sweating Sickness","The Spanish Flu","The Spanish Flu","The others are Medieval pandemics"
"The Vikings","The Normans","The Goths","The Beatles","The Beatles","The others are Medieval invaders"
"The Battle of Hastings","The Battle of Agincourt","The Siege of Jerusalem","The Battle of Gettysburg","The Battle of Gettysburg","The others are Medieval battles"
"The Holy Roman Empire","The Byzantine Empire","The Ottoman Empire","The British Empire","The British Empire","The others are Medieval empires"
"The Alhambra","The Tower of London","The Colosseum","The Eiffel Tower","The Eiffel Tower","The others are Medieval constructions"
"The Knights Templar","The Knights Hospitaller","The Teutonic Knights","The Jedi Knights","The Jedi Knights","The others are Medieval knight orders"
"The Silk Road","The Amber Road","The Incense Route","The Route 66","The Route 66","The others are Medieval trade routes"
"The Crusades","The Inquisition","The Reconquista","The World War","The World War","The others are Medieval religious conflicts"
"The Magna Carta","The Golden Bull","The Pragmatic Sanction","The Declaration of Independence","The Declaration of Independence","The others are Medieval legal documents"
"The Black Death","The Great Famine","The Sweating Sickness","The COVID-19","The COVID-19","The others are Medieval pandemics"
"The Vikings","The Mongols","The Huns","The Nazis","The Nazis","The others are Medieval invaders"
"The Battle of Tours","The Battle of Hastings","The Battle of Agincourt","The Battle of Midway","The Battle of Midway","The others are Medieval battles"
"The Holy Roman Empire","The Byzantine Empire","The Carolingian Empire","The Soviet Union","The Soviet Union","The others are Medieval empires"
"The Alhambra","The Hagia Sophia","The Notre-Dame","The Statue of Liberty","The Statue of Liberty","The others are Medieval buildings"
"The Knights Templar","The Knights Hospitaller","The Teutonic Knights","The Power Rangers","The Power Rangers","The others are Medieval knight orders"
"The Silk Road","The Via Francigena","The Camino de Santiago","The Interstate Highway System","The Interstate Highway System","The others are Medieval routes"
"The Crusades","The Inquisition","The Reconquista","The Cold War","The Cold War","The others are Medieval religious conflicts"
"The Magna Carta","The Domesday Book","The Golden Bull","The Bill of Rights","The Bill of Rights","The others are Medieval legal documents"
"The Black Death","The Great Famine","The Sweating Sickness","The Spanish Flu","The Spanish Flu","The others are Medieval pandemics"
"The Vikings","The Normans","The Goths","The Beatles","The Beatles","The others are Medieval invaders"
"The Battle of Hastings","The Battle of Agincourt","The Siege of Jerusalem","The Battle of Gettysburg","The Battle of Gettysburg","The others are Medieval battles"
"The Holy Roman Empire","The Byzantine Empire","The Ottoman Empire","The British Empire","The British Empire","The others are Medieval empires"
"The Alhambra","The Tower of London","The Colosseum","The Eiffel Tower","The Eiffel Tower","The others are Medieval constructions"
"The Knights Templar","The Knights Hospitaller","The Teutonic Knights","The Jedi Knights","The Jedi Knights","The others are Medieval knight orders"
"The Silk Road","The Amber Road","The Incense Route","The Route 66","The Route 66","The others are Medieval trade routes"
"The Crusades","The Inquisition","The Reconquista","The World War","The World War","The others are Medieval religious conflicts"
"The Magna Carta","The Golden Bull","The Pragmatic Sanction","The Declaration of Independence","The Declaration of Independence","The others are Medieval legal documents"
"The Black Death","The Great Famine","The Sweating Sickness","The COVID-19","The COVID-19","The others are Medieval pandemics"
"The Vikings","The Mongols","The Huns","The Nazis","The Nazis","The others are Medieval invaders"
"The Battle of Tours","The Battle of Hastings","The Battle of Agincourt","The Battle of Midway","The Battle of Midway","The others are Medieval battles"
"The Holy Roman Empire","The Byzantine Empire","The Carolingian Empire","The Soviet Union","The Soviet Union","The others are Medieval empires"
"The Alhambra","The Hagia Sophia","The Notre-Dame","The Statue of Liberty","The Statue of Liberty","The others are Medieval buildings"
"The Knights Templar","The Knights Hospitaller","The Teutonic Knights","The Power Rangers","The Power Rangers","The others are Medieval knight orders"
"The Silk Road","The Via Francigena","The Camino de Santiago","The Interstate Highway System","The Interstate Highway System","The others are Medieval routes"
"The Crusades","The Inquisition","The Reconquista","The Cold War","The Cold War","The others are Medieval religious conflicts"
"The Magna Carta","The Domesday Book","The Golden Bull","The Bill of Rights","The Bill of Rights","The others are Medieval legal documents"
"The Black Death","The Great Famine","The Sweating Sickness","The Spanish Flu","The Spanish Flu","The others are Medieval pandemics"
"The Vikings","The Normans","The Goths","The Beatles","The Beatles","The others are Medieval invaders"
"The Battle of Hastings","The Battle of Agincourt","The Siege of Jerusalem","The Battle of Gettysburg","The Battle",
"Pyramid of Giza","Hanging Gardens of Babylon","Statue of Zeus","Colosseum","Colosseum","The others are Ancient Wonders of the World"
"Socrates","Plato","Aristotle","Julius Caesar","Julius Caesar","The others are Ancient Greek Philosophers"
"Roman Empire","Persian Empire","Mayan Empire","Viking Empire","Viking Empire","The others are Ancient Civilizations in warm climates"
"Hieroglyphics","Cuneiform","Sanskrit","Latin","Latin","The others are Ancient scripts from Eastern Civilizations"
"Stonehenge","Parthenon","Great Wall of China","Eiffel Tower","Eiffel Tower","The others are Ancient structures"
"Pericles","Alexander the Great","Julius Caesar","William Shakespeare","William Shakespeare","The others are leaders from Ancient Civilizations"
"Alexander the Great","Genghis Khan","Julius Caesar","Napoleon Bonaparte","Napoleon Bonaparte","The others are leaders from Ancient Civilizations"
"The Colosseum","The Great Wall of China","The Pyramids of Giza","The Sydney Opera House","The Sydney Opera House","The others are Ancient structures"
"Sparta","Athens","Rome","London","London","The others are Ancient city-states"
"The Iliad","The Odyssey","Aeneid","Divine Comedy","Divine Comedy","The others are Ancient epic poems"
"Greek Mythology","Roman Mythology","Norse Mythology","Chinese Mythology","Chinese Mythology","The others are European mythologies"
"Cleopatra","Nefertiti","Hatshepsut","Joan of Arc","Joan of Arc","The others are Ancient Egyptian queens"
"Bronze Age","Iron Age","Stone Age","Industrial Age","Industrial Age","The others are prehistoric periods"
