obj_1,obj_2,obj_3,obj_4,odd,reason_for_similarity,valid
Mean,Mode,Variance,Median,Variance,The others are measures of central tendency,
z,x,w,y,w,The others are commonly used in 3D geometry,
x^4,x^2,x,x^3,x,The others are powers of x greater than 1,
y,z,x,w,w,The others are commonly used for representing axes in 3D space,
y,z,x,1,1,The others are variables,
x * y = z,x - y = z,x + y = z,x / y = z,x / y = z,The others are arithmetic operations without division,
x / y = z,x - y = z,x + y = z,x * y = z,x / y = z,The others are arithmetic operations without division,
2x + 3y = 6,3x - 4y = 7,x = 4,5x + 6y = 11,x = 4,The others are equations of lines in standard form,
x+y,x/y,x-y,x*y,x/y,The others do not involve division,
X^3,X^2,X^0.5,X^4,X^0.5,The others are whole number powers,
Triangle,Square,x^2,Circle,x^2,The others are geometric shapes,
45°,180°,x^2,90°,x^2,The others are angles,
2+2,4+4,x^2,3+3,x^2,The others are addition equations,
1/3πr^2h,4/3πr^3,x^2,1/2πr^2,x^2,The others are formulas for areas/volumes,
y^2,z^2,x^2,x*y,x*y,The others are squares of variables,
x^3,y^3,x^2,z^3,x^2,The others are cubes of variables,
3x,4x,x^2,2x,x^2,The others are linear terms,
2x^2 + 5x - 3 = 0,x^2 + 4x + 4 = 0,x^2 - x - 6 = 0,3x^2 - 4x + 2 = 0,x^2 + 4x + 4 = 0,The others are quadratic equations with real roots,
2x + 3 = 7,3x - 2 = 4,x^2 + 3x + 2 = 0,x^2 + 4 = 12,x^2 + 3x + 2 = 0,The others are linear equations,
x^2/a^2 + y^2/b^2 = 1,x^2 - y^2 = 1,x^2 + y^2 = r^2,(x-h)^2 + (y-k)^2 = r^2,x^2 - y^2 = 1,The others are equations of circles,
5x^2+10x+3,10x^2+20x+6,x^2+2x+0,2x^2+4x+1,x^2+2x+0,The others have a non-zero constant term,
2x^2+4x+1,10x^2+20x+6,x^2+2x+1,5x^2+10x+3,10x^2+20x+6,The others are factorable,
3x-2y=7,4x+5y=20,x^2+y^2=1,2x+3y=6,x^2+y^2=1,The others are linear equations,
3x-4y=7,2x+3y=6,x^2+y^2=1,5x+2y=1,x^2+y^2=1,The others are linear equations,
x^2,x^4,x^3,2x,2x,The others are powers of x,
2x,3x,x^3,x^2,x^3,The others are linear terms,
3x,4x,x^4,2x,x^4,The others are linear equations,
x^2,x^3,x^4,x^5,x^2,The others have exponents that are even numbers,
x^1/2,x^2,x^4,x^3,x^1/2,The others are whole number powers,
x^2,x^3,x^4,x^1/2,x^1/2,The others are whole number powers,
x^3 = 8,x^2 = 4,x^5 = 32,x^4 = 16,x^5 = 32,The others are perfect powers,
z²,x³,x²,y²,x³,The others are squares,
z²,y²,x³,x²,x³,The others are squares,
z-axis,x-axis,y-axis,Origin,Origin,The others are axes,
x^2,y^3,z^3,x^3,x^2,The others are cubes of variables,
1,π/2,π,2π,1,The others are multiples of π,
90°,180°,π rad,2π rad,2π rad,The others are right angles,
πr^2,4πr^2,πd,2πr,πd,The others are formulas for circle,
4/3πr^3,2πr^2,πr^2,2πr,2πr^2,The others are formulas for circles or spheres,
4/3πr^3,2r,πr^2,2πr,2r,The others are formulas for circle or sphere measurements,
2πrh,2πr,πr^2,1/2bh,1/2bh,The others are formulas for circles,
4πr²,2πr,πr²,2πr³,2πr³,The others are formulas for circle,
