"obj_1","obj_2","obj_3","obj_4","odd","reason_for_similarity"
"Ford Model A","Ford Model B","Ford Model C","Tesla Model S","Tesla Model S","The others are Ford models."
"Elmer Fudd","Yosemite Sam","Foghorn Leghorn","Bugs Bunny","Bugs Bunny","The others are human characters."
"Cystic Fibrosis","Sickle Cell Anemia","Heart Disease","Color Blindness","Heart Disease","The others are genetic disorders."
"Cheesecake","Pavlova","Brownie","Sandwich","Sandwich","The others are desserts"
"European Fire-bellied Toad, Oriental Fire-bellied Toad, Red Salamander, Red-eyed Tree Frog, Red-eyed Tree Frog, The others are not tree-dwelling species.",,,,,
"Buddha","Confucius","Laozi","Gandhi","Gandhi","The others are founders of major Eastern philosophies."
"Blue Jeans","Cowboy Boots","Baseball Cap","Leather Jacket","Leather Jacket","The others are made of denim"
"Rigatoni","Penne","Linguini","Baguette","Baguette","The others are types of pasta"
"Cliff","Waterfall","Hill","River","River","The others are landforms"
"Nineveh","Nimrud","Atlantis","Machu Picchu","Atlantis","The others are real historical cities."
"Amazon Horned Frog","African Bullfrog","Alpine Newt","Emperor Penguin","Emperor Penguin","The others are amphibians."
"Chimpanzee","Bonobo","Gorilla","Orangutan","Orangutan","The others are native to Africa"
"Nail gun","Staple gun","Drill","Screwdriver","Screwdriver","The others are guns"
"Harbor","Bay","Ocean","Lake","Lake","The others are saltwater bodies"
"Propeller","Rudder","Oars","Wheel","Wheel","The others are used for steering and propelling boats."
"Balinese","Siamese","Ragdoll","Maine Coon","Maine Coon","The others are breeds of cats that originated in Asia"
"Chimpanzee","Bonobo","Human","Gorilla","Gorilla","The others are in the Hominini tribe"
"Krusty","Sideshow Bob","Bart","Lisa","Lisa","The others are male characters in The Simpsons"
"Right to life","Freedom from torture","Right to freedom of assembly","Right to bear arms","Right to bear arms","The others are inalienable human rights as per the Universal Declaration of Human Rights."
"Rottweiler","Doberman","Golden Retriever","Maine Coon","Maine Coon","The others are dog breeds."
"Ethiopian Harrar","Yemen Mocha Mattari","Sulawesi Toraja","Darjeeling","Darjeeling","The others are types of coffee beans"
"Power Loom, Spinning Mule, Open Hearth Furnace, Cotton Gin, Open Hearth Furnace, The others are textile machinery",,,,,
"White Pepper","Black Pepper","Cinnamon","Nutmeg","Nutmeg","The others are Peppers"
"Marie Curie","Ernest Rutherford","J.J. Thomson","Albert Einstein","Albert Einstein","The others are Nobel laureates in Physics."
"Munchkin","Persian","Napoleon","Labrador","Labrador","The others are cat breeds."
"American Alligator","Saltwater Crocodile","Bearded Dragon","Komodo Dragon","Bearded Dragon","The others are crocodilians"
"American Curl","Scottish Fold","Siberian","Bengal","Bengal","The others are natural breeds of cats"
"Hong Kong","Vatican City","Shanghai","Sydney","Sydney","The others are not in Asia."
"Chimpanzee","Bonobo","Human","Orangutan","Orangutan","The others are part of the Homininae subfamily"
"Rooibos Vanilla Tea","Rooibos Chai Tea","White Peach Tea","Green Apple Tea","White Peach Tea","The others are Rooibos teas."
"Democracy","Oligarchy","Republic","Monarchy","Monarchy","The others are forms of government where the people have a say in the government."
"Newton's Method","Binomial Theorem","Pythagorean Theorem","Euclidean Algorithm","Euclidean Algorithm","The others are mathematical theorems."
"Newton-Raphson method","Newton's identities","Euler's identity","Euler's method","Euler's identity","The others are named after Newton."
"Poison Oak","Poison Ivy","Poison Sumac","Oak Tree","Oak Tree","The others are poisonous plants."
"Siamese Fighter","Betta","Clownfish","Goldfish","Goldfish","The others are saltwater fish"
"Angel's Trumpet","Jimson Weed","Poison Ivy","Aloe Vera","Aloe Vera","The others are poisonous plants."
"Homo Sapiens","Homo Neanderthalensis","Homo Heidelbergensis","Pan Troglodytes","Pan Troglodytes","The others are part of the Homo genus"
"Northern Hairy-Nosed Wombat","Southern Hairy-Nosed Wombat","Tasmanian Devil","Koala","Koala","The others are marsupials known for their aggressive behavior"
"Rocky Mountains","Appalachian","Ural Mountains","Sahara Desert","Sahara Desert","The others are mountain ranges"
"Philip II of Macedon","Olympias","Darius III","Alexander the Great","Darius III","The others are members of the Argead dynasty."
"Poison Dart Frog, Blue Poison Dart Frog, Tree Frog, Golden Poison Dart Frog, Tree Frog, The others are Poison Dart Frogs.",,,,,
"Baklava","Turkish Delight","Eton Mess","Tiramisu","Eton Mess","The others are traditional desserts from Mediterranean countries."
"obj_3: Tequila",,,,,
"obj_4: Maple Syrup",,,,,
"odd: Maple Syrup",,,,,
"reason_for_similarity: The others are beverages",,,,,
"Chimpanzee","Bonobo","Baboon","Kangaroo","Kangaroo","The others are primates"
"Ireland","UK","France","Brazil","Brazil","The others are in Europe"
"Selachophobia","Galeophobia","Ornithophobia","Ailurophobia","Ailurophobia","The others are phobias related to animals that can fly."
"Marie Curie","Stephen Hawking","Carl Sagan","Neil Armstrong","Neil Armstrong","The others are theoretical physicists."
"Ergophobia","Ponophobia","Arithmophobia","Hydrophobia","Ponophobia","The others are fear of actions."
"Common European Adder","Gaboon Viper","Corn Snake","Gila Monster","Gila Monster","The others are true snakes"
"The Little Engine","Tortoise","Hare","Phoenix","Phoenix","The others are characters from fables or children's stories"
"Manicotti","Tortellini","Pappardelle","Baguette","Baguette","The others are types of Italian pasta"
"obj_3: Lemon Soda",,,,,
"obj_4: Strawberry Ice Cream",,,,,
"odd: Lemon Soda",,,,,
"reason_for_similarity: The others are made with strawberries.",,,,,
"Technophobia","Cyberphobia","Ailurophobia","Acrophobia","Ailurophobia","The others are related to technology."
"Roxana, Stateira II, Cleopatra, Napoleon, Napoleon, The others are female historical figures.",,,,,
"Persian","Himalayan","Bengal","Siamese","Siamese","The others are breeds of cats that originated in the Middle East."
"Donating Time","Donating Money","Earning Money","Spending Money","Spending Money","The others are forms of giving."
"Singapura","Korat","Exotic Shorthair","Maine Coon","Maine Coon","The others are Asian cat breeds"
"Macaron","Meringue","Biscotti","Croissant","Croissant","The others are cookies"
"Smooth Newt, Palmate Newt, Yellow-bellied Toad, Great Crested Newt, Yellow-bellied Toad, The others are newts.",,,,,
"Social Work","Community Service","Non-Profit Organization","Corporate Job","Corporate Job","The others are non-profit."
"Cleopatra's Barge","Cleopatra's Mask","Cleopatra's Emerald","Cleopatra's Palace","Cleopatra's Mask","The others are places associated with Cleopatra"
"Roquefort","Blue Stilton","Feta","Cheddar","Cheddar","The others are blue cheeses"
"Marcus Aurelius","Seneca","Epictetus","William Shakespeare","William Shakespeare","The others are Stoic philosophers."
"obj_3: Denim Jeans",,,,,
"obj_4: Silk Tie",,,,,
"odd: Silk Tie",,,,,
"reason_for_similarity: The others are made from natural, non-synthetic materials.",,,,,
"Oracle of Delphi","Oracle of Dodona","Oracle of Apollo","Oracle of Java","Oracle of Java","The others are ancient Greek oracles"
"Farfalle","Ravioli","Tortellini","Baguette","Baguette","The others are types of pasta."
"Creme Brulee","Flan","Fudge","Sorbet","Sorbet","The others are custard-based desserts"
"Harriet Tubman","Frederick Douglass","Susan B. Anthony","Thomas Edison","Thomas Edison","The others are abolitionists"
"obj_3: Marigold",,,,,
"obj_4: Rosemary",,,,,
"odd: Rosemary",,,,,
"reason_for_similarity: The others are non-herbaceous plants.",,,,,
"John F. Kennedy","Barack Obama","George Washington","Nelson Mandela","Nelson Mandela","The others are US Presidents."
"Fusilli, Penne, Farfalle, Baguette, Baguette, The others are types of pasta.",,,,,
"obj_3: Edison's Phonograph",,,,,
"obj_4: The Wright Brothers' Airplane",,,,,
"odd: The Wright Brothers' Airplane",,,,,
"reason_for_similarity: The others are inventions by Thomas Edison.",,,,,
"Pikes Peak","Mount Rushmore","Mount Kailash","Eiffel Tower","Eiffel Tower","The others are mountains"
"Mars 1","Mars 2","Pioneer Venus Orbiter","Voyager 1","Voyager 1","The others are missions to Mars."
"Lincoln's Birthplace","Lincoln's Boyhood Home","Lincoln Bedroom","Lincoln Memorial","Lincoln Bedroom","The others are physical locations where Lincoln lived."
"Plateau","Plain","Canyon","Mountain","Plain","The others are landforms with significant elevation."
"Yellow Perch","Bluegill","Tuna","Lobster","Lobster","The others are freshwater fish"
"Eudemus of Rhodes","Nicomachus","Philip II of Macedon","Archimedes","Philip II of Macedon","The others are ancient Greek mathematicians."
"Porpoise, Dolphin, Bat, Pigeon, Bat, The others are aquatic mammals.",,,,,
"Newton's Rings","Newton's Cannonball","Einstein's Theory of Relativity","Newton's Laws of Motion","Einstein's Theory of Relativity","The others are Newton's theories"
"Bacon Cheeseburger","Veggie Burger","Fish Tacos","Chicken Caesar Salad","Chicken Caesar Salad","The others are served in a bun."
"Transantarctic","Ellsworth","Brooks Range","Appalachian","Appalachian","The others are located in Antarctica."
"Olympias","Cleopatra","Eurydice","Nefertiti","Eurydice","The others are Queens of Egypt"
"Vitruvian Man","The Baptism of Christ","The Adoration of the Magi","The Last Supper","Vitruvian Man","The others are religious paintings by Leonardo da Vinci"
"Artichoke","Broccoli","Cauliflower","Banana","Banana","The others are vegetables"
"The Battle of Wagram","The Battle of Friedland","The Battle of Leipzig","The Battle of Trafalgar","The Battle of Trafalgar","The others are land battles."
"Himalayan","Burmese","Tonkinese","Siamese","Siamese","The others are breeds of cats that originated from the same geographical region (Southeast Asia)."
"Termite","Cockroach","Grasshopper","Spider","Spider","The others are insects."
"Joker","Penguin","Doctor Strange","Sherlock Holmes","Sherlock Holmes","The others are comic book villains."
"Lincoln's Proclamation of Amnesty and Reconstruction","Lincoln's Ten percent plan","Lincoln's Thanksgiving Proclamation","Lincoln's Gettysburg Address","Lincoln's Thanksgiving Proclamation","The others are Lincoln's policies during the Civil War"
"Guinness","Budweiser","Gatorade","Coca-Cola","Gatorade","The others are alcoholic beverages"
"Humble Pie, Crown, Loaf of Bread, Golden Apple, Crown, The others are edible.",,,,,
"Uncle Sam","Liberty Bell","Times Square","Golden Gate","Golden Gate","The others are symbols of the east coast."
"Apple, Moon, Orange, Mars, Mars, The others are edible.",,,,,
"Wolf","Fox","Dolphin","Sparrow","Sparrow","The others are mammals"
"Corn Snake","Milk Snake","King Cobra","Tokay Gecko","Tokay Gecko","The others are venomous snakes."
"Parrot","Pigeon","Falcon","Penguin","Penguin","The others are capable of flight"
"Marshal Ney","Marshal Davout","Tsar Alexander I","Napoleon Bonaparte","Tsar Alexander I","The others are French Marshals."
"Tanzanian Peaberry","Kenyan AA","Sulawesi Toraja","Darjeeling Tea","Darjeeling Tea","The others are types of coffee beans"
"Nevada","Utah","Illinois","Florida","Florida","The others are landlocked states."
"Sacrum","Coccyx","Clavicle","Femur","Clavicle","The others are part of the pelvic girdle"
"Indian Monsooned Malabar","Sumatra Lintong","Kenyan AA","Jamaican Blue Mountain","Jamaican Blue Mountain","The others are Asian coffees"
"Swiss Chard, Spinach, Potato, Tomato, Tomato, The others are leafy greens.",,,,,
"Nebbiolo","Malbec","Pinot Gris","Chardonnay","Chardonnay","The others are red wines."
"Battle of Guadalcanal","Battle of Coral Sea","Battle of Midway","Battle of Austerlitz","Battle of Austerlitz","The others are battles in the Pacific during World War II."
"NFL","NBA","MLB","FIFA","FIFA","The others are American sports leagues."
"Feta","Halloumi","Camembert","Tofu","Tofu","The others are cheeses."
"Nearchus","Craterus","Ptolemy I","Julius Caesar","Julius Caesar","The others are generals of Alexander the Great"
"Fern","Moss","Rose","Oak","Oak","The others are non-woody plants"
"Ulna","Radius","Femur","Pelvis","Pelvis","The others are long bones"
"Mars 2","Mars 5","Voyager 2","Apollo 11","Apollo 11","The others are unmanned"
"Georgia","South Dakota","North Dakota","Nevada","Georgia","The others are in the Midwest."
"NAACP","SNCC","ACLU","NRA","NRA","The others are civil rights organizations"
"Tempranillo","Grenache","Chardonnay","Pinot Noir","Pinot Noir","The others are Spanish grape varieties"
"Humanitarian Aid","Disaster Relief","Vacation","Medical Research","Vacation","The others are forms of assistance."
"Cleopatra's Pearl","Cleopatra's Emerald","Cleopatra's Needle","Battle of Actium","Battle of Actium","The others are Cleopatra's possessions."
"The Continental System, The Concordat of 1801, The Confederation of the Rhine, The Battle of Waterloo, The Battle of Waterloo, The others are political agreements established by Napoleon.",,,,,
"Newton's First Law of Motion","Newton's Second Law of Motion","Newton's Third Law of Motion","Joule's Law","Joule's Law","The others are Newton's Laws of Motion"
"Badland","Plateau","Butte","Oasis","Oasis","The others are types of barren land formations."
"Trout","Salmon","Swordfish","Penguin","Penguin","The others are fish"
"English Yew","Pacific Yew","Taxus Baccata","Oleander","Oleander","The others are types of Yews."
"Pinot Noir","Zinfandel","Sauvignon Blanc","Chardonnay","Zinfandel","The others are white wines"
"Telephone","Telegraph","Internal Combustion Engine","Radio","Internal Combustion Engine","The others are communication devices"
"Chicken Salad","Caesar Salad","Chicken Wrap","Caesar Burger","Caesar Burger","The others contain chicken"
"Harley Davidson","Chevrolet","Ford","Tesla","Tesla","The others are gasoline-powered."
"Homo Sapiens","Homo Denisova","Homo Erectus","Pan Troglodytes","Pan Troglodytes","The others are Homo genus."
"Zion National Park","Bryce Canyon National Park","Great Smoky Mountains National Park","Central Park","Central Park","The others are National Parks."
"Havarti","Monterey Jack","Gorgonzola","Apple","Apple","The others are types of cheese"
"Sauvignon Blanc","Chardonnay","Syrah","Merlot","Merlot","The others are made from white grapes"
"Machu Picchu","Angkor Wat","The Lost City of Z","The Great Wall","The Lost City of Z","The others are UNESCO World Heritage Sites."
"Mallian Campaign","Indian Campaign","Sicilian Campaign","Martian Campaign","Martian Campaign","The others are historical campaigns."
"Affirmative Action","Equal Pay Act","Patriot Act","Civil Rights Act","Patriot Act","The others are related to civil rights and equality"
"Right to education","Right to health","Freedom of religion","Right to vote","Freedom of religion","The others are socio-economic rights"
"Brazilian Santos","Hawaiian Kona","Yemen Mocha Mattari","Colombian Supremo","Colombian Supremo","The others are named after their region and a specific variety of coffee."
"Okra","Green Beans","Asparagus","Broccoli","Broccoli","The others are pods"
"Lettuce","Cabbage","Cucumber","Tomato","Tomato","The others are leafy vegetables"
"The Isabella Stewart Gardner Museum Heist","The Boston Museum Heist","The Banco Central Heist","The Great Train Robbery","The Great Train Robbery","The others are museum heists"
