"obj_1","obj_2","obj_3","obj_4","odd","reason_for_similarity"
"Wonder Woman","Black Widow","Aquaman","Thor","Black Widow","The others are from DC Comics."
"Modern Family","The Big Bang Theory","Breaking Bad","Friends","Breaking Bad","The others are sitcoms."
"Saqqara","Giza","Maat","Sphinx","Maat","The others are archaeological sites in Egypt."
"South African Cuisine","Ethiopian Cuisine","Italian Cuisine","French Cuisine","Italian Cuisine","The others are African cuisines."
"Fidel Castro","Mao Zedong","Che Guevara","William the Conqueror","William the Conqueror","The others are Marxist leaders."
"Scarab","Ankh","Book of the Dead","Sphinx","Sphinx","The others are handheld Egyptian artifacts"
"Hertz","Pascal","Joule","Newton","Hertz","The others are units of measurement in physics related to force."
"Obi-Wan Kenobi","Qui-Gon Jinn","Princess Leia","Emperor Palpatine","Emperor Palpatine","The others are Jedi."
"Falconry","Hunting","Farming","Carpentry","Carpentry","The others are related to food procurement"
"The Norwood Builder","The Solitary Cyclist","The Second Stain","A Study in Scarlet","A Study in Scarlet","The others are short stories from The Return of Sherlock Holmes."
"Isis","Hathor","Amarna","Luxor","Luxor","The others are deities in ancient Egyptian mythology."
"Fiscal Policy","Monetary Policy","Trade Policy","Health Policy","Health Policy","The others are Economic Policies."
"Sewing Machine","Power Loom","Steam Hammer","Telescope","Telescope","The others are tools used in manufacturing industries."
"The Entombment","The Coronation of the Virgin","The Scream","Starry Night","Starry Night","The others are by Italian artists"
"Groot","Rocket Raccoon","Iron Man","Thor","Groot","The others are humans"
"Madrid","Barcelona","Tokyo","Dublin","Tokyo","The others are in European Union"
"Gucci Mane","21 Savage","Lil Jon","Snoop Dogg","Snoop Dogg","The others are from Atlanta."
"The Discobolus","Winged Victory of Samothrace","The Motherland Calls","The Statue of Liberty","The Statue of Liberty","The others are from ancient times."
"Family Circus","Peanuts","Dennis the Menace","The Avengers","The Avengers","The others are newspaper comic strips"
"Roald Dahl","Dr. Seuss","Fyodor Dostoevsky","Agatha Christie","Agatha Christie","The others are male authors."
"Scipio Africanus","Gaius Marius","Alexander the Great","Julius Caesar","Alexander the Great","The others are Romans"
"obj_3: Mojave Desert",,,,,
"obj_4: Amazon Rainforest",,,,,
"odd: Amazon Rainforest",,,,,
"reason_for_similarity: The others are deserts.",,,,,
"Harper's Ferry","Andersonville","Alcatraz","Statue of Liberty","Statue of Liberty","The others are historical prisons."
"Sicily","Sardinia","Hawaii","Tasmania","Tasmania","The others are in the Mediterranean Sea"
"Wonder Woman","Aquaman","Harley Quinn","Iron Man","Iron Man","The others are DC characters"
"USS Arizona","USS Missouri","RMS Titanic","Space Shuttle Challenger","Space Shuttle Challenger","The others are naval vessels"
"Game of Thrones","The Walking Dead","The Office","Friends","The Office","The others are based on books."
"Constitution of 1791","Constitution of 1793","Constitution of 1795","Constitution of 1848","Constitution of 1848","The others are French Constitutions from the 18th century."
"The Petronas Towers","The Marina Bay Sands","The Amazon Rainforest","The Eiffel Tower","The Amazon Rainforest","The others are architectural structures"
"Black Lightning","Thor","Green Arrow","Iron Man","Black Lightning","The others are from Marvel Comics."
"Manila","Cebu","Paris","Tokyo","Paris","The others are in Asia"
"Metacarpals","Metatarsals","Carpals","Femur","Femur","The others are bones in the hands or feet"
"Guild","Confraternity","Market","Orchestra","Market","The others are types of associations"
"Theoden","Denethor","Eru Iluvatar","Galadriel","Eru Iluvatar","The others are Mortals."
"Persian Empire","Ottoman Empire","Inca Empire","Roman Empire","Inca Empire","The others are located in Eurasia."
"Clara Barton","Dorothea Dix","Florence Nightingale","Elizabeth Blackwell","Elizabeth Blackwell","The others are known for their work in nursing during war times."
"Chromium","Molybdenum","Manganese","Silver","Silver","The others are transition metals in Period 4 of the Periodic Table"
"Klingon Bat'leth, Romulan Disruptor, Phaser, Tricorder, Tricorder, The others are weapons.",,,,,
"Istanbul","Ankara","Paris","Sydney","Sydney","The others are in Europe"
"The Mona Lisa","The Starry Night","The Thinker","The Scream","The Thinker","The others are paintings"
"Great Zimbabwe","Pyramids of Giza","Stonehenge","The Great Wall of China","The Great Wall of China","The others are not man-made walls"
"Ancient Mesopotamia","Indus Valley Civilization","Ancient Japan","Ancient Egypt","Ancient Japan","The others are in the region of the Fertile Crescent"
"obj_3: Green pill",,,,,
"obj_4: Red apple",,,,,
"odd: Red apple",,,,,
"reason_for_similarity: The others are pills.",,,,,
"Joey Badass","Earl Sweatshirt","Flo Rida","Kendrick Lamar","Flo Rida","The others are part of the underground rap scene"
"The Trainman","The Merovingian","Seraph","Neo","Neo","The others are programs in Matrix"
"John Logie Baird","Philo Farnsworth","Eli Whitney","Alexander Bell","Eli Whitney","The others are television inventors."
"Operation Sea Lion, Operation Downfall, Operation Paperclip, Operation Overlord, Operation Paperclip, The others are planned invasions.",,,,,
"Ancient India","Ancient China","Ancient Rome","Ancient Egypt","Ancient Rome","The others are Asian civilizations."
"Compsognathus","Velociraptor","Woolly mammoth hair","T-Rex tooth","Woolly mammoth hair","The others are dinosaur-related."
"Sahara","Gobi","Namib","Amazon","Amazon","The others are deserts"
"Oakland Raiders","Los Angeles Chargers","Tampa Bay Buccaneers","New England Patriots","New England Patriots","The others are teams that have relocated."
"Rabbit","Mouse","Spider","Kangaroo","Spider","The others are mammals"
"Dunkirk Evacuation","Operation Dynamo","Berlin Wall","Operation Overlord","Berlin Wall","The others are military operations during World War II"
"The Prince","The Decameron","Utopia","1984","1984","The others are Renaissance literature"
"Tariff","Quota","Subsidy","Tax","Tax","The others are trade barriers"
"Pacific Ocean","Southern Ocean","Baltic Sea","Sahara Desert","Sahara Desert","The others are bodies of water"
"Oslo","Stockholm","London","Toronto","Toronto","The others are in Europe"
"Cuy","Kangaroo Meat","Foie Gras","Tofu","Tofu","The others are meat products."
"Asia","Europe","Antarctica","Brazil","Brazil","The others are continents"
"Victorian Era","Edwardian Era","Meiji Restoration","French Revolution","French Revolution","The others are periods of industrial advancement"
"Baking","Roasting","Steaming","Frying","Frying","The others are dry heat cooking methods"
"Ant-Man","Wasp","Nightwing","Wolverine","Wolverine","The others are from DC Comics."
"Haden Mango","Tommy Atkins Mango","Green Apple","Red Apple","Green Apple","The others are red fruits"
"Supernova","Nova","Pulsar","Quasar","Quasar","The others are end states of stars"
"Dothraki","Unsullied","Night's Watch","Faceless Men","Faceless Men","The others are military organizations."
"Slate","Phyllite","Granite","Limestone","Limestone","The others are metamorphic rocks"
"The Broken Column","The Scream","Marilyn Monroe","Starry Night","Marilyn Monroe","The others are famous paintings"
"Schubert","Beethoven","Bach","Tchaikovsky","Tchaikovsky","The others are German composers"
"Africa","South America","Asia","Australia","Australia","The others are not islands"
"Dvorak","Brahms","Handel","Beethoven","Beethoven","The others are not German composers"
"Black Hole, White Dwarf, Red Giant, Neutron Star, Neutron Star, The others are stages of a star's life cycle.",,,,,
"The Statue of David","The Venus of Milo","The Terracotta Army","The Mona Lisa","The Terracotta Army","The others are single piece sculptures"
"Moai Statues of Easter Island","The Great Sphinx of Giza","The Terracotta Army","The Statue of Liberty","The Statue of Liberty","The others are ancient."
"Olduvai Handaxe","Clovis Points","The Cyrus Cylinder","Rosetta Stone","The Cyrus Cylinder","The others are prehistoric tools"
"Phoebe Buffay","Mike Hannigan","Ross Geller","Monica Geller","Mike Hannigan","The others are Gellers"
"Angular","React","Django","Vue.js","Django","The others are JavaScript frameworks."
"Hurricane","Typhoon","Thunderstorm","Tornado","Tornado","The others are named based on water bodies."
"The Medici Bank, The Fugger Bank, The Bank of England, The World Bank, The World Bank, The others are historical family-owned banks.",,,,,
"Berber languages","Bantu languages","Romance languages","Germanic languages","Germanic languages","The others are Afro-Asiatic languages"
"Drake","Lil Wayne","Ariana Grande","Elvis Presley","Elvis Presley","The others are Grammy award winners"
"Pompeii","Herculaneum","Atlantis","Machu Picchu","Atlantis","The others are real and confirmed archaeological sites"
"The Tricolor","La Marseillaise","God Save the Queen","Star-Spangled Banner","The Tricolor","The others are national anthems"
"Kung Fu","Capoeira","Judo","Chess","Chess","The others are martial arts"
"Delhi","Mumbai","Bangkok","Sydney","Sydney","The others are in Asia"
"U-2 Incident","Cuban Missile Crisis","Prague Spring","Berlin Wall","Berlin Wall","The others are Cold War incidents involving the United States and the Soviet Union directly."
"Madonna of the Meadow","The Annunciation","The Starry Night","The Last Supper","The Starry Night","The others are by Leonardo da Vinci"
"Siege of Vicksburg","Siege of Petersburg","Siege of Troy","Siege of Yorktown","Siege of Troy","The others are sieges from the American Civil War."
"Gala Apple","Fuji Apple","Yellow Pear","Red Delicious","Yellow Pear","The others are Apples"
"Mysterio","Vulture","Green Goblin","Doctor Octopus","Doctor Octopus","The others are not doctors"
"Tuco Salamanca","Krazy-8","Gustavo Fring","Walter White","Walter White","The others are not main characters."
"Toucan","Hornbill","Osprey","Kiwi","Kiwi","The others are tropical birds"
"obj_3: The Great Wall of China",,,,,
"obj_4: The Sydney Opera House",,,,,
"odd: The Great Wall of China",,,,,
"reason_for_similarity: The others are iconic architectural structures known for their religious significance.",,,,,
"Ultron","Thanos","Loki","Iron Man","Iron Man","The others are villains in the Marvel Cinematic Universe."
"Nature vs Nurture","Twin Studies","Cognitive Therapy","Operant Conditioning","Cognitive Therapy","The others are related to Psychology theories."
"Garth Brooks","Shania Twain","Britney Spears","Bob Dylan","Bob Dylan","The others are pop artists."
"Perfect Pitch","Relative Pitch","Tone Deafness","Color Blind","Color Blind","The others are related to auditory perception."
"Alessandro Volta","Andre-Marie Ampere","Isaac Newton","Johannes Gutenberg","Isaac Newton","The others are associated with electricity."
"Washington Redskins","Kansas City Chiefs","New York Giants","Los Angeles Lakers","Los Angeles Lakers","The others are NFL teams"
"Tom Cruise","Dustin Hoffman","Robert Redford","Meryl Streep","Meryl Streep","The others are male actors"
"Zinfandel (California)","Pinot Noir (California)","Pinot Noir (Oregon)","Cabernet (Australia)","Cabernet (Australia)","The others are wines from America."
"Hugh Jackman","Patrick Stewart","Ian McKellen","Robert Downey Jr.","Robert Downey Jr.","The others are X-Men actors."
"Moby Dick","The Old Man and the Sea","The Scarlet Letter","1984","1984","The others are set in America"
"obj_3: Chicago Bears",,,,,
"obj_4: New York Yankees",,,,,
"odd: New York Yankees",,,,,
"reason_for_similarity: The others are NFL teams",,,,,
"Tonic, Dominant, Subdominant, Crescendo, Crescendo, The others are chord functions.",,,,,
"LA Clippers","Brooklyn Nets","Boston Celtics","Los Angeles Lakers","Los Angeles Lakers","The others are not based in Los Angeles"
"Cerebrum","Cerebellum","Medulla Oblongata","Heart","Heart","The others are parts of the brain"
"The White Stripes","The Black Keys","The Rolling Stones","The Beatles","The Beatles","The others are duos"
"Sonnet","Madrigal","Novel","Haiku","Novel","The others are forms of poetry."
"Italian Renaissance","Northern Renaissance","Industrial Revolution","French Revolution","Industrial Revolution","The others are periods of art and cultural revival."
"Castle","Palace","Hut","Igloo","Igloo","The others are made of stone."
"Tuff","Scoria","Lignite","Diamond","Diamond","The others are sedimentary rocks"
"Renaissance","Enlightenment","Protestant Reformation","Industrial Revolution","Industrial Revolution","The others are cultural movements"
"Via Appia","Via Augusta","Silk Road","Route 66","Route 66","The others are ancient routes."
"William H. Taft","Herbert Hoover","George W. Bush","Barack Obama","Barack Obama","The others are Republicans"
"American Gothic","The Birth of Venus","The Starry Night","The Persistence of Memory","The Persistence of Memory","The others are not painted by Salvador Dali."
"Steam Hammer, Open Hearth Furnace, Spinning Jenny, Gutenberg Press, Gutenberg Press, The others are part of the Industrial Revolution.",,,,,
"The Engineer's Thumb","The Stock-Broker's Clerk","The Disappearance of Lady Frances Carfax","The Adventure of the Dancing Men","The Adventure of the Dancing Men","The others are Sherlock Holmes stories without 'The Adventure of' in their title."
"Falcon","Hawk","Parrot","Penguin","Penguin","The others are birds of prey"
"Venus Flytrap","Sundew","Oak","Aloe Vera","Oak","The others are carnivorous plants"
"Bruins","Blackhawks","Red Wings","Patriots","Patriots","The others are NHL teams"
"The Birth of Venus","The Girl with a Pearl Earring","The Starry Night","The Persistence of Memory","The Persistence of Memory","The others are not painted by Salvador Dali."
"Atlanta Hawks","New Orleans Pelicans","LA Lakers","LA Kings","LA Kings","The others are NBA teams"
"Asia","Antarctica","South America","Australia","Australia","The others are not surrounded by water on all sides."
"Niels Bohr","Werner Heisenberg","Albert Einstein","Isaac Newton","Isaac Newton","The others are associated with quantum mechanics"
"Mint","Basil","Oak","Pine","Pine","The others are herbs"
"Sacramento Kings","Phoenix Suns","Boston Celtics","New York Yankees","New York Yankees","The others are NBA teams"
"Conglomerate","Breccia","Andesite","Basalt","Basalt","The others are sedimentary rocks"
"Paul L. Modrich","Aziz Sancar","Thomas Lindahl","Winston Churchill","Winston Churchill","The others are Nobel Laureates in Chemistry."
"Peacock","Turkey","Hummingbird","Penguin","Penguin","The others can fly"
"Tulip Tree","Magnolia","Cedar","Maple","Cedar","The others are flowering trees."
"Uncle Jack","Todd Alquist","Lydia Rodarte-Quayle","Walter White","Lydia Rodarte-Quayle","The others are male characters in Breaking Bad."
"The Annunciation","The Adoration of the Magi","The Girl with a Pearl Earring","The Persistence of Memory","The Persistence of Memory","The others are Renaissance paintings."
"Death of a Loyalist Soldier","Raising the Flag on Iwo Jima","Pale Blue Dot","The Scream","The Scream","The others are depictions of real events."
"Calvin","Dennis the Menace","Marmaduke","Garfield","Marmaduke","The others are human characters."
"Machine Gun Kelly","G-Eazy","Lil Yachty","Drake","Drake","The others are American rappers who debuted in the 2010s."
"Richard Dawkins","Charles Darwin","Gregor Mendel","Albert Einstein","Albert Einstein","The others are biologists."
"Monica Geller","Chandler Bing","Gunther","Joey Tribbiani","Joey Tribbiani","The others are characters who worked at Central Perk."
"Telegraph","Telephone","Steam Locomotive","Light Bulb","Light Bulb","The others are methods of communication"
"Neo","Trinity","Morpheus","Agent Smith","Agent Smith","The others are members of the Nebuchadnezzar crew"
"obj_3: Red Anjou Pear",,,,,
"obj_4: Red Raspberry",,,,,
"odd: Red Raspberry",,,,,
"reason_for_similarity: The others are types of Pears.",,,,,
"The Space Needle","The CN Tower","The Notre-Dame Cathedral","The Sydney Opera House","The Notre-Dame Cathedral","The others are modern structures"
"Cannoli","Tiramisu","Profiteroles","Lasagna","Lasagna","The others are desserts"
"Halo Effect","Stereotyping","Confirmation Bias","Operant Conditioning","Operant Conditioning","The others are cognitive biases"
"George Eastman","Edwin Land","James Watt","Alexander Graham Bell","James Watt","The others are inventors of photographic technologies"
"Fern","Moss","Pine","Rose","Rose","The others are types of non-flowering plants"
"Space Race","Arms Race","Korean War","Cold War","Korean War","The others are ""Races""."
"Sauvignon Blanc (New Zealand)","Pinot Noir (New Zealand)","Sauvignon Blanc (Chile)","Pinot Noir (France)","Pinot Noir (France)","The others are Sauvignon Blanc wines"
"Bastille","Versailles","Louvre","Eiffel Tower","Bastille","The others are tourist attractions in Paris that are still standing."
"Tim McGraw","Faith Hill","Adele","Elvis Presley","Adele","The others are American country singers"
"Alexander Fleming","Louis Pasteur","Carl Sagan","Marie Curie","Carl Sagan","The others are biologists"
"obj_3: George Eastman",,,,,
"obj_4: Thomas Edison",,,,,
"odd: George Eastman",,,,,
"reason_for_similarity: The others are known for their contributions to communication technology.",,,,,
"Expressionism","Fauvism","Cubism","Scientific Revolution","Scientific Revolution","The others are art movements"
"Spinning Jenny, Cotton Gin, Steamboat, Telegraph, Telegraph, The others are related to the textile industry.",,,,,
"Harlem Renaissance","Jazz Age","Industrial Revolution","French Revolution","French Revolution","The others are American events"
"Cotton Gin","Power Loom","Bessemer Process","Gutenberg Press","Gutenberg Press","The others are Industrial Revolution inventions"
"Latin","Italian","French","Japanese","Japanese","The others are Romance languages"
"The Last Judgement","The Creation of Adam","The Persistence of Memory","The Starry Night","The Persistence of Memory","The others are Michelangelo's works."
"Free Diving","Scuba Diving","Wingsuit Flying","Skydiving","Skydiving","The others are underwater activities."
"Tandoori Chicken","Chicken Tikka Masala","Chicken Parmesan","Chicken Caesar Salad","Chicken Caesar Salad","The others are served with a sauce."
"Escargot","Foie Gras","Caviar","Truffle","Truffle","The others are animal-based foods."
"Biceps Brachii","Triceps Brachii","Gluteus Maximus","Gastrocnemius","Gastrocnemius","The others are located in the upper body"
"Stewing, Braising, Grilling, Baking, Baking, The others are methods of cooking with liquid.",,,,,
"Boiling","Simmering","Searing","Grilling","Grilling","The others are methods of cooking involving liquid."
"Checkpoint Charlie","Berlin Airlift","Cuban Missile Crisis","Bay of Pigs Invasion","Bay of Pigs Invasion","The others are related to Berlin."
"Red Baron","Eddie Rickenbacker","Amelia Earhart","Yuri Gagarin","Yuri Gagarin","The others are pilots who never went to space."
"Diego Velazquez","Francisco Goya","Jean-Michel Basquiat","Leonardo da Vinci","Jean-Michel Basquiat","The others are Spanish painters."
"Deep frying, Pan frying, Steaming, Baking, Baking, The others are cooking methods that involve direct contact with heat.",,,,,
"Ginza","Bahnhofstrasse","La Rambla","Times Square","Times Square","The others are in Europe"
"Africa","South America","Australia","Antarctica","Antarctica","The others are inhabited continents"
"Kendo","Iaido","Judo","Boxing","Boxing","The others are Japanese martial arts."
"Telegraph","Telephone","Steam Locomotive","Bicycle","Bicycle","The others are inventions of the 19th century that significantly improved communication and transportation."
"Hubble Telescope, James Webb Telescope, Mars Rover, Voyager 1, Voyager 1, The others are used for observing astronomical objects.",,,,,
"The Little Mermaid","The Statue of Liberty","The Discobolus","The Mona Lisa","The Little Mermaid","The others are inanimate objects."
"Future","Migos","OutKast","Drake","Drake","The others are from Atlanta."
"Gymnastic Parallel Bars","Gymnastic Pommel Horse","Gymnastic Ball","Gymnastic Ribbon","Gymnastic Ball","The others are gymnastic apparatus that require the use of hands."
"Rocky Mountain Oysters","Sweetbreads","Escamoles","Lobster","Lobster","The others are offal dishes"
"Stranger Things","The Crown","The Simpsons","Friends","The Simpsons","The others are Netflix Originals"
"Coyotes","Panthers","Lightning","Stars","Lightning","The others are mammals."
"Pittsburgh Steelers","Cleveland Browns","Detroit Lions","Green Bay Packers","Green Bay Packers","The others are based in cities that are part of the Rust Belt."
"Patagonian","Kalahari","Gobi","Amazon","Amazon","The others are deserts"
"Mark Twain","Charles Dickens","Stephen King","Agatha Christie","Agatha Christie","The others are male authors."
"Pink Panther","Inspector Clouseau","Woody Woodpecker","Tom (Tom and Jerry)","Woody Woodpecker","The others are from MGM studios"
"Little Rock Nine","Greensboro Sit-ins","Berlin Wall","Women's Suffrage Movement","Berlin Wall","The others are Civil Rights movements in the United States."
"Europe","Asia","South America","Australia","Australia","The others are all found in the Northern Hemisphere"
"Andes","Sierra Nevada","Appalachian","Mount Everest","Mount Everest","The others are in the Western Hemisphere."
"Codex","Manuscript","Papyrus","Sword","Sword","The others are forms of written records"
"Vince Gill","Marty Stuart","Justin Bieber","Bruce Springsteen","Justin Bieber","The others are Country Music Artists."
"Thanos","Loki","Doctor Doom","Tony Stark","Tony Stark","The others are villains"
"Namib","Thar","Sonoran","Sahara","Sahara","The others are non-African deserts"
"Artistic Gymnastics","Rhythmic Gymnastics","Shot Put","Figure Skating","Shot Put","The others are judged on artistic expression"
"Cobalt","Rhodium","Nickel","Copper","Copper","The others are transition metals in the 9th group of the periodic table"
"Louis XIV","Henry VIII","Thomas Jefferson","Julius Caesar","Julius Caesar","The others are not Roman Emperors"
"Jousting","Sword Fighting","Farming","Archery","Farming","The others are combat sports"
"Apple","Pear","Banana","Tomato","Tomato","The others are fruits that do not grow on a vine"
"African Wild Dog","Dingo","African Elephant","Siberian Tiger","Siberian Tiger","The others are native to Africa"
"Mississippi","Yangtze","Andes","Amazon","Andes","The others are rivers."
"Flyers","Penguins","Sharks","Bears","Bears","The others are names of NHL teams"
"Sean Penn","Denzel Washington","Russell Crowe","Morgan Freeman","Morgan Freeman","The others are Oscar winners for Best Actor."
"Nigella Lawson","Mary Berry","Thomas Keller","Jamie Oliver","Jamie Oliver","The others are American chefs."
"Union","Confederacy","British Empire","Ottoman Empire","Ottoman Empire","The others are entities from the American Civil War."
"Masaharu Morimoto","Nobu Matsuhisa","Daniel Boulud","Gordon Ramsay","Daniel Boulud","The others are Japanese chefs."
"Indian Cuisine","Moroccan Cuisine","Italian Cuisine","Japanese Cuisine","Japanese Cuisine","The others are not from Asia."
"Chicago Bulls","Detroit Pistons","Miami Heat","New York Yankees","New York Yankees","The others are NBA teams"
"Hippocrates","Galen","Avicenna","Isaac Newton","Isaac Newton","The others are ancient doctors"
"The Arnolfini Portrait","The Girl with a Pearl Earring","The Birth of Venus","The Mona Lisa","The Arnolfini Portrait","The others are Italian paintings."
"Light wave","Sound wave","Water wave","Radio wave","Water wave","The others are electromagnetic waves"
"Staccato","Legato","Pizzicato","Glissando","Glissando","The others are techniques used in string instruments"
"obj_3: The Kingdom",,,,,
"obj_4: The Saviors",,,,,
"odd: The Kingdom",,,,,
"reason_for_similarity: The others are antagonist groups in The Walking Dead.",,,,,
"Ears","Eyes","Nose","Hand","Hand","The others are sensory organs on the face"
"The Iron Bridge","The Humber Bridge","The Confederation Bridge","The Brooklyn Bridge","The Iron Bridge","The others are suspension bridges"
"Punk Rock, New Wave, Civil Rights Movement, Disco, Civil Rights Movement, The others are music genres.",,,,,
"Russia","Canada","Ganges River","Australia","Ganges River","The others are countries"
