"obj_1","obj_2","obj_3","obj_4","odd","reason_for_similarity"
"Carpals","Metacarpals","Metatarsals","Phalanges","Phalanges","The others are types of bones found in the hand."
"USA","Mexico","Iceland","Japan","Iceland","The others are in North America"
"Mace","Flail","Pistol","Crossbow","Pistol","The others are medieval weapons"
"Daredevil, Punisher, Green Arrow, Flash, Flash, The others are vigilantes who do not possess superhuman abilities.",,,,,
"Mars Express","Mars Reconnaissance Orbiter","Kepler Space Telescope","Juno Spacecraft","Kepler Space Telescope","The others are Mars orbiters."
"Chocolate Mousse","Chocolate Eclair","Lemon Tart","Chocolate Chip Cookie","Lemon Tart","The others are made with chocolate"
"Baked Alaska, Flambe Banana, Chocolate Lava Cake, Grilled Cheese Sandwich, Grilled Cheese Sandwich, The others are desserts.",,,,,
"Silk Dress","Denim Overalls","Silk Tie","Silk Handkerchief","Denim Overalls","The others are made of silk"
"Russian White","British White","Bengal","Siberian Tiger","Siberian Tiger","The others are breeds of domestic cats"
"African Dwarf Frog, African Clawed Frog, Eastern Newt, African Elephant, Eastern Newt, The others are African species.",,,,,
"Edison's Ore-Milling Process","Edison's Electric Power Station","Edison's Phonograph","Einstein's Theory of Relativity","Einstein's Theory of Relativity","The others are inventions by Thomas Edison."
"Sequoia Tree","Galapagos Tortoise","Hummingbird","Dandelion","Dandelion","The others are long-lived species"
"Brutus","Cassius","Antony","Socrates","Socrates","The others are characters from the play ""Julius Caesar"" by Shakespeare"
"Ganges River","Brahmaputra River","Rhine River","Amazon River","Rhine River","The others are in Asia"
"Great Horned Owl, Snowy Owl, Great Blue Heron, Emperor Penguin, Emperor Penguin, The others are native to North America.",,,,,
"Billy Jean","Smooth Criminal","Moonwalk","Thriller","Thriller","The others are Michael Jackson songs named after people."
"Temporal, Parietal, Mandible, Femur, Femur, The others are bones in the skull.",,,,,
"Ethmoid","Sphenoid","Femur","Radius","Femur","The others are cranial bones."
"The Ides of March","Gaul War","Battle of Actium","Assassination of Julius Caesar","The Ides of March","The others are military conflicts"
"Civil War","Slavery Abolition","Vampire Hunter","Salem Witch Trials","Vampire Hunter","The others are American historical events."
"Death Cap","Destroying Angel","Rhododendron","Chanterelle","Rhododendron","The others are poisonous mushrooms."
"Man in the Mirror","Heal the World","The Wiz","Thriller","The Wiz","The others are songs by Michael Jackson."
"obj_3: Dolphin Calf",,,,,
"obj_4: Dolphin Mother",,,,,
"odd: Dolphin Mother",,,,,
"reason_for_similarity: The others are young (calf).",,,,,
"Fenugreek","Mustard Seeds","Oregano","Saffron","Saffron","The others are leaf-based spices"
"Upanishads","Vedas","Bible","The Origin of Species","The Origin of Species","The others are religious texts"
"Chess","Go","Poker","Monopoly","Monopoly","The others are games of strategy."
"Toaster","Coffee Maker","Air Conditioner","Car","Car","The others are home appliances"
"Turkish Angora","Turkish Van","Maine Coon","Siamese","Siamese","The others are Turkish breeds"
"Guava","Papaya","Cherry","Cucumber","Cucumber","The others are fruits"
"Calzone","Stromboli","Pesto","Baguette","Pesto","The others are types of Italian stuffed bread."
"Kindness","Generosity","Philanthropy","Greed","Greed","The others are virtues"
"Oklahoma","Arkansas","Delaware","Texas","Texas","The others are all states with names of Native American origin."
"Singapore","Hong Kong","Seoul","Sydney","Sydney","The others are in Asia."
"Mayor West","Tom Tucker","Stewie Griffin","Peter Griffin","Stewie Griffin","The others are adults in Family Guy."
"Mulan","Shang","Pocahontas","Ariel","Ariel","The others are not royalty."
"Vatican City, Dubai, Moscow, Sydney, Sydney, The others are not located in the Southern Hemisphere.",,,,,
"Somali","Abyssinian","Persian","Siamese","Siamese","The others are long-haired"
"Siamese","Burmese","Scottish Fold","Bengal","Bengal","The others are breeds of cats with no wild ancestry."
"Bucatini","Pappardelle","Vermicelli","Baguette","Baguette","The others are types of pasta"
"Type 1 Diabetes","Type 2 Diabetes","Hypothyroidism","Celiac Disease","Celiac Disease","The others are endocrine disorders related to hormone production."
"Level","Plumb bob","Screwdriver","Compass","Compass","The others are tools used in construction."
"Pythagoras","Euclid","Archimedes","Isaac Newton","Isaac Newton","The others are Ancient Greek scholars."
"Mount Logan","Mount Rainier","Puncak Jaya","Mount Vesuvius","Mount Vesuvius","The others are in the Pacific Ring of Fire"
"Battle of Cannae","Battle of Zama","Battle of Gallipoli","Battle of Waterloo","Battle of Gallipoli","The others are battles involving Romans"
"Tonkinese","Siamese","Ragdoll","Bengal","Bengal","The others are breeds of cats that originated in the United States"
"Ford Model A (1903–04), Ford Model B (1904), Ford Model T (1908–1927), Chevrolet Series D (1917-1918), Chevrolet Series D (1917-1918), The others are Ford models.",,,,,
"Toucan","Finch","Penguin","Bat","Bat","The others are birds"
"Dunwich","Ravenser Odd","Atlantis","Mount Everest","Mount Everest","The others are mythical/lost cities."
"Wisdom tooth","Wisdom of Solomon","Book of Wisdom","Wisdom Tree Inc","Wisdom tooth","The others are related to wisdom in literature or media."
"Singapore","Dubai","Mumbai","Stockholm","Stockholm","The others are in Asia"
"Teleology","Potentiality","Actuality","Empirical Evidence","Empirical Evidence","The others are concepts from Aristotle's metaphysics"
"Poison Dart Frog","Amazon Horned Frog","Tiger Salamander","Yellow Anaconda","Yellow Anaconda","The others are amphibians"
"Wisconsin","Michigan","New Mexico","Texas","Texas","The others are not on a border with Canada"
"Ladybug","Butterfly","Ant","Spider","Spider","The others are insects."
"Rosemary","Thyme","Cumin","Rose","Rose","The others are herbs."
"Stilton","Roquefort","Monterey Jack","Parmesan","Parmesan","The others are blue cheeses"
"The Coronation of Napoleon, The Coronation of Louis XVI, The Coronation of Charles X, The Abdication of Napoleon, The Abdication of Napoleon, The others are coronations.",,,,,
"Refrigerator","Freezer","Blender","Microwave","Blender","The others are used for storage"
"Persistence Hunt","Tug of War","Chess","Monopoly","Monopoly","The others are forms of physical exertion"
"Knossos","Mycenae","Atlantis","Shambhala","Shambhala","The others are ancient Greek mythological places."
"obj_3: Cleopatra",,,,,
"obj_4: Julius Caesar",,,,,
"odd: Julius Caesar",,,,,
"reason_for_similarity: The others are part of the Second Triumvirate",,,,,
"George III","George Washington","Lord Cornwallis","Napoleon Bonaparte","Napoleon Bonaparte","The others are Georges."
"Seagull","Pigeon","Robin","Ostrich","Ostrich","The others are songbirds"
"Mount Kilimanjaro","Mount Kenya","Mount Logan","Mount Olympus","Mount Olympus","The others are in the Seven Summits list"
"Cleopatra's Palace","Alexandria","Rome","The Great Wall of China","The Great Wall of China","The others are related to the Roman Empire"
"Hot Dog","Hamburger","Fish Sandwich","Tofu Sandwich","Tofu Sandwich","The others are made from meat"
"Onion","Garlic","Ginger","Apple","Apple","The others are roots"
"Arizona Bark Scorpion","Indian Red Scorpion","Emperor Scorpion","Deathstalker Scorpion","Emperor Scorpion","The others are highly venomous."
"New Horizons","Juno","Cassini-Huygens","Mars Rover","Mars Rover","The others are spacecrafts that were sent to study outer planets."
"Ford Motor Company","Ford Foundation","Detroit Automobile Company","Ford Theatre","Detroit Automobile Company","The others are named after Henry Ford"
"Claymore","Broadsword","Tomahawk","Scimitar","Tomahawk","The others are European swords"
"Madonna Litta","The Virgin and Child with Saint Anne","The Baptism of Christ","The Last Supper","The Last Supper","The others are Madonna paintings."
"Chicken Burrito","Beef Burrito","Tofu Burrito","Onion Rings","Onion Rings","The others are types of Burritos."
"Willow Tree","Oak Tree","Moss","Grass","Moss","The others are trees"
"Lincoln's Top Hat","Lincoln's Beard","Lincoln's Shoes","Lincoln's Speech","Lincoln's Speech","The others are physical items."
"Yellow Perch","Bluegill","Clownfish","Penguin","Penguin","The others are freshwater fish"
"Codex on the Flight of Birds","Vitruvian Man","The Annunciation","The Last Supper","Codex on the Flight of Birds","The others are paintings by Leonardo da Vinci"
"Elizabeth Taylor","Brooke Shields","Prince","Marilyn Monroe","Prince","The others are actresses."
"Loki","Thanos","Bane","The Joker","Loki","The others are DC Comics characters."
"The Battle of Anghiari","The Last Supper","The Baptism of Christ","Starry Night","Starry Night","The others are works by Leonardo da Vinci"
"Little Rock Nine","Freedom Summer","Stonewall Riots","Montgomery Bus Boycott","Stonewall Riots","The others are related to African-American civil rights movement"
"Blueberry","Raspberry","Banana","Strawberry","Banana","The others are berries"
"Aristotelian Physics","Aristotelian Ethics","Aristotelian Logic","Socratic Method","Socratic Method","The others are Aristotelian theories."
"Green Tree Frog","Gray Tree Frog","Marbled Salamander","Red-eyed Vireo","Red-eyed Vireo","The others are amphibians."
"Ginger","Garlic","Thyme","Rosemary","Ginger","The others are herbs."
"Lenny","Carl","Lisa","Bart","Lisa","The others are characters from The Simpsons who work at the Nuclear Power Plant."
"Edison's Universal Stock Printer","Edison's Electric Light Company","Edison's Phonograph Company","Amazon Company","Amazon Company","The others are inventions by Thomas Edison."
"Nasal","Vomer","Radius","Femur","Radius","The others are facial bones"
"Panettone","Tiramisu","Lasagna","Baguette","Baguette","The others are Italian foods."
"Cola","Lemonade","Milk","Coffee","Coffee","The others are cold drinks."
"Porthole","Hatch","Oarlock","Wheel","Wheel","The others are found on boats"
"The Liberty Bell","The Constitution","The Declaration of Independence","The Star-Spangled Banner","The Liberty Bell","The others are written documents"
"Crater","Caldera","Basin","Valley","Valley","The others are geological formations created by extraterrestrial impacts"
"Amphora, Krater, Urn, Vase, Vase, The others are used for storage of dry goods.",,,,,
"Key Lime Pie","Lemon Tart","Carrot Cake","Apple Pie","Carrot Cake","The others are made with fruit"
"Saffron, Turmeric, Basil, Rosemary, Rosemary, The others are spices derived from the plant's stigma or stem.",,,,,
"Chimpanzee, Orangutan, Termite mound, Gorilla, Termite mound, The others are primates.",,,,,
"Moonwalk","Lean","Madonna","Thriller","Madonna","The others are Michael Jackson's dance moves."
"Lucasian Professor of Mathematics","Director of Research at the Centre for Theoretical Cosmology","Fellow of the Royal Society","CEO of a Tech Company","CEO of a Tech Company","The others are academic positions"
"Dock","Marina","Lighthouse","Bridge","Bridge","The others are directly associated with water bodies"
"Stephen Hawking's Grand Design","Genius by Stephen Hawking","The Brief History of Time","The Theory of Everything","The Theory of Everything","The others are written by Stephen Hawking"
"Red Back Salamander","Marbled Salamander","Green Toad","Red Eyed Tree Frog","Red Eyed Tree Frog","The others are not frogs"
"Goku","Vegeta","Ben 10","Pikachu","Pikachu","The others are human characters"
"Boston Massacre","Boston Tea Party","First Continental Congress","French Revolution","French Revolution","The others are events that took place in Boston."
"Oregon","California","New York","Sydney","Sydney","The others are in the United States"
"Bell Pepper","Jalapeno","Tomato","Eggplant","Eggplant","The others are members of the Capsicum genus"
"Cauliflower, Broccoli, Potato, Carrot, Carrot, The others are part of the Brassica genus.",,,,,
"Cassius","Brutus","Octavian","Socrates","Socrates","The others are Roman political figures"
"Salmon, Trout, Goldfish, Octopus, Octopus, The others are types of fish.",,,,,
"Bed Bug","Tick","Bee","Butterfly","Butterfly","The others are blood-feeding insects."
"Scone","Croissant","Cheesecake","Pretzel","Pretzel","The others are sweet pastries."
"Ford Model B","Ford Model C","Ford Model K","Tesla Model S","Tesla Model S","The others are Ford Models"
"Chris Griffin","Meg Griffin","Stewie Griffin","Peter Griffin","Meg Griffin","The others are male characters in ""Family Guy"""
"Bart","Nelson","Marge","Homer","Nelson","The others are Simpsons"
"Glaucoma","Cataracts","Lupus","Myopia","Lupus","The others are eye diseases"
"The Antwerp Diamond Heist","The Harry Winston Heist","The Boston Museum Heist","The Great Train Robbery","The Great Train Robbery","The others are related to art and jewelry heists."
"Puffin","Penguin","Dove","Bat","Bat","The others are birds."
"obj_3: Volga River",,,,,
"obj_4: Amazon Rainforest",,,,,
"odd: Amazon Rainforest",,,,,
"reason_for_similarity: The others are rivers.",,,,,
"Natterjack Toad","Common Midwife Toad","Axolotl","Fire Salamander","Axolotl","The others are toads."
"Lasagna","Cannelloni","Orzo","Baguette","Baguette","The others are pasta."
"Peas, Green Beans, Corn, Apple, Apple, The others are vegetables.",,,,,
"Bell's father","Bell's brother","Bell's cousin","Bell's dog","Bell's dog","The others are humans"
"Zebra Danio","White Cloud","Guppy","Clownfish","Clownfish","The others are freshwater fish"
"Dolomites","Apennines","Rocky Mountains","Sahara Desert","Sahara Desert","The others are mountain ranges"
"Paintbrush","Roller","Hammer","Saw","Saw","The others are used for applying substances."
"Aristotle's Biology","Aristotle's Zoology","Aristotle's Metaphysics","Plato's Theory of Forms","Plato's Theory of Forms","The others are works of Aristotle"
"Chardonnay","Gewürztraminer","Cabernet Franc","Shiraz","Shiraz","The others are French wine varieties"
"Viognier","Pinot Grigio","Cabernet Sauvignon","Merlot","Viognier","The others are red wines."
"Beef Burrito","Chicken Burrito","Pepperoni Pizza","Tuna Sandwich","Tuna Sandwich","The others are items typically found in a Mexican cuisine"
"Crossing the Rubicon","Gallic Wars","Egyptian Campaign","Battle of Waterloo","Crossing the Rubicon","The others are battles"
"Eastern Coral Snake","King Cobra","Russian Tortoise","Golden Eagle","Golden Eagle","The others are reptiles"
"Espresso","Cappuccino","Smoothie","Mocha","Smoothie","The others are types of coffee"
"Kiwi, Kakapo, Addax, Pineapple, Addax, The others are native to New Zealand.",,,,,
"HIStory","Invincible","The Jackson 5","Thriller","Thriller","The others are albums by Michael Jackson."
"Delta","Butte","Mesa","Plateau","Delta","The others are types of flat-topped landforms."
"Vision","Quicksilver","Riddler","Batman","Vision","The others are human characters."
"American Cheese","Cheddar","Boursin","Tofu","Tofu","The others are types of cheese."
"Orangutan","Gorilla","Dolphin","Squirrel","Dolphin","The others are primates"
"Guatemalan Antigua","Kenyan AA","Ethiopian Sidamo","Nicaraguan Maragogype","Nicaraguan Maragogype","The others are types of Arabica coffee beans"
"Artichoke","Asparagus","Eggplant","Tomato","Tomato","The others are not fruits"
"Pioneer 11","Pioneer Venus Multiprobe","Mars Climate Orbiter","Voyager 2","Mars Climate Orbiter","The others are part of the Pioneer program"
"Donkey","Lamb","Horse","Zebra","Zebra","The others are domesticated animals"
"Parana River","Uruguay River","Ganges River","Amazon River","Ganges River","The others are in South America"
"Thurgood Marshall","Ruth Bader Ginsburg","Sandra Day O'Connor","Clarence Thomas","Clarence Thomas","The others are deceased Supreme Court Justices."
"Morning Star","War Hammer","Blowgun","Longbow","Blowgun","The others are melee weapons"
"The Great Train Robbery","The Baker Street Robbery","The Antwerp Diamond Heist","The Mona Lisa Heist","The Mona Lisa Heist","The others are bank robberies"
"obj_3: Salmon",,,,,
"obj_4: Rainbow Trout",,,,,
"odd: Rainbow Trout",,,,,
"reason_for_similarity: The others are saltwater fish.",,,,,
"Marie Curie","Gregor Mendel","Charles Darwin","Albert Einstein","Albert Einstein","The others are biologists"
"Pine Tree","Palm Tree","Daisy","Mushroom","Mushroom","The others are plants"
"Madeleine","Macaron","Eclair","Baguette","Baguette","The others are pastries."
"Bengal","Savannah","British Blue","Maine Coon","Maine Coon","The others are breeds of cats that originated in the United Kingdom"
"Sphynx","Devon Rex","Norwegian Forest","Golden Retriever","Golden Retriever","The others are cat breeds."
"Cervical vertebrae","Thoracic vertebrae","Lumbar vertebrae","Humerus","Humerus","The others are types of vertebrae"
"Division of Labor","Factory System","Steamship","Cotton Gin","Steamship","The others are related to Industrial Revolution on land"
"Hephaestion","Cassander","Demosthenes","Aristotle","Demosthenes","The others are Alexander's allies"
"Zinfandel","Merlot","Chardonnay","Scotch","Scotch","The others are types of wine"
"Voyager 2","Pioneer 10","Galileo","Hubble","Hubble","The others are unmanned spacecrafts that were sent to the outer planets."
"Moe","Barney","Milhouse","Lisa","Lisa","The others are male characters in The Simpsons"
"Edison's Magnetic Iron Ore Separator","Edison's Telegraph","Edison's Phonograph","Galileo's Telescope","Galileo's Telescope","The others are inventions by Thomas Edison."
"Sumatra Mandheling","Indian Monsooned Malabar","Ethiopian Yirgacheffe","Colombian Supremo","Colombian Supremo","The others are naturally processed coffees"
"Lisa","Maggie","Nelson","Homer","Nelson","The others are Simpsons."
"Siamese","Russian Blue","Sphynx","Labrador","Labrador","The others are breeds of cats"
"Baguette","Ciabatta","Brioche","Pretzel","Pretzel","The others are types of Italian bread."
"The Grande Armée","The Imperial Guard","The Royal Navy","The Continental Army","The Continental Army","The others are European military units."
"Itchy, Scratchy, Krusty, Bart, Bart, The others are characters in The Itchy & Scratchy Show.",,,,,
"Ebro River","Guadalquivir River","Thames River","Amazon River","Amazon River","The others are in Europe"
"Paul McCartney","Stevie Wonder","Elvis Presley","Ludwig van Beethoven","Ludwig van Beethoven","The others are 20th century pop musicians."
"Flea","Tick","Ladybug","Mosquito","Ladybug","The others are blood-sucking pests."
"Lincoln's Log Cabin","Lincoln's Law Office","Lincoln's Bedroom","Lincoln's Memorial","Lincoln's Memorial","The others are places where Lincoln lived."
"Monk's Robes","Beggar's Clothes","King's Crown","Knight's Armor","King's Crown","The others are made of fabric"
"The Grand Canyon","Yellowstone National Park","Central Park","Eiffel Tower","Eiffel Tower","The others are natural landmarks"
"Charity","Non-Profit Organization","Corporation","Trade Union","Corporation","The others are non-profit entities"
"Steam Locomotive","Steamship","Cotton Gin","Hot Air Balloon","Hot Air Balloon","The others are powered by steam"
"Lumbar vertebrae","Sacral vertebrae","Cervical vertebrae","Fibula","Fibula","The others are types of vertebrae"
"Tiramisu","Cannoli","Risotto","Pizza","Risotto","The others are desserts"
"Edison's Electric Lamp","Edison's Phonograph Cylinder","Gutenberg's Printing Press","Tesla's AC Motor","Tesla's AC Motor","The others are inventions that revolutionized information and entertainment mediums."
"Hawaiian Kona","Jamaican Blue Mountain","Indian Monsooned Malabar","Colombian Supremo","Colombian Supremo","The others are not washed coffees."
"Larkspur","Delphinium","Yellow Jasmine","Tulip","Tulip","The others are toxic to humans"
"Lagoon","Estuary","Marsh","Desert","Desert","The others are types of wetlands"
"Black Tea","Green Tea","White Tea","Hot Chocolate","Hot Chocolate","The others are types of tea"
"Quail","Pheasant","Penguin","Ostrich","Penguin","The others are game birds."
"Lower Seat","Last Place","First Place","Top Spot","Lower Seat","The others are positions indicating success"
"Battle of Saratoga","Battle of Lexington","Battle of Yorktown","Battle of Culloden","Battle of Culloden","The others are battles of the American Revolutionary War."
"Margherita Pizza","Pepperoni Pizza","Pesto","Pesto Pizza","Pesto","The others are pizzas"
"Sphinx","Minerva","Athena","Apollo","Sphinx","The others are gods in ancient mythology."
"Amaxophobia","Vehophobia","Hydraphobia","Claustrophobia","Claustrophobia","The others are related to transport."
"Antwerp Diamond Heist, Harry Winston Heist, Central Bank of Iraq Heist, Mona Lisa Theft, Mona Lisa Theft, The others are Heists involving large sums of money.",,,,,
"Pinot Noir","Cabernet Sauvignon","Pinot Grigio","Chardonnay","Chardonnay","The others are types of Pinot wine"
"Wisdom of Sirach","Wisdom of Solomon","Book of Job","Gospel of Luke","Gospel of Luke","The others are books from the Old Testament."
"Greyhound","Whippet","Chihuahua","Dalmatian","Dalmatian","The others are breeds of dogs originally bred for speed."
"Air Fryer","Deep Fryer","Air Purifier","Air Pump","Air Pump","The others are related to cooking."
"Marie Curie","Sigmund Freud","Carl Jung","Albert Einstein","Marie Curie","The others are male."
"Taco Supreme","Nachos Supreme","Cheeseburger","Lobster Supreme","Cheeseburger","The others are Supremes."
"Vodka","Rum","Iced Tea","Red Wine","Iced Tea","The others are distilled spirits."
"Grass","Moss","Orchid","Cactus","Cactus","The others are non-succulent plants"
"Cotton T-shirt","Silk Blouse","Cotton Socks","Wool Sweater","Silk Blouse","The others are made from natural, cellulosic fibers."
"Homo Erectus","Homo Heidelbergensis","Homo Floresiensis","Homo Sapiens","Homo Sapiens","The others are extinct hominins."
"Ricotta","Cottage Cheese","Swiss Cheese","Tofu","Tofu","The others are cheeses"
"Atlas Mountains","Anti-Atlas","Sierra Nevada","Andes","Andes","The others are in Africa"
"Caesar's Death","Pompey's Death","Cicero's Death","Caesar's Birth","Caesar's Birth","The others are deaths of Roman statesmen"
"Growing a garden","Writing a novel","Eating an ice cream","Painting a picture","Eating an ice cream","The others are creative processes"
"Spinach","Kale","Lettuce","Tomato","Tomato","The others are leafy greens."
"Cleopatra's Death","Battle of Actium","Battle of Pharsalus","Caesar's Assassination","Cleopatra's Death","The others are major events involving Julius Caesar"
"Poodle","Maltese","German Shepherd","Bengal Cat","Bengal Cat","The others are dogs"
"Bolt cutter","Wire cutter","Pliers","Scissors","Scissors","The others are used to cut and grip heavy duty material"
"Samuel Adams","John Adams","Patrick Henry","Benjamin Franklin","Patrick Henry","The others are Adams."
"Irukandji Jellyfish","Portuguese Man o' War","Moon Jellyfish","Sea Anemone","Sea Anemone","The others are Jellyfish"
"Toaster Oven","Microwave","Dishwasher","Refrigerator","Refrigerator","The others are cooking appliances"
"Battle of Tannenberg","Battle of Jutland","Battle of Actium","Battle of Waterloo","Battle of Actium","The others are battles of the World Wars."
"Alexander's Sarcophagus","Rosetta Stone","The Great Pyramid","The Elgin Marbles","The Elgin Marbles","The others are associated with Egypt."
"Peter Griffin","Lois Griffin","Brian Griffin","Stewie Griffin","Brian Griffin","The others are human characters."
